,pretty_comp,bulk_modulus_kv
7431,HoH2ClO2,64.956
7432,CuCl4,23.921999999999997
7433,CdPbF6,30.389
7434,RbLuS2,50.667
7435,CaO,92.044
7436,Ag3AuS2,51.611000000000004
7437,SnI2,23.689
7438,Sr2Si,34.678000000000004
7439,LaVCrO6,208.21099999999998
7440,CaF2,85.956
7441,NaBeSi2,56.589
7442,Ba2SnCl,27.8
7443,NpNiSn,86.944
7444,Tm2OsRu,137.733
7445,Be2NbNi,165.278
7446,TmSi2,85.367
7447,Mn3O4,80.044
7448,CeSe,76.1
7449,LiCl,35.533
7450,CaAl2,55.8
7451,Sr(CdGa)2,47.0
7452,Bi(BO2)3,75.278
7453,SmFeP,90.14399999999999
7454,KRuO4,28.055999999999997
7455,Zr2BeCr,112.5
7456,Ca4BeNb,21.1
7457,TbZn,62.633
7458,CaGaGeH,56.033
7459,ErNiSb,97.1
7460,GeRu,162.033
7461,TbAlNi,94.822
7462,LiZnPS4,33.933
7463,Mg2GeO4,164.933
7464,TaAl3,128.733
7465,CaGaSiH,60.556000000000004
7466,ThSnPt,111.46700000000001
7467,TiOF,87.76700000000002
7468,Cd(GaS2)2,42.367
7469,Pr(MnGe)2,103.57799999999999
7470,Si2Ni,135.167
7471,Ca(GeIr)2,121.178
7472,K2SnHgSe4,24.122
7473,Ca(NiGe)2,89.867
7474,Sm(CrSi)2,126.87799999999999
7475,RbTl2Bi,25.0
7476,NaYS2,50.544
7477,Nd3GaC,39.933
7478,Mg2H2O3,72.52199999999998
7479,HoAg2,84.85600000000002
7480,RbAu3Se2,18.011
7481,InN,125.133
7482,AsPW2,183.967
7483,Pa3Si,111.867
7484,Mn2Sb,101.978
7485,Sr(GeRh)2,90.27799999999999
7486,CuSbS2,51.68899999999999
7487,Ba2TiCr,19.067
7488,BaCo2Br,22.478
7489,Si(CN2)2,105.8
7490,Hg2P3Br,47.278
7491,CaMn2Be,98.322
7492,As2O3,21.289
7493,ScAlCo2,150.2
7494,Ho(CrSi)2,140.6
7495,ZrPdF6,26.156
7496,Ag2HgI4,18.477999999999998
7497,Na2CuF4,51.278
7498,RbBS3,22.94400000000001
7499,CrGaP2,75.067
7500,NbAs2,126.344
7501,PAuS4,20.889
7502,Ba(BIr)2,115.944
7503,Na3Mg,11.7
7504,Ba4HfSb,19.967
7505,SrAl2,47.833
7506,BaCaBr,9.367
7507,NbP,163.45600000000005
7508,NbBr5,28.644000000000002
7509,NdDy3,41.9
7510,Te2Mo2WSe4,28.756
7511,BaGeF6,60.744
7512,Ca(ZnAs)2,60.4
7513,CaBeNb,69.456
7514,Pr3Al,45.0
7515,YbPmAg2,58.0
7516,DyPd,98.4
7517,ZrIn3,77.033
7518,DyTl3,51.567
7519,MnFeAs,160.689
7520,TeRh,123.72200000000001
7521,BaTiTe2,25.122
7522,Be2TlMo,135.589
7523,Ho(FeB)2,127.87799999999999
7524,SbAsO4,41.122
7525,IrC2,236.611
7526,Cr2NiSe4,72.678
7527,U3As4,103.03299999999999
7528,Ca(SiAu)2,94.978
7529,MgWO3,181.956
7530,Na2MnCl4,27.0
7531,Fe3N,210.15599999999998
7532,Sr(PIr)2,131.822
7533,PrSb,57.4
7534,MoF6,8.5
7535,Ca2BrN,61.622
7536,ZnPtF6,51.078
7537,Ba4ZrSc,15.8
7538,BeSiN2,227.44400000000002
7539,V3Se4,85.3
7540,TaOsPb,144.9
7541,MnAgO2,125.43299999999999
7542,SmCuSe2,68.689
7543,Eu(GeRh)2,132.622
7544,BaMg(FeO2)4,97.633
7545,Ca2HN,58.733000000000004
7546,Sr2ZnCu2(SO)2,87.87799999999999
7547,CeHg,60.766999999999996
7548,K2BaP,9.744
7549,UAsSe,87.311
7550,LiBeCd,54.744
7551,PaO2,214.36700000000002
7552,Be2NbCo,168.84400000000005
7553,BaAsPt,72.733
7554,NaMgBO3,115.48899999999999
7555,PbSO3,64.089
7556,CaTiO2,131.189
7557,Rb3Nd,5.867000000000001
7558,U2Ni2Sn,129.089
7559,KTeHOF4,24.355999999999998
7560,BaNa2Mn,12.522
7561,Li2AcTl,36.133
7562,Sm(SiIr)2,171.533
7563,V2O3,233.15599999999998
7564,RbCaO3,43.733000000000004
7565,AsIr2Rh,224.567
7566,Li4FeN2,56.733000000000004
7567,VP,152.211
7568,MoAsW2,224.433
7569,BaHfBr,13.732999999999999
7570,NaBeV2,73.778
7571,Zr2AlN,141.744
7572,LiEuO2,117.444
7573,GaI3,9.511000000000001
7574,K2HgO2,36.144
7575,MoWSe3S,37.289
7576,NdMnSbO,75.97800000000002
7577,NaBeGa,17.156
7578,Ti6Si2B,148.711
7579,Be2CuBr,68.167
7580,ZnSnAs2,54.567
7581,BaAl2(SiO4)2,90.289
7582,Sc2Ti2O7,143.656
7583,BaF2,70.678
7584,YbH3,64.467
7585,NaMgBe,26.189
7586,ScCuSn,87.8
7587,TiMn2Al,158.267
7588,Tm3InN,99.0
7589,AsPtRh2,192.86700000000002
7590,MgMoH2O5,52.644
7591,KPF6,23.467
7592,NaCrS2,57.678000000000004
7593,U3P4,116.73299999999999
7594,Li8SnO6,97.62200000000001
7595,V(CrTe2)2,47.388999999999996
7596,BaNbCr2,98.367
7597,Ba2LiV,16.067
7598,MgSn(BO3)2,151.667
7599,ZrFeTe,136.567
7600,CoAsPt2,171.13299999999995
7601,LiCaSb,39.2
7602,Na3AuS2,32.321999999999996
7603,PmF3,148.256
7604,LiYb2Tl,29.7
7605,TiBe2Hg,108.12200000000001
7606,K2TeOF4,27.456
7607,ZrBeGa,103.7
7608,YC2,121.589
7609,AsOs2Pd,226.13299999999998
7610,MgBeNi,90.64399999999999
7611,Ga2Te5,22.622
7612,LuP5,72.7
7613,BeCuNi2,173.28900000000004
7614,SiC3,163.533
7615,CaBe2Cu,66.033
7616,Li3Al(BO3)2,88.62200000000001
7617,NaCuO2,114.62200000000001
7618,Sc2BeBr,56.556000000000004
7619,ZnAg,94.23299999999999
7620,ScI2,30.833000000000002
7621,VTe2,40.111
7622,NaZr2Be,41.922
7623,Li2TlBi,31.666999999999998
7624,SrMnBe2,48.4
7625,LiSiNO,108.867
7626,Ca(MnBi)2,18.977999999999998
7627,TaTiMn2,215.067
7628,TiBeV2,145.54399999999995
7629,CaBeTe2,41.633
7630,DyCoC2,183.02200000000002
7631,TiBe2Rh,161.3
7632,PrTmMg2,41.033
7633,CaAlH5,36.078
7634,BeGe2Pd,102.156
7635,AlH3,36.878
7636,ZrBe2Cu,122.4
7637,DyB2,167.467
7638,Ti2Co,116.9
7639,Ba2SrW,18.967
7640,Nd2In,49.056000000000004
7641,Sr3Cr,14.2
7642,LuBi2BrO4,84.6
7643,BeRuRh2,238.02200000000002
7644,RbIO4,25.244
7645,Ba(PRu)2,100.478
7646,Ba4YOs,20.733
7647,Si4P4Ru,116.211
7648,Dy2Tl,58.433
7649,CaNiO2,86.8
7650,K4CO4,33.278
7651,Dy(GeRh)2,136.9
7652,TcO3F,24.889
7653,ZrSiTe,64.5
7654,Ba(MgAs)2,48.144
7655,TbN,166.967
7656,MgBeCr,102.51100000000001
7657,Li2O,77.35600000000002
7658,CeCo2B2C,202.55599999999998
7659,BeSnBi2,49.733000000000004
7660,MgZr3,80.767
7661,Li2PmGa,46.6
7662,HoCuP2,107.689
7663,AgWS4N,36.378
7664,Mo(WSe3)2,33.589
7665,YCrO4,135.922
7666,Al2RuRh,201.033
7667,TlSb,39.567
7668,SbTeClO3,34.433
7669,BaP2Pb,30.544
7670,NdBrO,65.956
7671,MgPd3,136.167
7672,SmClO,88.87799999999999
7673,Ca2Pb,30.967
7674,BeCrCd,119.56700000000001
7675,MnTe2,89.53299999999999
7676,ScAlAu2,118.867
7677,RbSb,14.467
7678,NaAuO2,64.02199999999999
7679,Cd2BiAsO6,98.23299999999999
7680,TbCd2,62.144
7681,CuAgS,50.622
7682,MgMoAs,35.867
7683,RbSnF3,26.2
7684,Sb4Br2O5,36.289
7685,NbNi3,201.1
7686,BaPPt,83.03299999999999
7687,TlInTe2,24.644000000000002
7688,UFeS3,115.6
7689,NaCaBe,18.678
7690,KMnF3,91.367
7691,Ti(VTe2)2,42.71100000000001
7692,YbSn,45.321999999999996
7693,KCu4Se3,44.4
7694,Sr3BiSb,24.366999999999997
7695,Yb2AsAu,62.867
7696,BeSi2Rh,150.578
7697,TlCuS2,57.667
7698,SrH4O3,32.544000000000004
7699,TmIO,47.633
7700,Ho(HO)3,88.42200000000004
7701,B2Au,155.36700000000005
7702,ZnBr2,27.855999999999998
7703,NaCrSe2,47.167
7704,VNCl4,16.289
7705,LiClO2,23.711
7706,Pu3Al,72.5
7707,RbZnH2Se2ClO6,32.844
7708,RbZnF3,63.478
7709,YAl,64.378
7710,MnCo3,170.733
7711,Li2Fe(P2O)2,43.433
7712,MgSiO3,237.8
7713,BeCo2Br,45.388999999999996
7714,Ti2CrIr,199.333
7715,Ba2NaHf,17.6
7716,SmFeSi,92.056
7717,Mg3P2,58.433
7718,NbRu,236.63299999999998
7719,Rb2PdCl4,15.2
7720,InS,38.467
7721,K3BAs2,19.811
7722,Yb3Tc,39.856
7723,PrNi2,108.76700000000001
7724,ScBrO,56.843999999999994
7725,KPrTe2,28.767
7726,NdCoO3,200.733
7727,CaTiO3,186.36700000000002
7728,Ba3MgNb2O9,136.144
7729,MnTePd,67.267
7730,Be(BC)2,226.8
7731,BeVSi2,147.433
7732,Ca3MnO4,171.489
7733,NaPrO2,99.111
7734,SiRu,243.13299999999998
7735,AsPtAu,121.26700000000001
7736,Sr2N,29.44400000000001
7737,YFe5,153.011
7738,Ti2Cd,95.64399999999999
7739,RbCl,22.3
7740,KHCO3,33.455999999999996
7741,K2Be2Co,24.256
7742,NaNO3,35.389
7743,Rb3ClO,20.333
7744,Pm3Pb,49.2
7745,SrTeO3,51.089
7746,TiBeGa2,106.389
7747,SmTe,66.767
7748,HBr,7.689
7749,LiSmO2,124.089
7750,CuCl,53.266999999999996
7751,Ba2ScTl,22.3
7752,Er(FeSi)2,147.189
7753,ThH2,95.444
7754,TmBi2ClO4,86.22200000000002
7755,Li2CeAl,44.766999999999996
7756,Ba3BiAs,20.133
7757,DyAu,94.667
7758,TbAg3,83.26700000000002
7759,CuTe2Cl,21.967
7760,MnAu4,135.378
7761,Ba2CePtO6,148.233
7762,MnPSe3,30.778000000000002
7763,DySi,92.133
7764,LiAgO2,85.411
7765,NdBi,53.367
7766,As3H5,32.889
7767,ScPO4,172.144
7768,Te2Pt,62.278
7769,NiBr2,26.6
7770,Sr3SbP,25.6
7771,BaMoPt2,98.656
7772,Rb8NO3,25.5
7773,BeCu,142.533
7774,CeS2,87.844
7775,Np(CrSi)2,164.167
7776,CuH4(OF)2,58.967
7777,BaScNi2,44.722
7778,CuHOF,78.47800000000002
7779,AsCl5,11.833
7780,Sm4S3N2,80.344
7781,ZrPt,171.267
7782,DySCl,58.288999999999994
7783,H3NO,34.233000000000004
7784,PdPbO2,97.98899999999999
7785,BeBiMo2,124.689
7786,Na3SbSe4,22.666999999999998
7787,CrPS4,34.622
7788,InGeCl3,15.222000000000001
7789,SrC2,55.3
7790,VFeSe,159.767
7791,HoN,174.333
7792,Sr2TaBe,33.6
7793,SnPt,127.844
7794,VAu2,151.489
7795,SmCuSeO,88.1
7796,Mg2Sb3O8,109.6
7797,ErIn,61.8
7798,Mn3(OF)2,100.87799999999999
7799,CdFeAs,64.8
7800,TlPS3,20.3
7801,InSiTe3,28.656
7802,Cu2Se,78.633
7803,Bi2SO2,62.788999999999994
7804,BrF5,14.255999999999998
7805,SmAl2,75.6
7806,SmAlGe,79.678
7807,Ga2Cu,76.333
7808,BaTbF6,58.6
7809,Bi2Pb2Se5,40.067
7810,BeZnFe2,151.378
7811,Yb(CdSb)2,43.978
7812,SmErRu2,119.5
7813,CaCl2,36.510999999999996
7814,UAlNi4,171.3
7815,BeCo4Tc,235.333
7816,FeTe,44.567
7817,NdHg,61.533
7818,BeZnCr2,176.389
7819,NaSr4(BN2)3,78.433
7820,Be2ZnBr,42.65600000000001
7821,BaAl2,41.7
7822,KrF2,21.256
7823,Ce(AsRu2)2,124.333
7824,Mg2FeH6,81.267
7825,Zr2Pd,126.689
7826,BaTaBr,17.867
7827,Er(SiNi)2,139.256
7828,TbF3,130.233
7829,Tm2Cr2C3,170.0
7830,FeNiMo,189.933
7831,TbAl2Ni,93.5
7832,Li8HfO6,102.833
7833,CeSiHRu,103.589
7834,SmInIr,110.478
7835,Mg(Co3P2)2,200.933
7836,Si2Mo,196.0
7837,ZrNiSn,95.4
7838,LiRhF6,26.44400000000001
7839,HfZnN2,192.533
7840,NaSi2N3,189.02200000000002
7841,Sm(SiPd)2,130.667
7842,BeTeW,155.556
7843,HfGa3,101.389
7844,BeCr2Pt,225.567
7845,GdTe,59.766999999999996
7846,Al3BN4,226.8
7847,Hg(CO2)2,65.767
7848,TmHg,76.4
7849,HgIBr,11.456
7850,Dy3In,53.233000000000004
7851,AlCuF5,113.689
7852,Sr(MnP)2,92.27799999999999
7853,YTiGe,88.044
7854,PrS,87.667
7855,BaYAgTe3,39.278
7856,ScSi,42.3
7857,CF4,9.4
7858,MgWO4,145.122
7859,MgVO2,76.756
7860,Cr2GeC,197.533
7861,Mg(AlH4)2,20.978
7862,Rb3MgH5,15.089
7863,HfSiRu2,227.9
7864,BaPaO3,119.56700000000001
7865,ZrNiSn,123.8
7866,UIN,45.65600000000001
7867,NpSb,59.0
7868,Sr3As2,31.333000000000002
7869,BaZnF4,62.321999999999996
7870,Sr2FeO4,119.07799999999999
7871,Li2PtF6,56.266999999999996
7872,TlNO2,25.855999999999998
7873,ErBi2IO4,79.711
7874,OsC4(ClO2)2,13.922
7875,DyMn2,144.13299999999995
7876,CrFe2Si,244.3
7877,TbO2,150.067
7878,BePCl,52.633
7879,K3AlF6,46.233000000000004
7880,VPd2,198.122
7881,Sc2AlIr,120.6
7882,Be2RhCl,95.37799999999999
7883,Ba2YbSbO6,116.867
7884,Hg2SeO4,41.31100000000001
7885,NdMnPO,107.022
7886,K2BeSe,19.156
7887,Ti2Rh,165.63299999999995
7888,U3Se4,74.633
7889,TmAs,83.633
7890,Be2CrRu,172.71099999999996
7891,UTeP,76.189
7892,Li3PrBi2,38.978
7893,CaBiClO2,53.4
7894,YbMnSi,77.289
7895,Zr3Ag,99.833
7896,Li2BeCl,24.156
7897,ErNiC2,174.68900000000005
7898,Th(CuSi)2,126.411
7899,LiFe2F7,37.489000000000004
7900,TmZr,67.844
7901,Sr4P2O,54.21100000000001
7902,Be5Pd,147.36700000000005
7903,PrCd2,56.0
7904,ZnNi3Sb2,99.956
7905,Li2BeCo,35.967
7906,Pr(FeGe)2,116.556
7907,Ti2BeFe,144.63299999999995
7908,Na3SbS4,25.666999999999998
7909,K3AlH6,25.233
7910,ZrFeP,196.65599999999998
7911,LiNbIr2,213.86700000000002
7912,TiPRu,217.167
7913,Li2PmSi,56.9
7914,MgBe2Tl,61.888999999999996
7915,RhCl3,31.366999999999997
7916,Mg2B2O5,132.356
7917,YbBi2ClO4,69.944
7918,Er2Mg,42.078
7919,NbS,178.34400000000005
7920,WS2,23.122
7921,K2BaBe,8.311
7922,TlCoMo2,182.333
7923,CeInPd,88.85600000000002
7924,Ba2ZnF6,66.789
7925,Lu2IrRh,143.067
7926,TmSnAu,87.633
7927,MnAsPd2,126.833
7928,NaLiTe,26.233
7929,K5As4,18.3
7930,KLi2Be,13.622
7931,NaAlAsO4F,102.23299999999999
7932,HoScO3,178.71099999999996
7933,U2Ga2O5,154.122
7934,ZrBeIr4,238.3
7935,TiBe2V,128.444
7936,BaB2F8,47.122
7937,MnCu2Sn,102.7
7938,K(CoSe)2,46.878
7939,Nd3AlN,33.6
7940,AlPS4,19.511
7941,DyGa2,81.822
7942,SmGaO3,196.267
7943,Cu2HgGeS4,69.211
7944,Y2Cr2C3,161.13299999999995
7945,Ag2H2IOF,33.478
7946,MgTiSiO5,141.244
7947,Al3V,113.93299999999999
7948,PaO,207.433
7949,SmTl,58.7
7950,LiAgF2,69.467
7951,NbNiB,239.58900000000003
7952,TaCo,230.567
7953,Sm2IrRh,118.3
7954,BeInRh2,131.711
7955,CaBePt,83.089
7956,CaBe3O4,145.178
7957,AgAsF6,31.333000000000002
7958,SmCoSi,88.478
7959,Ba2MoPb,25.933000000000003
7960,Ba4YTe,14.1
7961,Ca2BeBi,22.6
7962,Ca3Mg,21.4
7963,PrRh2,145.7
7964,SrFeO2,122.48899999999999
7965,CuH2SO5,48.244
7966,KSiH3,14.789000000000001
7967,NaPmHg2,48.7
7968,Li2UMo2,2.167
7969,Ti2Te2P,50.7
7970,Li6CrO4,88.256
7971,ZrP2(HO3)2,62.667
7972,VCoSb,146.7
7973,Yb(Al2Mo)2,118.956
7974,BeIr2Se,189.02200000000002
7975,GeF2,20.144000000000002
7976,Li3FeF6,61.144
7977,Ba2NaTa,15.033
7978,VNi3,214.86700000000002
7979,Rb3Al,6.4
7980,SnI4,7.367000000000001
7981,AgBiSe2,60.456
7982,Ca5Sb3,38.522
7983,Rb3Nb,6.5
7984,Ba2NaGa,17.067
7985,LiPN2,142.267
7986,InPO4,101.1
7987,LuAlGe,84.367
7988,WSe2,59.967
7989,AgSb2F2,21.789
7990,NaNdS2,55.18899999999999
7991,Mg2NF,114.522
7992,Be2SiMo,149.278
7993,NbCoSn,113.9
7994,BaH2,32.411
7995,KHS,17.756
7996,Sr3Yb,13.232999999999999
7997,TmSbPt,105.867
7998,Ca(WN)2,139.944
7999,MnRh2Pb,151.63299999999995
8000,Nd3Si2S8Br,56.15600000000001
8001,LiDySe2,46.4
8002,BeNb2Ir,197.5
8003,CrP,185.15599999999998
8004,KBaSi,17.067
8005,HoTiGe,92.4
8006,HfSiPd,169.967
8007,LiCu2Pd,2.556
8008,MgBiF6,29.689
8009,Ag3SI,50.867
8010,NdIn3,54.067
8011,K3MnO4,36.889
8012,Sr4ZrBe,14.6
8013,BeHgPd2,141.7
8014,Ni2Ge,172.1
8015,InBi2S4Cl,52.167
8016,CeNiSb2,77.289
8017,TiZnIr2,230.833
8018,NbAlFe2,211.533
8019,GeSe,58.533
8020,CaCuP,78.678
8021,Tm2CoRu,118.56700000000001
8022,Ti2ZnTc,160.7
8023,Be(CN)2,62.067
8024,Na2PdS2,44.478
8025,HfBrN,70.222
8026,Li3Co,31.666999999999998
8027,KAuS,21.378
8028,Al(IO3)3,46.21100000000001
8029,UGe3,107.73299999999999
8030,Mg(C2N3)2,37.089
8031,Tm2S3,80.933
8032,AlBMo,207.18900000000002
8033,ScBPd3,157.333
8034,LiCaMgSiN3,108.056
8035,CaAs3,46.489
8036,ZnMoF6,37.0
8037,CrAs,97.789
8038,KSr3,9.644
8039,Ba2YTi2TlO7,114.689
8040,Tm2O3,166.611
8041,PrAl3Ni2,106.544
8042,ThTaN3,249.533
8043,TiSiPd,145.8
8044,TiPbO3,183.5
8045,Bi2TeI,23.644000000000002
8046,Ce(SiRh)2,149.7
8047,Te3MoWSe,27.456
8048,NdSn2,57.489
8049,LiWO2,192.378
8050,K2O,20.756
8051,BeVFe,172.47799999999995
8052,SiGe,72.6
8053,Sr4As2O,51.011
8054,Mn2OF2,103.8
8055,Yb(HO)3,67.48899999999999
8056,V2ZnO5,78.633
8057,Al2Te5,20.721999999999998
8058,Tb(CoGe)2,129.489
8059,Na2BeIr,65.967
8060,ScSnPt,86.0
8061,TmTlO2,99.42200000000001
8062,PmCd3,60.167
8063,RbPbCl3,21.256
8064,Be2Ni2Ge,108.51100000000001
8065,Sc2ZnIr,122.5
8066,ZnH2SeO5,59.533
8067,Be2BiIr,125.7
8068,NaTl2RhF6,50.433
8069,NaLiICl,23.63300000000001
8070,Ba2Cd,16.511
8071,NiAsRh,162.567
8072,Sm(MnAl2)4,128.989
8073,SrHf2Mo,83.867
8074,Na2Se,25.666999999999998
8075,UO3,180.878
8076,NaBeCr2,111.344
8077,Pd2Cl2O,54.821999999999996
8078,CaBe2Cr,77.4
8079,K2PO4,39.211
8080,AgN3,48.856
8081,Ba2YTi,21.5
8082,DyIn,61.1
8083,RbYTe2,30.366999999999997
8084,Na2TlSb,26.733
8085,UPb,70.52199999999998
8086,AlOs,233.7
8087,Lu3AlN,104.06700000000001
8088,LiMoO2,174.91099999999997
8089,SbRh3,203.667
8090,Be2PbCl,39.589
8091,Li6V(OF)3,63.089
8092,SiPdO3,238.9
8093,PmInNi2,98.93299999999999
8094,LiBBr2,26.533
8095,Ca3CdO4,118.42200000000001
8096,TbB2,161.256
8097,Ca2Mn(PH2)2,75.956
8098,MgTiPO5,120.5
8099,UGaNi,128.033
8100,Be2CrCd,99.211
8101,Sr3GaN3,69.167
8102,Th(Al2Cr)4,124.344
8103,HfV2As,144.033
8104,LaMnSbO,73.033
8105,K2OsBr6,18.633
8106,BaCaTe,13.4
8107,Mo2Se3S,37.067
8108,CaTbF6,35.510999999999996
8109,KRb2FeF6,45.033
8110,C3NClO4,15.378
8111,TbAgSn,76.844
8112,AlVFeCo,207.733
8113,HoBi2ClO4,84.42200000000003
8114,VGeAs,83.1
8115,PbCO3,69.35600000000001
8116,Na2MgAlF7,68.789
8117,BaSe3,35.23300000000001
8118,HfAl,116.77799999999999
8119,SrSnP,43.633
8120,Ba4NaSn,11.967
8121,LiAuO2,76.667
8122,Sc2TlAg,78.3
8123,Rb3Y,6.067
8124,Be2CdOs,164.767
8125,K2Se3,19.933
8126,Y(SiIr)2,176.68900000000005
8127,KBeNi2,58.1
8128,Sm(PRu)2,152.511
8129,Ti4ZnS8,66.111
8130,RbMnP,10.844000000000001
8131,YCoC2,179.167
8132,BaGaCl2,33.122
8133,NaLi2N,59.8
8134,BeNiCl,44.044
8135,ZnSbF6,29.611
8136,TaBe2,167.5
8137,NaSbCl6,14.732999999999999
8138,PtI3,22.94400000000001
8139,ZnCu2SnSe4,58.056000000000004
8140,Ba2MgZr,18.933
8141,Ti2CoSe4,83.3
8142,TbTlS2,49.989
8143,BiB,72.967
8144,MgAuO2,144.722
8145,Na2H4Pd,23.44400000000001
8146,Li2MgCu2(Si2O)2,96.667
8147,Ag3Rh,124.2
8148,MgBeSe2,63.2
8149,H6PbCBr3N,21.389
8150,Ba2TiBr,16.667
8151,NaBe2Cl,28.956
8152,MgTi2O5,171.333
8153,BeIn4Re,69.533
8154,YAsRu,107.76700000000001
8155,Ba2YHf,25.166999999999998
8156,TbCu,74.133
8157,Na8NO3,46.0
8158,SrBe2Zn,49.1
8159,ZnSnO2,45.256
8160,TeO3,51.578
8161,Na2WO4,58.8
8162,BaSiTe2,39.5
8163,K2SmF5,40.933
8164,NbCoSb,155.7
8165,NaCSN,18.456
8166,Li2Co(NiO3)2,122.12200000000001
8167,GaN,214.233
8168,Ba4YCu,10.933
8169,Zr2BeCl,42.233000000000004
8170,ErHg,74.933
8171,Np(SiAu)2,116.92200000000001
8172,SmHoRh2,114.133
8173,LiScS2,60.244
8174,CoTe,112.92200000000001
8175,NaNiO2,131.122
8176,Ti3Ge,125.76700000000001
8177,Ba(CuSe)2,59.611000000000004
8178,SnC,123.833
8179,Be2SnP,75.35600000000002
8180,Rb4In2S5,21.555999999999997
8181,CeZn,60.766999999999996
8182,TiF2,116.867
8183,Li3Pt,48.989
8184,ErSiRu,139.589
8185,YbIn3,40.067
8186,Li2CdPb,33.533
8187,ZrNi2Sb,146.211
8188,BaSrNb,8.7
8189,Li2HfO3,138.567
8190,Sc2MnSn,88.4
8191,BaCd2Te,30.611
8192,HAuO2,66.64399999999999
8193,ZrB2,237.31099999999998
8194,BaH5ClO3,29.756
8195,ScBe2Cu,103.133
8196,NaMgAs,35.8
8197,TiCrO4,200.667
8198,BeFe4Si,146.967
8199,Ba3Nb2CoO9,142.9
8200,CaTlF3,50.266999999999996
8201,Rb2TeCl6,17.5
8202,KHS,17.644000000000005
8203,BeNi2Mo,203.18900000000002
8204,MnPd3,150.52200000000005
8205,Be2GePb,61.644
8206,TaO,243.167
8207,LuCo2,152.7
8208,U(SiRh)2,171.611
8209,SrGaSnH,43.744
8210,BeTlIn,40.867
8211,Be2TlFe,108.12200000000001
8212,YI3,12.578
8213,SrS,53.0
8214,Nb2Al,160.54399999999995
8215,HfSiMo,187.467
8216,CoPt3,235.13299999999998
8217,BaHgSb,22.866999999999997
8218,InPF3,33.5
8219,BeCrIr2,241.18900000000002
8220,Sc2CdAg,78.167
8221,NiMoP2,182.18900000000002
8222,NaZrBe,42.8
8223,Ni3Sb,163.233
8224,Li2MnF6,48.122
8225,PrErMg2,40.8
8226,HfVGe,156.678
8227,Ca(MnGe)2,83.87799999999999
8228,Ba(PRh)2,88.956
8229,P3Ru,154.622
8230,RbLiS,28.767
8231,CIN,17.1
8232,BaHgO2,56.178000000000004
8233,Ta2Ni,218.15599999999998
8234,HoAs,83.633
8235,ScMnBe,68.344
8236,SrSiO3,80.622
8237,ScAs,87.96700000000001
8238,ZnAsAu,88.8
8239,CaTiBe,56.422
8240,CeSiRu,99.48899999999999
8241,ZnSnF6,37.844
8242,In2HgSe4,30.555999999999997
8243,Ti2MnIn,135.233
8244,BaSc2Be,36.644
8245,Pr3Tl,45.367
8246,LiSm2Ru,72.167
8247,BHC4NClF4,16.5
8248,Ca(AsO3)2,134.533
8249,MgPd5,147.989
8250,BaCaCl,10.5
8251,FeI2,21.767
8252,KBaCl,6.0329999999999995
8253,Ca3(FeN2)2,84.189
8254,Ca(GaO2)2,175.36700000000005
8255,LuNi2Sn,121.7
8256,BeP2Ir,158.467
8257,K2BaTi,6.856
8258,YBe2Ir,114.51100000000001
8259,Np(SiRh)2,147.278
8260,Ga2TeS2,30.178
8261,Yb(ZnP)2,73.544
8262,TiBeV,135.467
8263,Na2P2PbO7,45.388999999999996
8264,Y2NCl3,40.778
8265,DyPt3,180.36700000000002
8266,HoP5,71.64399999999998
8267,MnBeNi,189.3
8268,CaP,55.821999999999996
8269,NaBeSn2,41.0
8270,BeVSb,80.5
8271,CeMg2Ag,50.633
8272,ZnSnF4,52.7
8273,RuF3,61.433
8274,Pd(SeBr3)2,14.655999999999999
8275,UV2O6,199.91099999999997
8276,LiYGe,62.367
8277,Rb2O,28.0
8278,SmS,59.888999999999996
8279,NdSBr,45.4
8280,Pm2InAg,60.033
8281,FeSb,122.867
8282,YNi,83.76700000000002
8283,BaScIr,50.067
8284,BeInCl,30.878
8285,ZnCu3H6(ClO3)2,51.611000000000004
8286,TcAgO4,50.078
8287,SmZnAu2,89.8
8288,LiGaSi,57.467
8289,BaPd2,79.267
8290,Li4V2SiGe,109.456
8291,YbPrCd2,45.967
8292,NdB2Rh3,205.544
8293,YLuZn2,67.0
8294,TbGa2,81.189
8295,CaPd3O4,173.067
8296,ScInNi2,123.133
8297,ZnPdF6,51.15600000000001
8298,Be2CdIr,158.333
8299,KSc(MoO4)2,43.522
8300,AlGa3N4,184.0
8301,Mo2AsPd,184.3
8302,DyBi2BrO4,81.47800000000002
8303,YBiPd2,99.8
8304,Sr4TiBe,12.267000000000001
8305,Na2Ti2O5,79.98899999999998
8306,Al2Cu,85.26700000000002
8307,LiPaRu2,151.1
8308,HoAgTe2,45.633
8309,Sb7Mo3,106.43299999999999
8310,Be2OsCl,109.57799999999999
8311,Y2BeGa,57.022
8312,NaPrHg2,47.133
8313,MgSbPd2,107.2
8314,BaSi2Br,37.856
8315,XeIF7,17.233
8316,Sm2MgGe2,71.933
8317,TaBeTe,42.378
8318,ScTlO2,107.411
8319,VSnPt,140.233
8320,AgC,137.86700000000002
8321,Ba4PbCl,13.6
8322,Ba(AsPd)2,70.14399999999999
8323,TiBeCl2,62.022
8324,NdH2ClO2,63.233000000000004
8325,Li2FeS2,61.978
8326,Cd(AsO3)2,149.578
8327,CaSc2Be,44.333
8328,TaTl3Se4,23.733
