,pretty_comp,formation_energy_peratom
20510,Ba4TaSe,0.7753800000000001
20511,RbNiF3,-2.2999400000000003
20512,Pr3Er,0.00831
20513,ZrS,-1.5892600000000001
20514,AcAl3,-0.41839
20515,SrBr3,-1.42691
20516,ZrHg,-0.06404
20517,NaSb3O8,-1.54813
20518,HgBr,-0.26713000000000003
20519,RbSnS2,-0.8126399999999999
20520,Tb4Se3N2,-1.94019
20521,LiAuS,-0.7924899999999999
20522,TbAg2,-0.3558
20523,CoTc3,-0.07222999999999999
20524,NaMoO2,-1.86818
20525,Rb3Na(RuO4)2,-1.49278
20526,MgBeTc2,0.02106
20527,Ba2TbIrO6,-2.58746
20528,KBaMn,1.02381
20529,TiFe2Sb,-0.23465
20530,Tl3F,-0.6398199999999999
20531,MgMn(GeO3)2,-1.9751400000000001
20532,Rb2Hg2PdBr8,-0.84186
20533,Zn(InS2)2,-0.6310100000000001
20534,LaAu3,-0.74643
20535,ThTeO,-2.80123
20536,Al2NiRu,-0.68276
20537,LiTiBe2,0.11455
20538,BaBrF,-3.2857
20539,Ca2TlCd,-0.48489
20540,Ho2NiAs2,-1.2664
20541,ScB2Ir3,-0.58432
20542,TmGe2,-0.60788
20543,FeTc2Cl,0.74255
20544,HoInPd,-0.8307200000000001
20545,TmZrRu2,-0.6086199999999999
20546,Ba2LuNbO6,-3.36366
20547,InSnCl3,-0.95314
20548,NaH,-0.30057
20549,YbNdO2,-3.22909
20550,Pd3Au,-0.0524
20551,U(SiIr)2,-0.73626
20552,NaCrSe2,-0.8366
20553,DyS2,-1.85978
20554,PrOs2,-0.11431
20555,CePt3,-0.99995
20556,KBa2Pd,-0.03782
20557,ZrSbRu2,0.57703
20558,NaNdS2,-1.9396400000000005
20559,SrTa2Be,0.86795
20560,U3O5,-3.23352
20561,Li5Mn5(NiO)2,-1.78682
20562,CaAcZn2,-0.3465
20563,YHO2,-2.71476
20564,AgCN,0.44743
20565,VCuO4,-1.59764
20566,SnC,0.7856
20567,K4Al3Si3ClO2,-2.88621
20568,LiSbTe3O2,-1.14893
20569,Zn3B,0.63076
20570,CuSe2Cl,-0.28854
20571,Ca3PCl3,-2.16317
20572,BeCdMo2,0.29435
20573,BeGeW2,-0.10815
20574,ErFeC2,-0.37906
20575,K3BS3,-1.18839
20576,Na2CoS2,-0.8316899999999999
20577,MnBeCl,0.14485
20578,ScCdAg2,-0.26625
20579,SrBe2Tc,0.49991
20580,BaPr2PdO5,-2.81659
20581,ZnCu(GeO3)2,-1.44543
20582,SmInO3,-2.69427
20583,Li(FeP)2,-0.6288699999999999
20584,YBe2Cr,0.61535
20585,NdB2H,-3.13065
20586,PrGe,-0.84919
20587,Sb3Pb,0.19799
20588,Si3Ge,0.6643100000000001
20589,Pm2SiPd,-0.6726800000000001
20590,Na5MnO4,-1.61084
20591,YBeNb4,0.47458
20592,Hf2Ag3F4,-2.6334400000000002
20593,Ba6Ru2Pt(ClO)2,-2.17652
20594,RbSm2CuS4,-1.78607
20595,Rb2PtS2,-1.05431
20596,Mg2Ni3P,-0.49153
20597,BeReBr2,1.35369
20598,TmAl2Ni,-0.6802699999999999
20599,BaS,-2.275
20600,Ba2SnPb,-0.58678
20601,K6Ge2O7,-1.88263
20602,Mn3Fe,0.06409
20603,Al2OsPd,-0.34824
20604,SbRhO4,-1.22892
20605,K2Sr(Nb3Cl4)2,-1.60106
20606,Ba4YRu,1.0505799999999998
20607,MnAsIr2,0.30996
20608,BeHg2Mo,0.9011899999999999
20609,RbAuSe,-0.78399
20610,PrCoC2,-0.33053
20611,BeVOs2,-0.2674
20612,GaAgTe2,-0.23903
20613,Sr6GaN5,-0.79484
20614,LuInPt,-1.01482
20615,NaCr4O8,-2.11013
20616,SrS,-2.08663
20617,Y(CuSi)2,-0.5655100000000001
20618,AsPd2W,-0.02537
20619,Ca(AlCl4)2,-1.8527799999999999
20620,K2Se,-1.20708
20621,V5P3N,-0.8429700000000001
20622,CrBiO3,-1.73944
20623,NaCeSe2,-1.69547
20624,Li2Mn3OF6,-2.40002
20625,AgBi(PSe3)2,-0.16487000000000002
20626,Ta3Ru,-0.21544
20627,Te2Mo3S4,-0.62149
20628,TlNi,0.20965
20629,Li2Si3NiO8,-2.40984
20630,SrBeSb,-0.034960000000000005
20631,DyIr3,-0.5119
20632,CoSe2O5,-0.7359600000000001
20633,Hg3Rh,0.4222
20634,PdSeO3,-0.66751
20635,Sr5Al9,-0.35254
20636,BaCaTi4,0.58435
20637,CuAgS,-0.13545
20638,BeCr2Re,0.15075
20639,Ba2HgBi,-0.71901
20640,TaNi3,-0.37535
20641,Zr2CS,-1.49204
20642,Tm3Mg,0.0141
20643,BeTlRe4,0.9042
20644,Ce2In8Co,-0.3124
20645,Si3Mo,0.39802
20646,SmHoIr2,-0.8597799999999999
20647,Li2BeW,0.39262
20648,SrS,-2.36365
20649,TlAgF3,-1.55609
20650,BaYSc2,0.32014000000000004
20651,LiFeS2,-0.8391799999999999
20652,Li2MgHg,-0.21906
20653,TaSiRh,-0.74224
20654,ScHg3,-0.056010000000000004
20655,Sn2Rh,-0.35181
20656,Ba5Al5Sn,-0.44556
20657,Sc2SO2,-3.27662
20658,ZrTiF6,-3.52989
20659,Ce4DyO9,-3.69511
20660,Be2SiW,-0.31539
20661,Li6Mn5SbO2,-1.85769
20662,NdMnPO,-1.9715099999999999
20663,Ba4Fe2S4I5,-1.59165
20664,NdMnSbO,-1.61761
20665,Ba4VFe,1.65317
20666,Ca2BeTl,-0.05837000000000001
20667,CoI2,0.01733
20668,Be2FeBr,0.33808
20669,RhN3,0.60515
20670,HfRu3,-0.21846
20671,ZrP,-1.45075
20672,KMgF3,-3.53398
20673,LuNiPb,-0.43348000000000003
20674,YbB2Ru3,-0.36265
20675,Ho2AlZn,-0.4103100000000001
20676,Sm3Si2Ni,-0.6865600000000001
20677,GaCo2Ni,-0.08941
20678,K2Fe(CO)4,-1.02117
20679,DyNi2,-0.50563
20680,CaReN3,-0.66928
20681,PmSnPd2,-0.80816
20682,HfCuSi,-0.54604
20683,ErHO2,-2.84924
20684,V2Se9,-0.38903000000000004
20685,Sr4Li(BN2)3,-1.30205
20686,Sc2GaOs,-0.6039399999999999
20687,V2CrRu,-0.24376
20688,Ba4TlV,0.96394
20689,FeAu3,0.16809000000000002
20690,TbCu5,-0.21385
20691,ZnWF6,-2.48348
20692,Ba4GaTe,0.03292
20693,ZrBeGe,0.21086
20694,BeSbTe,0.1655
20695,ScGeRh2,-0.82778
20696,Lu3TlC,-0.57892
20697,HoAl2Ni,-0.67652
20698,Be2CrIr,-0.1472
20699,YBePb4,0.4398
20700,BeVNi4,0.03572
20701,Te2Mo3W(Se2S)2,-0.52222
20702,Rb2TbF6,-3.26115
20703,Hf5Al3,-0.28199
20704,NaH2AuC4(S2O)2,-0.71559
20705,MnBeIr2,-0.17902
20706,GeBr2,-1.51054
20707,Hg3(SF)2,-0.6924100000000001
20708,BH4NF4,-1.7874599999999998
20709,YMnGe,-0.48268
20710,TlBSe3,-0.22901999999999997
20711,LiLu3,0.17914000000000002
20712,CdHg2SO6,-0.97251
20713,Ba3Sn5,-0.69262
20714,Ba2LiBi,-0.56152
20715,Li2AgAu,-0.44875
20716,ReAsPd2,0.18971
20717,Li5CrO5,-2.11695
20718,YCl,-1.53641
20719,PuRh2,-0.16857
20720,Dy(NiGe)2,-0.68748
20721,TbZnSn,-0.62432
20722,Li3TiV3O8,-2.54461
20723,Al(NiO2)2,-1.6670599999999998
20724,Ba4FeSe,0.72255
20725,SmBRh3,-0.7429600000000001
20726,LaRh3,-0.37968
20727,PrAu2,-0.8194299999999999
20728,Dy(SiPt)2,-0.96529
20729,Be2CdRe,0.36723
20730,U2AuF,-3.09175
20731,Be2CdSi,0.55165
20732,ZrBeTe,0.15325999999999998
20733,YbBiPd,-0.8116
20734,ScAu3,-0.63431
20735,Ba3SbP,-0.30756999999999995
20736,RbGaCl4,-1.53578
20737,SrBe2Hg,0.44509
20738,Be2CuNi,-0.14261
20739,Ta2VZn2O8,-2.43014
20740,ZrTiTe4,-0.80493
20741,Li4Si2NiO7,-2.38053
20742,Li7Co5O2,-1.6510900000000002
20743,NbF4,-2.96908
20744,MnZn(SiO3)2,-2.34733
20745,Na3InCl6,-1.6114
20746,CaV3(PO)4,-2.3561
20747,Na3CuCSO7,-1.60887
20748,LiO3,-0.73879
20749,SiPd2,-0.16873
20750,LiGaSiO4,-2.52272
20751,DyAlAg2,-0.36134
20752,Y2CuRu,-0.39948
20753,BeHgW2,0.24919
20754,BaAuO2,-1.6316
20755,BaZr2Pd,0.25918
20756,ErRu2,-0.3873
20757,Ba2CePtO6,-2.6215599999999997
20758,Ba4MgZr,0.75237
20759,Ba3As2,-0.6947800000000001
20760,LiPm2Ru,-0.20233
20761,BaMgZr2,0.44001999999999997
20762,RbAuC2,0.12847
20763,K3AlTe3,-1.0222
20764,BeRu2Pb,0.31597
20765,RbYbO3,-1.43815
20766,B2S3,-0.40475
20767,Ho2Cr2C3,-0.41185
20768,Ti2CrTe4,-0.54165
20769,NaI,-1.20718
20770,K2Sn2O3,-1.6100700000000001
20771,Zn(SnO2)2,-1.24013
20772,Tm(SiOs)2,-0.67711
20773,Lu2Fe2Si2C,-0.7248600000000001
20774,SiAsPd2,0.10463
20775,BaCu2Cl,-0.4669100000000001
20776,KO2,-0.94335
20777,Na2SO4,-0.33964
20778,BaYPt2,-0.82737
20779,Sm3Er,0.00959
20780,ScInNi2,-0.47917
20781,Li2Ti3FeO8,-2.75145
20782,PmAg2Sn,-0.40214
20783,SmFeB4,-0.5454399999999999
20784,UInAu2,-0.27005
20785,Tm3Pb,-0.25788
20786,CaMnSn,-0.23931999999999998
20787,InBO3,-2.20675
20788,CrWO6,-1.8213700000000002
20789,BaEr2CoO5,-2.9902599999999997
20790,YbMgSi,-0.50279
20791,LiV5O7F,-2.3971
20792,NaLuS2,-2.0160299999999998
20793,In5B4Ir9,-0.19699
20794,LiHfHg2,0.53593
20795,GaCuI4,-0.39281
20796,BaPrO3,-2.70428
20797,BaOsPd2,0.33311
20798,Be2SbIr,0.24815
20799,PmInPt2,-0.86823
20800,HfBeBi,0.49126
20801,Dy2RuRh,-0.67972
20802,VS4,-0.60948
20803,Hg3Au,0.31804
20804,CuSn,-0.022180000000000002
20805,YbO,-3.6137699999999997
20806,CeCo5,-0.12832000000000002
20807,SnN,0.38816
20808,K4CdP2,-0.44555
20809,Na2InPCO7,-2.00393
20810,H3Pb,0.77769
20811,SrSm2O4,-3.44665
20812,PmMg,-0.10153
20813,Li2LaSn,-0.5095
20814,Sm2Ru2O7,-2.34711
20815,BaSnPb2,-0.30334
20816,Ba2TaBi,0.44038
20817,Rb3Si,0.24994
20818,Al6C3N2,-0.27412
20819,Sb4Cl2O5,-1.36022
20820,BeIn2Ge,0.49153
20821,Be2ReIr,-0.22816
20822,Ca4Mg3H4,-0.51583
20823,CaCuAs,-0.88164
20824,Ba2Nb5O9,-2.71922
20825,TaAsW,0.51057
20826,SmAg3,-0.23672
20827,Ti3Al2NiN,-0.99875
20828,LuCuSe2,-1.22722
20829,NaPrAu2,-0.67255
20830,SnTe3O8,-1.28926
20831,Zr2AlN,-1.19929
20832,Tm2MgOs,-0.27226
20833,NpRh3,-0.49013
20834,Cr5Si3,-0.22026
20835,Li8NbS6,-1.35095
20836,Tc3Rh,-0.16272
20837,Li2TlBi,-0.40409
20838,Ca4TaBe,1.1538700000000002
20839,Cu3BiSe2IO8,-0.83825
20840,Ba(PPd)2,-0.8084100000000001
20841,BeCuP2,0.28847
20842,BaSn2Sb,-0.36284
20843,Li3ClO,-1.99233
20844,MoC,-0.1697
20845,BaHBr,-1.5578100000000001
20846,Sc2TlC,-0.59372
20847,Mo(WS3)2,-0.8913399999999999
20848,ThRu3C,-0.30401999999999996
20849,TmTlSe2,-1.43024
20850,ZrBe2Nb,-0.00206
20851,MnAlPt2,-0.64593
20852,Fe2AsCl,0.7259
20853,Ba4ZnSi,0.53232
20854,Ba3PN,-0.73869
20855,YbCl2,-2.59579
20856,FeCuS2,-0.26124
20857,Li8MnO5F,-2.16408
20858,Lu2TlCd,-0.29754
20859,LiHS,-0.84129
20860,Ca3SnN,0.66769
20861,Rb3SbSe4,-0.9195
20862,Be2CuP,0.21878000000000009
20863,BeV2Pb,0.29906
20864,MgBe2Tl,0.5807
20865,BaSbBr,-0.79504
20866,Li2Pt,-0.6057600000000001
20867,Ba3(AlSi)2,-0.4564
20868,LiLuF4,-3.99954
20869,La(HO)3,-2.04006
20870,Ba2AlCo3O8,-1.8304900000000002
20871,CrO,-1.43944
20872,ScTlO2,-2.55346
20873,Co3Bi,0.44331
20874,CuAsW2,0.33282
20875,NaBe2Bi,0.63859
20876,Na3CoO3,-1.37992
20877,Li2DyTl,-0.24069
20878,CaMg2Ni9,-0.22525
20879,BaHgS2,-1.20499
20880,Rb3TlO3,-1.25842
20881,UV2,0.39309
20882,PrB2Rh3,-0.63836
20883,Dy2ZnIn,-0.42686
20884,Th(CrB3)2,-0.57697
20885,Al2CdS4,-1.08924
20886,Co(TePd)2,-0.24637
20887,BHC4NClF4,-0.82245
20888,NbZnCo2,-0.18512
20889,TaBe2Se,0.14743
20890,MgCo3C,-0.09973
20891,Li2AlBO4,-2.76991
20892,Ga2RuPt,-0.37569
20893,Ca(BiO2)4,-1.31602
20894,KAlH6(OF3)2,-2.1474
20895,Ca6MnN5,-1.07291
20896,Li2Mn4O5F3,-2.1312
20897,Ti(VTe2)2,-0.43453
20898,BaNa2Tl,-0.15877
20899,DySi2,-0.48353
20900,V2TcRu,-0.30471
20901,PaAlCu2,-0.1773
20902,NdSi2,-0.22266999999999998
20903,HfScIr2,-1.05985
20904,LaCoTe,-0.7571399999999999
20905,Y3I7O,-1.78885
20906,Se2NCl3,0.04384
20907,BaMoBr2,-0.21952
20908,KBiF4,-2.70097
20909,CuNi3O4,-0.66708
20910,KSi,1.02161
20911,SrAsPt,-1.0607799999999998
20912,Sr(AsPd)2,-0.76928
20913,BeTeIr4,0.6963
20914,SmPbAu,-0.56867
20915,BeRhCl2,0.27219
20916,Zn(CoS2)2,-0.59214
20917,P4Se5,-0.01919
20918,ZrPtPb,-0.16787
20919,CaZrO3,-3.5902300000000005
20920,Ni3Se4,-0.28767
20921,TiBe2Pb,0.3648
20922,TiBeSi,0.18806
20923,PuB4,-0.31683
20924,PbCN2,0.04996
20925,TaNiB,-0.59159
20926,Ba4RePb,1.0832
20927,Tm2TeO2,-3.09469
20928,Nb3Sn,-0.14352
20929,CaWN3,-0.8972100000000001
20930,MnRu3,0.00267
20931,Ca3MnCoO6,-2.50207
20932,PrInRh,-0.7158899999999999
20933,PuGe2,-0.42935
20934,BaCrIn,0.8958
20935,MoCl2,-0.96021
20936,CaCl2,-2.50051
20937,Ba2Cd,-0.28169
20938,LiBe2Au,-0.22368000000000002
20939,K2Th(CuS2)2,-1.35532
20940,AcGa3,-0.54806
20941,BeGeIr,-0.00614
20942,Sr2BeOs,0.20304
20943,NaBeBr2,-0.31477
20944,ZrB2,-1.0084899999999999
20945,Ba2CuBrO2,-2.19751
20946,AgHgO2,-0.19778
20947,Ca(NiS2)2,-0.64386
20948,LaBeOs2,0.6138100000000001
20949,CrSb2,0.12916
20950,Nd5Ge3,-0.46367
20951,Lu5(TeAu)2,-1.00996
20952,HfZn3,-0.2016
20953,Al2CdTe4,-0.49783
20954,VGaCo2,-0.29291
20955,Th3Au,-0.15506
20956,Mn2SiRu,-0.28167
20957,NaMn4Be,0.65863
20958,LiSiBiO4,-2.192
20959,MnCuO2,-1.32722
20960,GaBr3,-0.7935399999999999
20961,BeOsBr4,1.83234
20962,Mg2AgIr,-0.3622
20963,LiVCr(PO)4,-2.29482
20964,Ca2FeP2(H4O)2,-1.86259
20965,HoFe5,-0.09379
20966,Na2CS3,-0.57192
20967,Hf3Te2,-0.5896399999999999
20968,LiCaAlF6,-3.7895
20969,NaMnCrF6,-2.72865
20970,NaCd2Pt,-0.30391
20971,Ga2CoRu,-0.25171
20972,ScSi2Rh,-0.8524799999999999
20973,SmTmRu2,-0.33786
20974,Tb5BiAu2,-0.34523000000000004
20975,Ba2SbBr,-1.56827
20976,Be2Ni2Ge,0.11263
20977,Li3Co,0.29635
20978,SiP2,-0.10563
20979,Be2CrPb,0.54481
20980,Be2InNi,0.08231000000000001
20981,KBaTl2,-0.26533
20982,Be2NbCo,-0.16605
20983,Yb(Al2Mo)2,-0.30134
20984,Mn3SbO8,-1.60163
20985,Sr3Lu,0.22365
20986,Rb2TaCuS4,-1.21032
20987,NdCd2,-0.37596
20988,DyAgGe,-0.43193000000000004
20989,LiSbAu,-0.3175
20990,PrMgAu2,-0.77232
20991,Nd(SiRu)2,-0.82457
20992,SmBiAu2,-0.64976
20993,PrErIn2,-0.47213
20994,SmCl2,-2.00418
20995,Sm3InC,1.55503
20996,Ca3N2,-0.4990600000000001
20997,CaNi2O5,-1.11359
20998,SCl2,-0.11018
20999,ThTl3,-0.17273
21000,LiMnPO4,-2.1076
21001,Ba4HfGa,0.8072
21002,Ca2Mn(PH2)2,-2.19239
21003,NaMnPO4,-2.15654
21004,PIr2,-0.31425
21005,Mg(MnS2)4,-0.7367100000000001
21006,MgCuSn,-0.21022
21007,Tm(SiPt)2,-0.9341
21008,RbBe2BO3F2,-3.03788
21009,SbPt7,-0.08259
21010,Zr2Ga3,-0.59267
21011,YbSnRh2,-0.79714
21012,Be2SnHg,0.71975
21013,Ca2Mn3O8,-2.39363
21014,Li4Ga3Si3BrO2,-2.44608
21015,TbSiPt,-1.16748
21016,Li5Si2BiO8,-2.38484
21017,LaGaO3,-2.91348
21018,PrZnSn,-0.67171
21019,CrIrRu,0.63552
21020,SrLi3MnN3,-0.79203
21021,Re2W3C,-0.24926
21022,ZnSnSb2,-0.052579999999999995
21023,MgInPd2,-0.65813
21024,Li2SnBi,-0.01111
21025,HoAl4Ni,-0.57914
21026,KZrF5,-3.73417
21027,MgMnF6,-2.9369
21028,ZnSnF6,-2.51356
21029,CdSb6(S2I)4,-0.3867
21030,Sb2S2O,-0.70285
21031,LiMnNbO4,-2.11377
21032,Ba2Sc2O5,-3.36517
21033,H2OsN5Cl3O,-0.4825100000000001
21034,Li3FeP2HO8,-2.11934
21035,BeCr4In,0.49447
21036,CeMnSi2,-0.5478
21037,U(CoP)2,-0.8086899999999999
21038,SmFe2,0.24547
21039,YbTlSe2,-1.1419
21040,Fe5Si3,-0.25262
21041,In3Ni2,-0.1488
21042,BaLiCl,-0.74466
21043,Ta2CrNO5,-2.32723
21044,TaBeCl,-0.01957
21045,CuNiSb2,-0.12032999999999999
21046,LaYbAg2,-0.43612
21047,H3C4NF2,-0.44172
21048,ScBeSe2,-0.59451
21049,H(WO3)2,-1.8181599999999998
21050,HfBePd,-0.38136
21051,TiMo,0.65266
21052,CaBePt,-0.78742
21053,Li3Si2(NiO4)2,-2.04915
21054,LiBeZn2,0.04159
21055,LiSnCl3,-1.38586
21056,Ba2SnSe,-0.99634
21057,K6MgO4,-1.5967200000000001
21058,NbCd3,0.12162
21059,Ba3MgTa2O9,-3.27737
21060,SnI2,-0.48255
21061,BaAg2GeS4,-0.8522200000000001
21062,PmTl3,-0.30574
21063,V2OF5,-2.90973
21064,SrBeTc2,0.74879
21065,Be2FeW,-0.20004
21066,Ca(MnP)2,-0.71521
21067,AcN,-1.2558
21068,CeTh3O8,-4.04805
21069,SrIn2,-0.5200199999999999
21070,Ca(NdTe2)2,-1.55978
21071,LiZn2Cu,0.97083
21072,CuSe2Br,-0.20258
21073,La(SiRh)2,-1.0236299999999998
21074,La3Te4,-1.66465
21075,HfBeRe2,-0.11721
21076,PrCo4B,-0.21689
21077,Be2TcBi,0.31276
21078,BeCr2Cu,0.12286
21079,LiFe(CO3)2,-1.47123
21080,Be2ZnCu,0.02704
21081,NpFe3,-0.01183
21082,KC4N3,0.06501
21083,RuC4(O2F3)2,-1.3026
21084,TiGaNi,-0.54771
21085,BeRuPb2,0.73515
21086,Si2AsP,0.68403
21087,CeC2,-0.28246
21088,CuAu,-0.05108
21089,LuSeClO3,-2.16362
21090,Li2NbF6,-3.11482
21091,KAuC2,0.12180999999999999
21092,Si3PH9,-0.015309999999999999
21093,TiBePt2,-0.68479
21094,RbPbIO6,-0.8410299999999999
21095,BeReNi,0.0789
21096,K2NaAg3(CN)6,-0.06234
21097,KZrSnF7,-3.3340300000000003
21098,MoPt2Br,0.48804
21099,VCuO3,-1.83108
21100,NiF3,-1.68481
21101,BeZnCr2,0.23881
21102,PrCl3,-2.42517
21103,LiZn2Rh,-0.43087
21104,CeSi2Pt,-0.9263299999999999
21105,RbTa(GeO3)3,-2.14065
21106,CdBiClO2,-1.30322
21107,Tm(CrSi)2,-0.38162
21108,Ni(AgO)2,-0.53467
21109,Ti2NiP2,-2.47102
21110,SrNbO3,-3.01111
21111,Hf2IrOs,0.33397
21112,SbN9,0.58814
21113,HfMgIr2,-0.90961
21114,BeTcSn2,0.51132
21115,Rb3GePSe7,-0.70681
21116,TaTl3S4,-0.7643
21117,NaAlPO4F,-2.87103
21118,Ti2TcOs,-0.66387
21119,DyCo3B2,-0.5199699999999999
21120,Mg3Cu,0.0197
21121,NaCaAs,-0.95295
21122,SiPt,-0.58431
21123,NbCl4,-1.30806
21124,NbZnRh2,-0.45711999999999997
21125,Li2BeCl,-0.39575
21126,Ca(InTe2)2,-0.63881
21127,InHO2,-1.46629
21128,BaZr4Nb,0.65876
21129,Cu8O,-0.06343
21130,K2Li3GaO4,-1.99079
21131,K3Sr,0.10259
21132,TiBe2Rh,0.26505
21133,TaAsIr2,0.03898
21134,TmMnRh2,-0.5393100000000001
21135,Ca2AlSbO5,-2.6734400000000003
21136,Sr2FeMoO6,-2.5343
21137,AlPd,-0.85016
21138,Li3YBi2,-0.72682
21139,Al4Bi2O9,-2.68235
21140,KIn(GeO3)2,-1.8396
21141,BaRuO3,-1.97765
21142,Li3Ti4O8,-2.8479
21143,V(CrS2)2,-0.8516799999999999
21144,Np(CrSi)2,-0.03415
21145,UAl4Co,-0.3327
21146,CaReBi,0.65641
21147,MgTe2,-0.6361600000000001
21148,TlF,-1.8043099999999999
21149,TbB2Rh2C,-0.63189
21150,Sr2SnS4,-1.53996
21151,LiSnIr2,-0.2872
21152,Ba(ZnP)2,-0.71449
21153,LuB2,-0.73188
21154,YCrO4,-2.83807
21155,Y2Cr2C3,-0.41799
21156,NdPbAu,-0.59145
21157,Ba3Cu2(ClO2)2,-2.07297
21158,BaSi2Br,-0.17909
21159,CaMnGe,-0.36286
21160,SnAu5,-0.035460000000000005
21161,FeNiGe,-0.04226
21162,SmMnSi,-0.4749
21163,Sc2Ge2O7,-2.72154
21164,PuCo2,-0.06171
21165,ErMnSi,-0.48553
21166,ZnNiPd2,2.1385400000000003
21167,Tl4V2O7,-1.83774
21168,HoRh2,-0.7934100000000001
21169,MgSc2Cd,-0.17866
21170,Ba3Ti3O8,-3.1863900000000003
21171,NbGaFe2,-0.27782
21172,GaSiAs,0.4618
21173,YBeZn,0.01511
21174,YbTlPd2,-0.66457
21175,ErNbO4,-3.34895
21176,Ta2NbOs,-0.32728
21177,Be2Fe,-0.26897
21178,MgWO4,-2.65567
21179,CoH4(BrO)2,-0.7478
21180,Te9Mo8S7,-0.52455
21181,Sr3Ga3N5,-0.7438600000000001
21182,Mg(MnN)2,-0.01754
21183,BeTl2Se,0.008579999999999999
21184,SrPt3O4,-1.23469
21185,CaBe2Cl,-0.27581999999999995
21186,Mn2ZnO4,-1.64516
21187,Zr6Al2Fe,-0.32777
21188,Hf2ReTc,-0.43168
21189,NaAu(SO4)2,-1.23181
21190,Tm(CuO2)2,-1.90124
21191,BeTcIr2,-0.07662999999999999
21192,PrAl3(B2O)2,-3.0527599999999997
21193,YBe2Pb,0.17509
21194,SrIn2Pt,-0.71395
21195,Ba2Fe2S2OF2,-2.16174
21196,H6RhN5(Cl2O)3,-0.56438
21197,NbCo,-0.01425
21198,HgTe,0.06106
21199,KAs4ClO6,-1.41116
21200,Tm4B6O5,-3.05268
21201,DySe,-1.8121900000000002
21202,Ba4CuMo,1.23259
21203,Sr(AlPb)2,-0.12939
21204,Tb3CuGeSe7,-1.33128
21205,TmAgPb,-0.34139
21206,RbU2SbS8,-1.05982
21207,DyGaO3,-2.94765
21208,Ba2SrCo,0.58633
21209,BaMgV4O8,-2.48909
21210,Li2CeN2,-1.14088
21211,LiAsF6,-2.43571
21212,TaBe2V,0.06555
21213,LiAlPd2,-0.82536
21214,FeHO2,-0.78473
21215,Li3BiO4,-1.70595
21216,Te6Mo2W,-0.14459
21217,NdAgHg2,-0.26706
21218,Pr2MgTl,-0.26834
21219,Li3Nb,0.688
21220,US3,-1.22419
21221,CaTcN3,-0.56823
21222,RbB,1.96749
21223,Y2ZnSe4,-1.58485
21224,Li2AgSb,-0.46811
21225,Sr2YTlNi2O7,-2.14512
21226,Ba2DyNbO6,-3.3101300000000005
21227,CdAsPt5,-0.21553000000000005
21228,FeP2O7,-1.8541
21229,HoCd,-0.34236
21230,K3Sm,0.5302
21231,BaNbCl,0.63192
21232,Ca4SnS6,-1.68088
21233,Ho2CuRu,-0.42488
21234,Zn(SnO2)4,-1.595
21235,Hf3(Cu2Ge)2,-0.42058999999999996
21236,BaLiIn,0.21353000000000005
21237,MnSnF6,-2.25009
21238,ErBi2BrO4,-2.18197
21239,MgTlF3,-3.02441
21240,CoS,-0.36014
21241,PrSi,-0.72614
21242,Li2CaGeO4,-2.45591
21243,MnSiNi,-0.16308
21244,BeSn2Hg,0.54
21245,CaPb3,-0.36675
21246,LiMgSb,-0.44361999999999996
21247,TaZn2SbO6,-1.9093799999999999
21248,TiSe2,-1.16276
21249,Lu2ZnOs,-0.46272
21250,Sm3Hf,0.15609
21251,NaInHg2,-0.09123
21252,Ba4MgCo,0.91265
21253,TiS2,-0.09687
21254,Li2InGa,-0.20384000000000002
21255,Li6MnF8,-2.83098
21256,Hf(Ni2As)2,-0.44953999999999994
21257,Sc3InC,-0.7369
21258,Mg2VBiO6,-2.48427
21259,Li3Al2VO6,-2.75896
21260,K2AgI3,-1.1286200000000002
21261,Mg3Ti,0.18187
21262,Ba(ZnSb)2,-0.57262
21263,YFe2Bi2(SeO2)2,-1.4957
21264,TbAs3,-0.52187
21265,ScB4Ir3,-0.56119
21266,RbBr3,-0.72765
21267,MgIn2O4,-2.06549
21268,Lu(SiNi)2,-0.79489
21269,Ba4MnRe,1.88817
21270,Na2(CaSi)3,-3.02244
21271,Ca2SiO4,-3.1673
21272,HgPb2(ClO)2,-1.04021
21273,NdFeAsO,-1.86255
21274,ScBeSe,-0.36561
21275,Ba2Na(NiO2)3,-1.84223
21276,Li4TeO5,-1.91515
21277,Ga2BiS4,-0.6504300000000001
21278,Li4HN,-0.5242399999999999
21279,Te2O5,-0.98864
21280,Mn3FeO8,-1.60573
21281,RbDyS2,-2.03861
21282,ScGaPd2,-0.8626299999999999
21283,MgVBiO5,-2.36185
21284,YZnHg2,0.07945
21285,SrLiTa2O6F,-3.2057900000000004
21286,Ba4YCo,1.02542
21287,Sc2RuAu,-0.7340800000000001
21288,Be2SnGe,0.67802
21289,BRh,-0.15274000000000001
21290,BeCr4Pd,0.28791
21291,NiSnF6,-2.13396
21292,K6Cu(SiO4)2,-2.16588
21293,CrB2,-0.30514
21294,TcAsIr2,0.32316
21295,Li2NiP2O7,-2.1061400000000003
21296,YAlAg2,-0.37569
21297,FeSn,0.0279
21298,BaDy2CoO5,-2.96889
21299,Cr4CuO2,-1.6746
21300,Ag3AsS4,-0.09303
21301,BeSiBi2,0.73746
21302,Li2U3P2O5,-2.87018
21303,Cd2Fe(CN)6,0.14637
21304,Rb2AgCl3,-1.55734
