,pretty_comp,gap expt
2600,Cd0.7Hg0.3Se1,0.55
2601,Ga1.95Cu0.05Se2.95,1.96
2602,EuZn,0.0
2603,In2Pt,0.0
2604,UCo4Sn,0.0
2605,CsTa3(SeO6)2,3.88
2606,YMoClO4,3.82
2607,FeP4,0.32
2608,RbCuPdF5,0.0
2609,NaBi3,0.0
2610,BaPrO3,2.0
2611,Zn0.05Ga0.95Sb0.95Te0.05,0.85
2612,Fe3Si,0.0
2613,Ta4FeTe4,0.0
2614,PbN6,2.98
2615,KGaSnSe4,1.73
2616,BaS,3.88
2617,NaCuO,0.0
2618,Rb2Ti(CuS2)2,2.19
2619,Si0.162Ge0.838,1.32
2620,ErMg2,0.0
2621,Al4Cu9,0.0
2622,Sn1Se0.01S0.99,1.08
2623,NbHg3F6,0.0
2624,KRbBi8Se13,0.64
2625,CsInSnS4,2.9
2626,YSn3,0.0
2627,BaGe3Pt,0.0
2628,Rb28(Mg3In17)3,0.0
2629,MnAlAu2,0.0
2630,Cd2InCuTe4,0.85
2631,TmBRh3,0.0
2632,TlAsS2,2.15
2633,NdErZn2,0.0
2634,In2Cu1S3.5,1.43
2635,K2Bi8Se13,0.47
2636,La5Cu6.33S7O4,2.0
2637,Rb3Sb,1.0
2638,ScCuO2,3.3
2639,U2SnRh2,0.0
2640,Zn3Cu10(TeO6)6,0.0
2641,CsInI3,0.0
2642,K3LiNb6O15,0.0
2643,TlBr,2.63
2644,Sb3IO4,2.61
2645,CsMn4In5Se12,1.79
2646,Sr3(AlSn)2,0.0
2647,AgBiS2,0.9
2648,ThCrB4,0.0
2649,YbSb4Te7,0.22
2650,RbMoPO6,2.96
2651,MnO,3.6
2652,BaMnO3,0.0
2653,TlGaS2,3.4
2654,CaHfZn,0.0
2655,Y2S3,2.9
2656,TbInAg2,0.0
2657,Ca5(Bi7O13)2,2.6
2658,PbBr2,3.2
2659,MgGeN2,4.2
2660,Y(NiP)2,0.0
2661,B4H2Pb6O13,3.24
2662,In4S5,0.9
2663,EuSnO3,0.0
2664,Y3GaCo3,0.0
2665,Ho2Au,0.0
2666,EuS,1.65
2667,Dy2(GePt3)3,0.0
2668,Ce(PPt2)2,0.0
2669,Eu(AlAu)2,0.0
2670,Li4.5Al0.5Te1O6,4.9
2671,NdZn2Ag,0.0
2672,NdTlPd,0.0
2673,Cu2Sb,0.0
2674,Bi1.6Sb0.4Te3,0.16
2675,LaReB,0.0
2676,LaYbZn2,0.0
2677,Zn0.43Cd0.57Se1,2.8
2678,KLi(WO3)3,0.0
2679,Ba5Ga6GeP12,1.39
2680,PrSb,0.66
2681,Nb3(Fe10B3)2,0.0
2682,KAg2AsS3,2.25
2683,Ge5(Te4As)2,0.0
2684,Cd0.5In2.25Ag0.25Te4,0.39
2685,CeAl3Ni2,0.0
2686,SmTe,0.22
2687,Sc6FeSb2,0.0
2688,NaAsO3,0.0
2689,CsInGeS4,2.1
2690,KSb5S8,1.67
2691,Li2ZnGeSe4,1.86
2692,U11O5,0.0
2693,YbS,0.98
2694,TcS2,1.0
2695,BaCuTeF,2.3
2696,KIO3,3.71
2697,La4Cd4In2S13,2.27
2698,HgBr,2.6
2699,Li0.5Ge1Pb1.75S4,1.95
2700,Mg3Tl,0.0
2701,Cs2Zn3(SeO3)4,4.3
2702,Si0.7Ge0.3,1.0
2703,K2La2Ti3O10,3.05
2704,Rb3Mn,0.0
2705,Ba5Cd(Ga2Se5)3,2.6
2706,KSm2CuS4,2.17
2707,SmB(SbO4)2,3.54
2708,RbMnTe2,0.0
2709,Ta2Tl4S11,1.26
2710,Mg2Ga,0.0
2711,Ca3SbN,0.0
2712,RePO5,0.0
2713,Na2In,0.0
2714,TmU2S3O2,0.0
2715,Gd3Al7Ag2,0.0
2716,Ho3Pd2,0.0
2717,Pr2Ge2Se7,1.32
2718,Rb2SCl6F,0.0
2719,ScTiO3,0.0
2720,TaTlS3,0.78
2721,CrCoPt2,0.0
2722,AgCNO,0.0
2723,KAg2PS4,3.02
2724,HfS3,2.8
2725,Lu2TlCd,0.0
2726,BaAgSbS3,2.2
2727,PrSbPt,0.0
2728,Cd0.35Hg0.65Te1,0.28
2729,ZrSi2,0.0
2730,Ti2AlV,0.0
2731,NaBiSe2,0.28
2732,Sr2GeN2,0.0
2733,KCl,8.5
2734,NaF,10.5
2735,K2VCuS4,1.82
2736,Ce3In3Ru2,0.0
2737,SnB,0.0
2738,Ti9O10,0.0
2739,Li3ScN2,2.9
2740,Cd0.2Hg0.8Se1,0.95
2741,YCdHg2,0.0
2742,Ga2SnGeS6,2.04
2743,NiAgO2,0.0
2744,LuP,1.3
2745,BaZnSO,3.9
2746,RbF,10.4
2747,ErPbAu,0.0
2748,RbAg2TeS6,2.04
2749,Er3Te4,0.9
2750,Al5Rh2,0.0
2751,La2V2IO9,3.63
2752,Tl16O15F17,0.0
2753,Ca3Ti2(SiO4)3,1.65
2754,LaZnAsO,1.5
2755,U(Al2Fe)4,0.0
2756,La3CuGeSe7,2.0
2757,Ti9O8,0.0
2758,Mn(SbSe2)2,0.31
2759,Si(Bi3O5)4,3.2
2760,Cs1.43Cd1.43Bi2.57S6,1.28
2761,K2Sm2Ti3O10,3.26
2762,Nd3In,0.0
2763,As2O3,4.0
2764,LiSiB6,2.27
2765,Na4Mg(SiSe3)2,2.85
2766,Eu(GaSe2)2,2.16
2767,Na2S,2.4
2768,TaCu3S4,3.0
2769,Ta2MoOs,0.0
2770,CrIrO4,0.0
2771,Rb9Bi13S24,1.3
2772,Cd0.01Hg0.99Se1,1.72
2773,ZrGaPt,0.0
2774,Eu(AsPd)2,0.0
2775,Ag8SnSe6,0.71
2776,Dy1Te1.4,0.6
2777,Yb(AlSi)2,0.0
2778,YbTlSe2,0.0
2779,Ce2(SnSe3)3,0.3
2780,KTbSe4,1.65
2781,Ba2SmGaTe5,1.04
2782,K2Cd2Te3,1.93
2783,CdCu2GeSe4,1.2
2784,Rb3Al3Ge7Se20,2.4
2785,LaCu6,0.0
2786,La2Zn(SeO)2,3.4
2787,Cs2MgSn3Se8,1.92
2788,Li3Mn3NiO8,0.0
2789,Ho(SiOs)2,0.0
2790,NdAgPb,0.0
2791,Ce(SiNi)2,0.0
2792,NdCuSO,2.98
2793,Cu3SbSe4,0.31
2794,Tl2GeTe3,0.36
2795,Ba(InSe2)2,2.63
2796,CaZn5,0.0
2797,Sr(NdS2)2,2.45
2798,RhSe3,0.7
2799,Ba3Yb4O9,0.0
2800,Ho(SiRu)2,0.0
2801,In0.5Ga0.5As0.5P0.5,1.55
2802,HfZnNi2,0.0
2803,Tl2O3,2.25
2804,Bi2Te2SO10,3.6
2805,Mn5As4,0.0
2806,Li2Fe2(PO4)3,0.0
2807,In0.9Ga0.1As0.1P0.9,1.32
2808,Eu3(InP2)2,0.45
2809,Cd0.03In0.97Te0.03As0.97,0.71
2810,CrCo2Bi,0.0
2811,Y(Re2Si)2,0.0
2812,LiZnN,1.91
2813,RbBi3Se5,0.43
2814,Mg2SiPt,0.0
2815,Sn0.2Te0.2Pb0.8Se0.8,0.14
2816,TiHgO3,0.0
2817,PtN,0.0
2818,In3Au10,0.0
2819,LiSbSe2,0.68
2820,CsYbCoSe3,0.95
2821,TeAs,0.74
2822,Ba3V2(SeO4)4,2.87
2823,Ho(CuTe)3,0.26
2824,LuUO3,0.0
2825,Al2Se3,3.1
2826,LiF,11.7
2827,Ta22(CuS12)3,0.0
2828,Rb2TeI6,1.4
2829,CeZnPO,0.0
2830,BiBPbO4,3.2
2831,RbPdF3,0.0
2832,NdO2,0.0
2833,TbGa,0.0
2834,Tl9SbSe6,0.0
2835,Gd2(Zn2Ge)3,0.0
2836,In2Co,0.0
2837,Eu2Ga2GeS7,2.3
2838,TbInIr,0.0
2839,Ga0.9Hg0.1Sb0.9Te0.1,0.65
2840,MgInAg2,0.0
2841,Ge0.01Pb0.99Se1,0.27
2842,Sb4Pb4S11,0.0
2843,SrCrO4,2.45
2844,Sm3B(SO)3,2.5
2845,YbPr11Se16,0.0
2846,UGaNi,0.0
2847,Cs4Cu3Bi9S17,0.6
2848,K2Ti(CuS2)2,2.04
2849,GaS,2.38
2850,MgZn2,0.0
2851,Cs4Zr3S14,2.35
2852,MnGaNi2,0.0
2853,CsCu2AsS3,2.3
2854,KSb,0.9
2855,Nd(NiSn)2,0.0
2856,Zn4.5Ga1Sn0.5O7,3.0
2857,Ba5Al2Ge7,0.0
2858,K3Ga3Ge7Se20,2.23
2859,ReSn3,0.0
2860,PrP,0.0
2861,NiN,0.0
2862,Li4MgNi3O8,0.0
2863,Rb15Hg16,0.0
2864,Ce2Co5B2,0.0
2865,La2Ga2GeS8,2.78
2866,Zn0.99Hg0.01Se1,2.6
2867,Ca(LaS2)2,2.7
2868,PrTl2InSe4,0.93
2869,Rb2Te,4.5
2870,Ag(W3Br7)2,0.0
2871,Sn0.08Pb0.92Se1,0.06
2872,CsGaS3,3.0
2873,CrTe2,0.17
2874,Eu(ZnGe)2,0.0
2875,Fe3N,0.0
2876,GaAgTe2,1.1
2877,TiBr2,0.0
2878,Sc2O3,6.0
2879,Ag2GeS3,1.98
2880,LiY2Ru,0.0
2881,RbNb4Br11,0.46
2882,RbSbTe2,0.38
2883,NdErTl2,0.0
2884,Sn0.17Pb0.83Se1,0.04
2885,EuPPt,0.0
2886,Sm(CuTe)3,0.23
2887,PrSmO2,0.0
2888,SmSi3Pt5,0.0
2889,MnCoSi,0.0
2890,Y(CuTe)3,0.72
2891,Ag2GeTe3,0.07
2892,KAgAsS2,2.21
2893,K2Mn3S4,0.0
2894,Eu(FeSi)2,0.0
2895,Ta6Be15Cu8,0.0
2896,Eu2(Ga3Rh)3,0.0
2897,BiP3(PbO4)3,3.7
2898,TbZrSb,0.0
2899,La2VCoO6,0.41
2900,Cs3Nb2AsSe11,1.35
2901,Na2Ti2Sb2O,0.0
2902,SrPb3Br8,3.2
2903,CeTl3,0.0
2904,YMgAl,0.0
2905,Nd2O3,4.4
2906,CsSb,0.61
2907,In0.4Ga0.6As1,0.81
2908,Hg3PS4,2.03
2909,Cu2H3ClO3,0.0
2910,Lu2InHg,0.0
2911,Li8IrO6,0.0
2912,InBi2Se4Br,1.21
2913,Li2Ni5(PO4)4,0.0
2914,Li5Mn5(SbO6)2,0.0
2915,PrGe5,0.0
2916,Ba8Ta7O24,0.0
2917,Zr2(Co7B2)3,0.0
2918,BiBrO,2.92
2919,Yb2O3,5.22
2920,SmSb2,0.0
2921,W2C,0.0
2922,Ga1.1Sb0.9Se0.3,0.67
2923,TiFe2Si,0.4
2924,Pr3Cd,0.0
2925,LaTb3,0.0
2926,K2VAgS4,1.85
2927,FeCo2Si,0.0
2928,Rb4Ag9(SbS3)4,2.0
2929,Na2Gd(PO4)2,4.19
2930,CsSn3,0.0
2931,LiPr2Ru,0.0
2932,Tm(NiGe)2,0.0
2933,Ba3YIr2O9,0.0
2934,CsYHgSe3,2.54
2935,Nb5Ge3,0.0
2936,Rb2CrF6,0.0
2937,MgScAg2,0.0
2938,Sm(CuO2)2,0.0
2939,AgPdO2,0.0
2940,CeB2Ir3,0.0
2941,Si3N4,5.1
2942,PmMgAu2,0.0
2943,AgBiPbS3,1.2
2944,ScSnPd,0.0
2945,Ce3MnAlS7,0.0
2946,K2Sn(AuS2)2,2.75
2947,DyS2,0.0
2948,MnBe2Co,0.0
2949,Co5RuO8,0.0
2950,GeS,1.58
2951,PHPbO3,3.97
2952,U2AlCo2,0.0
2953,NaNi2O3,0.0
2954,MnFeCoGe,0.0
2955,CsCdInSe3,2.4
2956,Zn3.5Ga1Sn0.5O6,2.99
2957,SnBr2,3.4
2958,V3Pb2Se5O18,3.14
2959,Zr1.33Ta0.67N1.63O1.89,2.48
2960,Li2MnCo3O8,0.0
2961,LaCuTeO,2.31
2962,Na0.75Eu1.625Ge1Se4,2.0
2963,TiAl,0.0
2964,VTc,0.0
2965,Cd0.5In2.2Ag0.4Te4,0.19
2966,ThHg2,0.0
2967,AlBi,0.4
2968,Tl3Ir,0.0
2969,LuAl2Pd5,0.0
2970,LiSb3PbS6,1.6
2971,Zn0.85Ga0.15P0.15S0.85,2.4
2972,LaGa3Pd2,0.0
2973,Cs2Cu2Sb2S5,1.6
2974,HfHg4(PCl3)2,3.26
2975,SmCuO3,0.0
2976,PtSe2,0.1
2977,RbTiBr3,0.0
2978,Al0.8Ga0.2P1,2.43
2979,Ca3(GaPt)2,0.0
2980,BaZn(MoO2)4,0.0
2981,Si2NiP3,0.0
2982,SmBPd3,0.0
2983,Bi7O5F11,4.05
2984,Sc(VGa2)2,0.0
2985,ErB2Ru3,0.0
2986,ReO3,2.3
2987,In0.5Ga0.5As1,0.75
2988,LaH2NO5,4.76
2989,La2Nb2N2O5,0.0
2990,Sm2Mn3(SbS3)4,1.5
2991,LiCo7O7F,0.0
2992,EuGe3Pt,0.0
2993,AsI3,2.29
2994,B2Mo(PbO2)6,2.9
2995,SmCoC2,0.0
2996,CsTaPSe6,2.29
2997,Al13Ru4,0.0
2998,RbBiS2,1.2
2999,Tm3(GePd)4,0.0
3000,Ta2TlO6,0.0
3001,BiTeNO6,3.62
3002,VIr3,0.0
3003,NdCuTeO,2.26
3004,Na2Zn(GeSe3)2,2.36
3005,AgTe,0.73
3006,Hf3(NiGe)4,0.0
3007,BPb7Br3O7,2.62
3008,Cs2Ga2Se5,1.95
3009,CsSbSe2,1.7
3010,NbHO3,0.0
3011,Nb2(CoO3)3,0.0
3012,K2Al2B2O7,6.89
3013,K4Nb2S11,1.96
3014,Pr3I,0.0
3015,BeTe,2.89
3016,Tm(FeSi)2,0.0
3017,Zr2Co12P7,0.0
3018,Sr5Bi3,0.0
3019,Cu2Te3O8,2.64
3020,CeMgNi4,0.0
3021,Ba2LiFe2N3,0.0
3022,K6Yb3(PS4)5,2.6
3023,CePrO2,0.0
3024,Bi2CO5,3.42
3025,IrSe2,0.9
3026,U(BH4)4,0.0
3027,ScTlS2,1.51
3028,Tl0.005Te1Pb0.995,0.48
3029,NaBr,7.03
3030,Cs2Th(PS3)3,2.8
3031,NdMoO4F,3.66
3032,NaCeS3,2.15
3033,KInSnS4,2.3
3034,GdCd2,0.0
3035,TlInSe2,1.07
3036,CaNi5,0.0
3037,VP,0.0
3038,Nd(CrSi)2,0.0
3039,Ba2Ce2O5,0.0
3040,V4ZnO8,0.0
3041,LiTiSiO4,0.0
3042,Eu(HoSe2)2,1.8
3043,Ba3Sn(SbSe4)2,0.97
3044,Na9(WO3)16,0.0
3045,Ba(AsRh)2,0.0
3046,Zn2WN2,0.0
3047,CdF2,6.0
3048,TmAs,1.18
3049,V3Re,0.0
3050,RbYbZnSe3,2.07
3051,Cu3Bi6S10I,0.72
3052,Ta6Ni16Ge7,0.0
3053,K2BaNb2S11,1.77
3054,In9AgTe14,1.5
3055,Co3W,0.0
3056,GdB6,3.6
3057,KInSe2,2.68
3058,Ti2CoS4,0.0
3059,CeMgZn2,0.0
3060,ZnSiAs2,2.12
3061,KAgO,0.0
3062,Te2Os,0.3
3063,Na2V6O13,0.0
3064,Rb1.45Sb7.45Pb3.1Se15,0.45
3065,Li2PmAl,0.0
3066,Eu(MgBi)2,0.0
3067,Zr3Ag,0.0
3068,Nd2ZrS5,1.83
3069,CI4,2.26
3070,BaNa2SnSe4,2.46
3071,Mn2AlO4,0.0
3072,Ce(SiPd)2,0.0
3073,BaHgSe2,1.56
3074,Tm(CuS)2,0.0
3075,Na3Zn(BO2)5,3.2
3076,In0.01Te1Pb0.99,0.53
3077,Tm2Ru2O7,0.0
3078,AlAgSe2,2.55
3079,Lu(InS2)3,1.27
3080,Yb2MgS4,0.0
3081,ErRu3,0.0
3082,TmAu,0.0
3083,Li4Fe2Cu3O10,0.0
3084,SmC10,0.0
3085,YCo2,0.0
3086,ZnSiP2,2.07
3087,Li2EuSn,0.0
3088,Yb8Ge3Sb5,0.0
3089,Er2(MoO4)3,0.96
3090,BaCuSbSe3,1.6
3091,Li6Tb2O7,0.0
3092,ZrSe2,2.0
3093,Dy(GeRu)2,0.0
3094,CuSbPbS3,1.31
3095,Eu(CdSb)2,0.0
3096,Na2Ga2SnS6,2.2
3097,CsLiCO3,6.19
3098,La4Fe(SbS5)2,1.0
3099,Y6Zn(SiS7)2,2.38
3100,AgSbTe2,0.35
3101,Ca2Si,1.9
3102,SmErMg2,0.0
3103,FeRhO3,0.0
3104,SnI4,2.38
3105,Ce3SiPt5,0.0
3106,Ba(FeS2)2,0.0
3107,UFeSi,0.0
3108,Ba3Bi0.5B1.5S6,2.43
3109,GaCuO2,1.47
3110,Eu1.83Ta15O32,0.23
3111,Ti2TcPd,0.0
3112,Dy2Ni12P7,0.0
3113,MnF2,9.9
3114,BaSn2S5,2.35
3115,CuBiSeO,0.82
3116,In5AgTe8,0.47
3117,CsYZnSe3,2.29
3118,Li3Mn2CuO6,0.0
3119,K11Mn4O16,0.0
3120,Nd4Ge3Rh4,0.0
3121,Y(FeSi)2,0.0
3122,HoMg2,0.0
3123,FeAsSe,0.6
3124,BaTl3,0.0
3125,Rb3Bi2I9,1.89
3126,Yb(GaS2)2,2.3
3127,TiO2,3.3
3128,In2S3,2.0
3129,Zn0.86Hg0.14Te1,1.66
3130,Si0.001Ge0.999,0.65
3131,K2FeGe3Se8,1.95
3132,U2Cl5O2,0.0
3133,TiPO4,0.0
3134,Tm2ZnAg,0.0
3135,Zn2BIr2,0.0
3136,Yb(SbS2)2,1.12
3137,Er2Mg3Ru,0.0
3138,Cd3P2,0.5
3139,In1.1Cu0.9Se2.1,1.06
3140,Li4Co5SbO12,0.0
3141,Mg3As2,2.2
3142,NdMg2,0.0
3143,NdTlAg2,0.0
3144,Ge40Te5.3I8,0.8
3145,Sc4Ge6Rh7,0.0
3146,MgSe,5.6
3147,Zn0.5Ga0.5As0.5Se0.5,1.52
3148,ThAl3,0.0
3149,Ca3BiAs,0.0
3150,Si15(TeP2)4,1.24
3151,UP2S9,1.41
3152,Ca5B3O9F,6.53
3153,TlAgSe2,0.72
3154,B2Se2O7,4.64
3155,HfNi5,0.0
3156,DyN,2.1
3157,Ba4InCuSe6,2.23
3158,Dy5Pb3,0.0
3159,Sb6Pb6Se17,0.8
3160,Li3Co(NiO2)4,0.0
3161,TmMnGe,0.0
3162,Cd0.02In0.98Te0.02As0.98,0.73
3163,RbVP2S7,0.0
3164,SbSeBr,1.84
3165,Sn3As2,0.47
3166,NdGaO3,0.0
3167,HgTeBr,2.06
3168,TbSb2,0.0
3169,Tb3FeB7,0.0
3170,Li2LaTl,0.0
3171,LaIn,0.0
3172,CaAu5,0.0
3173,Sc2FeB2Ir5,0.0
3174,CdO,2.3
3175,Li3C,0.0
3176,Ti2ReRh,0.0
3177,Eu(InSe2)2,1.31
3178,SnSb3(PO4)4,0.0
3179,SrN2,0.0
3180,Ge0.41Te1Pb0.59,0.49
3181,PrO,0.55
3182,Na2Zn(GeS3)2,3.04
3183,VSb,0.0
3184,SrO,5.7
3185,HfS2,2.9
3186,MgTe,3.6
3187,AsBr3,2.6
3188,Ce2SiSeO4,0.0
3189,Tm2AlOs,0.0
3190,Eu(BiSe2)2,1.02
3191,KThCuS3,2.95
3192,CaZnSO,3.7
3193,LiMn(PO4)2,0.0
3194,Y(SiPt)2,0.0
3195,Ta2N,0.0
3196,CdCu2GeS4,2.05
3197,Li4Mn5Cu3O16,0.0
3198,Tm5Ti5O17,0.0
3199,NdInAu,0.0
3200,Ni3SnN,0.0
3201,EuNiGe3,0.0
3202,RbV(CuS2)2,1.45
3203,Er6MnBi2,0.0
3204,H7Se2NO6,4.81
3205,Ho3Ge5,0.0
3206,Fe6W6C,0.0
3207,TlTe,0.0
3208,Zn0.99Ga0.01P0.01Se0.99,2.6
3209,Ti4ZnO8,0.0
3210,Tb3Ni13B2,0.0
3211,NaEuO2,0.0
3212,EuIn2(GeIr)4,0.26
3213,RbTmO3,0.0
3214,Li2Ni2SbO6,0.0
3215,Li2CrCuO4,0.0
3216,Li5Mn2Cu5O12,0.0
3217,Co2B4Mo,0.0
3218,CaS,5.38
3219,NdAl7Au3,0.0
3220,Yb23Mg4Cu7,0.0
3221,Al9Co2,0.0
3222,RbCu4AsS4,2.15
3223,Ag2SnSe3,0.7
3224,Ca3BiSb,0.0
3225,LaScSi,0.0
3226,Al6Ru,0.0
3227,CoPS,0.4
3228,Sr2V3Se5O18,2.47
3229,Cd0.75In2.1Ag0.2Te4,0.54
3230,CsRbP,0.0
3231,KYbSe2,0.0
3232,K2MnSnSe4,1.7
3233,Nb5Ga4,0.0
3234,La3Mo4O16F,3.7
3235,Ba8Sn4S15,2.31
3236,Ca2TlCd,0.0
3237,Er4NiB13,0.0
3238,LaAl4,0.0
3239,Th2Fe7,0.0
3240,CeBiW2O9,2.34
3241,AlV(TeO4)2,2.9
3242,SnPt3C,0.0
3243,La2ZrS5,2.01
3244,ScZnNi2,0.0
3245,TePb3Cl4O3,3.79
3246,CdCl2,5.7
3247,Sn0.2Pb0.8Se1,0.06
3248,AgF,2.8
3249,K2La2Sb2S9,2.2
3250,Bi1.4Sb0.6Te3,0.17
3251,Pb1Se0.01S0.99,0.37
3252,Mg23Al30,0.0
3253,Bi0.2Sb1.8Te3,0.28
3254,SbAs,1.6
3255,Tl2PAuS4,2.2
3256,Ge0.15Pb0.85Se0.85S0.15,0.34
3257,Ba4B11O20F,7.1
3258,Hf(VH2)2,0.0
3259,Nb3VS6,0.0
3260,KLu,0.0
3261,NaBiS2,0.38
3262,Y2C3,0.0
3263,KV6O11,0.0
3264,LiCuO2,0.0
3265,Dy6FeTe2,0.0
3266,NbSe2,1.4
3267,K4Ce3Sn3S14,2.46
3268,CsNbSe2O7,4.2
3269,Yb2Ge2Ir,0.0
3270,SrIn4Ir,0.0
3271,K2NbCuS4,2.82
3272,In0.4Ga0.6P1,2.05
3273,Ba(AsPd)2,0.0
3274,Co2Te3O8,3.6
3275,NaLi3,0.0
3276,BaBiClO2,3.71
3277,KSi2P3,1.72
3278,Sr3ScNiO6,0.0
3279,Rb3Al3Ge7S20,3.1
3280,SmSnRh2,0.0
3281,Cs2AgBiCl6,2.77
3282,Cs2CrCl4,0.0
3283,RbIn5S6,2.5
3284,TlBiTe2,0.12
3285,MgPb3,0.0
3286,Al6Tc,0.0
3287,FeOF,0.0
3288,Cs4In8GeSe16,2.2
3289,Ti2NiSe4,0.0
3290,Sn2SbS2I3,1.5
3291,EuSbO3,0.0
3292,Ga1As0.6P0.4,1.91
3293,Gd2Se3,2.2
3294,Nd4InSbSe9,1.57
3295,Cr2HgSe4,0.0
3296,ICl2,0.0
3297,CaIrO3,0.0
3298,Re2PbO6,0.0
3299,PrLuSe3,1.56
3300,Th2Se5,0.37
3301,K3(FeS2)2,0.0
3302,LaSn3Ru,0.0
3303,CeAgSn,0.0
3304,Li4(FeO2)9,0.0
3305,La10Se14O,2.04
3306,Tl2BiP2S7,1.8
3307,Sm2O3,5.0
3308,NaCeS2,0.0
3309,HoTiO3,0.0
3310,Tl2CdTe4,0.0
3311,Hf4Al3,0.0
3312,ThMn4(CuO4)3,0.0
3313,InCuGeSe4,1.3
3314,NaCd4P3,1.1
3315,MgCuSb,0.0
3316,Cu3Se2(ClO3)2,0.0
3317,Ti2B,0.0
3318,ScTlTe2,0.85
3319,ScIr,0.0
3320,BaSe,3.58
3321,Ba2DyGaSe5,2.35
3322,CeSiI,0.0
3323,PbSeO4,4.3
3324,HoInAu2,0.0
3325,K2PAuS4,2.63
3326,Lu2CdIn,0.0
3327,UCuP2,0.0
3328,CsCd4Ga5S12,3.09
3329,Cs3Nb9(TeO8)4,3.22
3330,Tm2CuTc,0.0
3331,KSnAuSe3,2.28
3332,Rb3Na(MoO4)2,4.84
3333,Sn2S,0.85
3334,Ba5V3O12F,3.85
3335,YTmCu2,0.0
3336,Yb(SiRh)2,0.0
3337,Nd3Ni13B2,0.0
3338,Ba2InAgS4,2.32
3339,AlAgTe2,1.8
3340,TmSnRu2,0.0
3341,GdSb,0.0
3342,Lu2TlAg,0.0
3343,CsIn(SnSe3)2,1.78
3344,BaAu(IO3)5,2.32
3345,InSiTe3,0.0
3346,TlCuSe2,1.07
3347,TaPd3,0.0
3348,BiBr3,2.66
3349,LiBi3(ClO2)2,3.35
3350,Tl(Cu3S2)2,0.0
3351,Ti2CoGe,0.0
3352,HfC,0.0
3353,Sn1Se0.75S0.25,0.94
3354,Dy2CdPd2,0.0
3355,K2NbO6,0.0
3356,Cd0.3Hg0.7Te1,0.27
3357,Pr2Co12P7,0.0
3358,Al0.01Cd0.99Sb0.01Te0.99,1.6
3359,Mg3AsN,1.33
3360,Ba(BRh)2,0.0
3361,Ba2GaBiSe5,2.21
3362,La5In3(S3O)3,2.6
3363,Ge0.01Te1Pb0.99,0.32
3364,Sn0.001Pb0.999Se1,0.24
3365,Lu7(NiTe)2,0.0
3366,AgO,1.57
3367,YNiSb,0.18
3368,La8Mn7O24,0.0
3369,Si0.07Ge0.93,1.04
3370,TlS2,1.8
3371,Eu(ClO4)3,0.0
3372,Mg2Cu,0.0
3373,Tm(SiOs)2,0.0
3374,Li11Mn13O32,0.0
3375,Zn0.01Ga0.99P0.99Se0.01,2.24
3376,Te2MoWS2,0.0
3377,KBaAsSe3,2.26
3378,Ge2Sb2Te5,0.5
3379,Li2TeMoO6,3.5
3380,LaSi,0.0
3381,RbGaSnSe4,1.88
3382,TaRh3,0.0
3383,KTi2F7,6.4
3384,ScBIr3,0.0
3385,CsYCdSe3,2.54
3386,Sm2(SnSe3)3,0.7
3387,CsPSe6,1.9
3388,BTe2As,0.0
3389,TiNiSb,0.42
3390,SrZrS3,0.8
3391,PdSe2,0.4
3392,Hg3PS3,1.98
3393,YB2C,0.0
3394,P2Os,1.13
3395,V3(HO2)4,0.0
3396,Li3Ti3(PO4)4,0.0
3397,Bi2AsClO4,3.43
3398,SiBi3O7,0.0
3399,K3Nb2AsSe11,1.53
3400,EuSn3,0.0
3401,Tl3VS4,1.7
3402,HfGaCo2,0.0
3403,Sr2CoReO6,0.0
3404,BiPO4,3.85
3405,TeO2,3.0
3406,Ca2CdPb,0.0
3407,Mg(TiS2)4,0.0
3408,Cu3AsSe4,0.65
3409,ErAlGe,0.0
3410,MgNiSb,0.0
3411,SnHgO3,1.6
3412,Rb3(Cu4S3)2,0.0
3413,P4Ru,0.38
3414,MnGePd,0.0
3415,Ba6Al4B14O33,3.44
3416,TlSn,0.0
3417,Eu3Sn,0.0
3418,Ga3CuSe5,1.75
3419,Li4Ti5Cr3O16,0.0
3420,BaGe4(IrS3)2,1.54
3421,ZrHCl,0.0
3422,Sr2La2.58Bi5.42S14,1.0
3423,Ce(MnGe)2,0.0
3424,Hf2ReRh,0.0
3425,Rb2Cd3Te4,2.3
3426,Na2In2GeSe6,2.47
3427,Y3Al3NiGe2,0.0
3428,Li2TeWO6,4.0
3429,Ga2NiS4,0.0
3430,LiGd5P2O13,3.73
3431,Ba3Ta5NO14,2.8
3432,BaSi,0.0
3433,Sr2Li2Nb3O10,0.0
3434,BaB6,2.64
3435,TlNi,0.0
3436,Zn(GaSe2)2,1.72
3437,LiNiP2O7,0.0
3438,TiTlS2,1.0
3439,Cr3P,0.0
3440,K6CdTe4,2.51
3441,YSiRu,0.0
3442,LiAgF3,0.0
3443,Y(SiRu)2,0.0
3444,Cs(MoO3)3,0.0
3445,La2GeSe5,1.24
3446,Rb5(WO3)18,0.0
3447,HoB2Rh3,0.0
3448,BaIn2Ir,0.0
3449,KTaO3,3.5
3450,Li2Fe3NiO8,0.0
3451,LiV3O4,0.0
3452,In11Cu9Se20,0.0
3453,Mg2TiIrO6,0.0
3454,Al3Tc,0.0
3455,Ga5Ge(PbS3)4,2.35
3456,HfAs2,0.0
3457,CdSnP2,1.16
