,pretty_comp,kpoint_length_unit
21380,ZnCuNi2,75
21381,Li2Ti3BiO8,55
21382,Mg4BePb,110
21383,Be2PdBr,90
21384,YbN,80
21385,Ti2InCo,55
21386,ScHg,90
21387,LuCuSe2,60
21388,PaRh3,100
21389,GaCuTe2,90
21390,TmInPt,105
21391,DyAlAg2,70
21392,Tl(TeMo)3,105
21393,Be2ReCl,95
21394,NaBeBr2,60
21395,Yb(MnSi)2,65
21396,Lu(Al2Fe)4,65
21397,Ti(MoS2)2,65
21398,Ba4NaTa,65
21399,Sr2SmTa(CuO4)2,95
21400,Li3Fe5,45
21401,SbAsO4,55
21402,LiMn(PO3)3,45
21403,BaSnHg,105
21404,TbTmHg2,110
21405,Mn2CrO6,60
21406,HfCdCu2,65
21407,Lu2CuIr,105
21408,FeCoO4,40
21409,CaZn,100
21410,Zr2CuSb3,70
21411,KBa4W,90
21412,V2O2F3,70
21413,NaAlSiO4,45
21414,TbCoSi,60
21415,BeMoOs2,90
21416,Fe2N,70
21417,Al2OsRu,100
21418,Cu3(PO4)2,60
21419,Ta2H4O7,55
21420,LaZn,105
21421,Y(BC)2,100
21422,Ca4MgB4H6(CO4)2,50
21423,LiAsPt2,85
21424,Sr2BeZn,60
21425,BaSr3O4,55
21426,Sr3CaIrO6,60
21427,Sr4CaCr2(SO3)2,70
21428,NpAsS,60
21429,MgMnBe,85
21430,KAs,60
21431,LiNbCuO4,60
21432,La3Sn,110
21433,LiGa2Ru,70
21434,Ba4BeBi,75
21435,ErRh2Pb,65
21436,Ba(HO2)2,45
21437,Ce3Tl,65
21438,Li5Fe5(CoO)2,55
21439,MnBeIr2,85
21440,NaTl2Hg,95
21441,BeBi2Ru,110
21442,LiEr2Ru,75
21443,Zn2In2S5,60
21444,Ni3Se2,90
21445,LiSO3F,45
21446,YTiO3,90
21447,Ba4P2O,60
21448,Pb2O3,60
21449,TaAlFe2,55
21450,CaMgNiH4,60
21451,Fe(WO4)2,45
21452,KBaBi,55
21453,LiAgO2,45
21454,Ba2LiTe,75
21455,LuCoC2,80
21456,Dy(SiIr)2,75
21457,MgBe3,95
21458,NdGa,95
21459,Li2Cr3SnO8,50
21460,Ca(ZnGe)2,100
21461,PuCdRh2,60
21462,BeSnP2,55
21463,Li2MnP2HO8,50
21464,SrBeCd2,100
21465,BaCoO2,75
21466,Na3Sn,70
21467,U(CoP)2,80
21468,Yb5Pb3,105
21469,Ti3Pb,80
21470,HoMgAu2,85
21471,Tb2InGe2,110
21472,NbCoSb,90
21473,Ca2MgBe,65
21474,Ba4SbRu,110
21475,DyAgSb2,110
21476,SrBe2Mo,90
21477,Ho2MgIn,100
21478,Hg3Bi,100
21479,Ba2NaBe,75
21480,Y2S2O,55
21481,CoSeO3,60
21482,Ce(Re2Si)2,75
21483,UF3,50
21484,Ti2ReAs,90
21485,SrIn2,95
21486,Ti2Pd,80
21487,Li2GeO3,45
21488,Ba2ZnIn,80
21489,InCu2,145
21490,Tb3CuSiS7,60
21491,UCd,85
21492,CdCu2O3,85
21493,ReSeCl,55
21494,Pr2CdPd2,125
21495,Cr3CuO8,55
21496,Co3(CSe)2,50
21497,ErIn5Co,90
21498,HgCl,70
21499,Zr(Ni2P)2,90
21500,BaZnP2,90
21501,BeCr2Ge,55
21502,Na2Nd2Ti3,55
21503,LiFe2(PO4)2,50
21504,YbGa7Au3,110
21505,LiZnP,55
21506,Tb(BC)2,115
21507,K3Zn2F7,45
21508,Ho3Lu,80
21509,Be2TlZn,105
21510,LiLa3,85
21511,Sr2InHg,120
21512,Al6C3N2,70
21513,TaBeW,95
21514,Pa3W,85
21515,Mg(InS2)2,60
21516,Zn3Si3(BiO)2,50
21517,Np(FeGe)2,75
21518,BaTe3,60
21519,Li2Si2Ni2O7,50
21520,PrFe2,70
21521,LiGaGe,70
21522,AlAuO2,50
21523,Ba4HfRh,100
21524,CaSi2WO6,50
21525,Ba3(AlSi)2,85
21526,Ca2Co2O5,70
21527,RbIn4,110
21528,SrBe2Br,115
21529,Hf(CoSi)2,65
21530,PmMgHg2,85
21531,SbCl3,50
21532,Na2GaPCO7,50
21533,SbN,50
21534,Li2VF4,60
21535,Nb2Se9,55
21536,Ti3TlN,85
21537,Fe2Cu(AsH)2,50
21538,Na2CoGeO4,50
21539,Cu2GeTe3,80
21540,ErCrB4,60
21541,Cd3In,135
21542,Cr4Cu3Te8,55
21543,KP,60
21544,BaNa2Si,75
21545,Sm(SiPt)2,95
21546,PdI2,60
21547,Ba2CdTe,95
21548,CeSi2Ru,60
21549,PmInCu2,90
21550,Ca4BeP,60
21551,AuSeCl7,55
21552,NbAlO4,50
21553,K2Ca(CO3)2,45
21554,InClO,50
21555,UGeS,70
21556,Zn3Rh,115
21557,Li3Co2(GeO4)2,55
21558,RbFe(SeO4)2,50
21559,Yb2SiO5,45
21560,TmCoC,105
21561,Ca(ClO2)2,45
21562,Na2LiNF6,50
21563,SCl2O,50
21564,Zn(MoO2)2,70
21565,Sm3V,65
21566,SrAcTl2,80
21567,Be2CrW,60
21568,YbGaPd2,100
21569,BaThO3,50
21570,Ba2BiW,100
21571,Al2CdSe4,70
21572,MgAgSb,90
21573,Na2H6Ir,50
21574,CaBeCd2,65
21575,AgBF5,95
21576,HfScOs2,70
21577,HoPt3,100
21578,Mn3Be,70
21579,LaIr2,75
21580,NaCr4O8,55
21581,SrTa2Bi2O9,50
21582,TaGaFe2,80
21583,Li3Ti2Fe3,45
21584,HgCS(OF)3,45
21585,BaZrSe2,110
21586,Ba4BeP,105
21587,Bi2PbSe4,60
21588,Pb5(SI3)2,55
21589,Al8Mo3,55
21590,HfMnBe,50
21591,Co3SnC,60
21592,HfBeGa,70
21593,MgBeGa,95
21594,AcBrO,50
21595,Pr2MgGe2,80
21596,TaBeIr,115
21597,Tb(CuSi)2,95
21598,Dy3TaO7,50
21599,Pr3Si2S8I,50
21600,TbGaPd,95
21601,NbNO,55
21602,ScCuHg2,90
21603,K2NaAlF6,45
21604,Tm(Mg3Al)2,120
21605,U(SiPt)2,55
21606,MnV2O4,55
21607,Er2Ru2O7,70
21608,Sc(MnSn)6,95
21609,LuUTc2,60
21610,Th(Fe2P)2,60
21611,Ba4SiRu,80
21612,NaHg2,95
21613,BaP2Br,80
21614,Nd2Fe2P7,60
21615,TaPd,100
21616,ThPb,105
21617,MgPa3,90
21618,CuHgSBr,65
21619,La3Te4,70
21620,LiBe2Si,180
21621,GaFeIr2,85
21622,CaBeW,65
21623,AcSe3,115
21624,TbMnGe,60
21625,Si3N2,60
21626,Cu3Pd,100
21627,ErCuPb,95
21628,Nd(CuSi)2,75
21629,Ac2Mg,100
21630,BaTlRu2,70
21631,Mg(BC)2,50
21632,RbNdO2,45
21633,LuSiAu,100
21634,DyNi2B2C,95
21635,Tm2IrRh,110
21636,BeZn2Bi,155
21637,ZrBeNb2,70
21638,PuH2,45
21639,BaGeBi2,80
21640,MgBeTc2,85
21641,RbIO4,45
21642,MnI2,50
21643,PrCoP,100
21644,Pr(NiP)2,95
21645,Li2Ti3VO8,45
21646,SrIF,55
21647,Nd2Pt2O7,55
21648,CeSi2,65
21649,HfBePt,60
21650,K5Sb4,90
21651,NaBePd,110
21652,Tl3AsO4,70
21653,Er3AlC,75
21654,CrBrO,55
21655,CaFe(GeO3)2,55
21656,Ba4BiRu,90
21657,KTa(GeO3)3,50
21658,ErAu4,80
21659,Tb(BIr)4,80
21660,YSe,75
21661,Sc2OsAu,80
21662,TbHg3,115
21663,Li2MnCuO4,50
21664,Mg3Cd,105
21665,Ho(SiNi)2,75
21666,SiH2C2(NF)6,40
21667,BNCl2,45
21668,Pm2S3,50
21669,BPS4,50
21670,CuH3NCl,55
21671,TbGe,95
21672,CuCSN,50
21673,BaSr(FeO2)4,70
21674,Co2SnAs,60
21675,Mg3ReH7,50
21676,SmRh3C,80
21677,YbInAg2,95
21678,Sm2Mo2O7,60
21679,CaBe3O4,45
21680,LiAlSiO4,45
21681,BaTiS3,75
21682,Er(NiGe)2,75
21683,LiPm2Ga,95
21684,Nd(Fe2Sb)2,70
21685,HoCuSb2,100
21686,NaSb(PS3)2,50
21687,HoLuZn2,85
21688,YbPrAg2,105
21689,LiV2F7,50
21690,PrCuSe2,60
21691,SnAs,115
21692,Ba2SmMoO6,60
21693,SmIn3,125
21694,Ba4NaTc,65
21695,BaZr4Tl,95
21696,KBeNi2,65
21697,MgCd3,110
21698,RuO2,50
21699,Rb2Hg7,110
21700,AsPd2,80
21701,PrY3,65
21702,AuSe,55
21703,Zn2PdAu,110
21704,Be2NbFe,95
21705,HfB2,145
21706,LiDyAu2,110
21707,BaZr4Ti,80
21708,Au(OF3)2,45
21709,YBeCl2,70
21710,Be2NbMo,115
21711,Rb3YO3,50
21712,WS2,50
21713,Zn2GeSe4,50
21714,Na6Ge2S7,60
21715,SnPt3,100
21716,Zn2SiO4,50
21717,LiMgPd2,100
21718,Ba2CuF6,50
21719,BeFeBi2,80
21720,HoSF,55
21721,La(CoP)2,75
21722,ZrTaBe2,90
21723,Li4Ga3Si3BrO2,50
21724,Sr7(HBr)2,50
21725,BaSrSb,85
21726,BePRu2,90
21727,Ba4RePt,75
21728,SrIn4,100
21729,NbAlNi2,85
21730,NpNi2,50
21731,Ge3Cl8,55
21732,YbTiO3,55
21733,Zn(InSe2)2,70
21734,LiMg,100
21735,Sr2Mg(BO3)2,50
21736,ErTlS2,55
21737,KYb(CO3)2,50
21738,Ba4NaCuC2,50
21739,Hg3Rh,90
21740,Na6MnTe4,55
21741,BeGaFe,85
21742,Be2RuPb,70
21743,Mn2AlV,65
21744,PrTeCl,55
21745,BaSrMn,65
21746,Er(SiAu)2,85
21747,KCu4Se3,85
21748,CeAsPd,60
21749,Ce(SnIr)2,85
21750,NdAl3(B2O)2,45
21751,Rb3V,65
21752,Tl2Hg2PdCl8,55
21753,Hf2Si,85
21754,Hf2BeZn,85
21755,RbHCO2,45
21756,CaYIn2,105
21757,CaCdPb,100
21758,V5Sb4,50
21759,BaSrY2,80
21760,NaInTe2,55
21761,NdB2H,45
21762,SmAlCu,80
21763,Na3HoCl6,50
21764,YbNi2Sn,90
21765,YbBi2ClO4,60
21766,HfSiRh,65
21767,Na3CuO3,55
21768,Tb3(MnGe)4,65
21769,ZrAg,75
21770,DyVO3,60
21771,ScZn2Pd,80
21772,Hg2IO,50
21773,Fe2CoGe,65
21774,CdCo3N,60
21775,Y4C7,65
21776,LiTiCoO4,60
21777,LiMg2Ge,110
21778,Fe2PO5,80
21779,Ho3CuSiS7,55
21780,Cu(HO)2,85
21781,H2C5N2O,45
21782,Ba3CrS5,155
21783,Pr3SnC,65
21784,PmDyIn2,90
21785,NaMgBe2,130
21786,BaTaB,75
21787,HfNbP,90
21788,EuMoClO4,50
21789,K2PdCl6,55
21790,Ba2CoSe2(ClO3)2,55
21791,LiMnNbO4,55
21792,Ba(MgAs)2,60
21793,BeInSe,75
21794,InCl3,55
21795,KBe2Te,125
21796,BeGaBr2,80
21797,KH,45
21798,Al2PbO4,45
21799,BaPd2Rh,85
21800,ZnAgF3,45
21801,Sr2CuO4,70
21802,Hg3Se4O5,55
21803,HoGaNi,90
21804,TlAsRu,100
21805,MgAlF5,45
21806,MnBeBr,50
21807,Dy3InN,95
21808,Tb7O2,55
21809,Si2TcIr,90
21810,ZrFeF6,45
21811,BaMnGe,60
21812,NbPO5,55
21813,LuInCo4,65
21814,SrSc2O4,50
21815,LiEr2Rh,100
21816,TiRh3,110
21817,TeI2,65
21818,Nd(NiBi)2,95
21819,MnH2SO5,50
21820,Th3Br,75
21821,Eu3AlO5,65
21822,Al5BO9,50
21823,HgPb2(ClO)2,50
21824,Ga2CoAs,90
21825,Ca(BeN)2,50
21826,ZrBe2Bi,60
21827,CaCrF4,50
21828,Sb3ClO4,50
21829,BeNb4Tl,120
21830,YbLuTl2,110
21831,K3LuSi2O7,55
21832,YPd3C,105
21833,KCrCl3,55
21834,BaHfGa2,110
21835,Sm3Te4,70
21836,Mn2GeS4,60
21837,Na3CuO2,45
21838,Dy2Se3,65
21839,RhI,80
21840,ThIn3,125
21841,SmSiRu,70
21842,SrAu2,110
21843,TiCoSn,65
21844,BaGaPt2,110
21845,ZnC2S2(OF)6,45
21846,Rb2O2,45
21847,BaCrBr2,65
21848,DySbPd,90
21849,HfBePd2,80
21850,Ni3TeO6,50
21851,AlRu,95
21852,BaSc4Mn,60
21853,LiN,55
21854,SrGaSiH,65
21855,Ca(AuF)2,45
21856,BaZrBr,60
21857,BaTlSe2,125
21858,Sm3(Ge2Ru)2,90
21859,TcSO6F,45
21860,CaAu,115
21861,Ca4TaBe,60
21862,Li2CoSiO4,50
21863,Ca2TaBiO6,60
21864,NaNb6O5F,55
21865,KSmF4,45
21866,ScCu2Hg,80
21867,Ca2BeCr,60
21868,HoHfOs2,80
21869,Li3BO3,45
21870,ZrAsP,70
21871,Rb3BrO,60
21872,TlNO2,45
21873,YMgGa,100
21874,PrFeSi2,90
21875,Ti2BeTl,60
21876,Ba4BeFe,65
21877,MgAsW,95
21878,Be(SiRu)2,60
21879,Rb3NiF7,55
21880,Na3PS4,50
21881,YCdPt2,80
21882,K3Ir(N3O)2,75
21883,LuP5,60
21884,Sr(RuO3)2,85
21885,ErSnAu,95
21886,Ga3Fe,55
21887,K3AsSe4,60
21888,Rb2PdN2(ClO2)2,45
21889,VCo2Si,65
21890,Sc2V2O7,45
21891,YS2,120
21892,ScInAu2,90
21893,BeHg2Te,80
21894,U2BiN2,55
21895,SmB2Rh3,115
21896,Li3Ni3OF7,50
21897,TiBeCd2,60
21898,Ba3LuIr2O9,55
21899,BeWCl2,55
21900,BaZnBi,90
21901,ZrPdF6,55
21902,NpSi2,55
21903,Cd2PtRh,75
21904,EuCdPb,95
21905,TiBe2Pb,85
21906,Be3Tc,100
21907,K7NbAs4,60
21908,VAsW2,80
21909,NbTeCl9,50
21910,Nd3InC,65
21911,Na2BeW,130
21912,V4S9Br4,60
21913,Na3DyCl6,50
21914,PrIO,55
21915,LiNi(CO3)2,50
21916,Ba4YOs,75
21917,YZnHg2,90
21918,Th(AsOs2)2,55
21919,LiTm2Pt,70
21920,Tl(FeS)2,90
21921,NaBe2Pb,100
21922,Ti(WO4)2,45
21923,Th2Ge,85
21924,Na3VSO3,45
21925,SmMgTl,70
21926,YbSbPt,70
21927,YbMgAu,115
21928,ScTlSe2,60
21929,Ho(MnSi)2,55
21930,TeO3,45
21931,K2Hg7,85
21932,TlHCO2,50
21933,VSi2As,90
21934,K2BeSb,65
21935,YbCo2,105
21936,AlCr2O4,65
21937,AsH6NO4,45
21938,Na5GeP3,65
21939,Rb3Th,65
21940,HfAu,85
21941,Li2VCrO4,50
21942,HoErCd2,95
21943,Ba2ZnPb,75
21944,Nd2HgO4,45
21945,BaTa2Tl,100
21946,PrTe2,100
21947,Sc4BeTc,65
21948,Ta3B4,65
21949,Tb(SiAg)2,95
21950,Ni3Sn,95
21951,Ba(CdP)2,65
21952,KSb4F3,45
21953,Ba2YNi3O8,80
21954,Th6CoBr5,55
21955,Lu(SiOs)2,60
21956,Y(SiIr)2,85
21957,TiCo5O2,60
21958,Ho2OsPt,95
21959,PbBrF,50
21960,Li2TlAg,100
21961,Mg3Ta,95
21962,FeP4,55
21963,Fe(HO)2,45
21964,NdNiSn,70
21965,TmMg,85
21966,HfIr,115
21967,GaAgS2,60
21968,DyCoC,90
21969,MnBe2Fe,100
21970,Y2O3,45
21971,Mg(AlCl4)2,45
21972,Co2P2O7,50
21973,MnNbP,65
21974,Ba4TiW,75
21975,Y4(FeB2)3,70
21976,Yb2Ge2O7,65
21977,GeSb,65
21978,LiGaAg2,110
21979,Ba4CuRh,80
21980,NaIn2Sn,85
21981,LiZnO2,85
21982,Pr2CuIr,105
21983,U2SeN2,55
21984,LiCaSn,115
21985,U(CuGe)2,75
21986,LaY2Be,95
21987,KCuS,60
21988,NdBN2,55
21989,Nb3Sn,95
21990,Mg2TaNb2O8,50
21991,Tl3Ir,105
21992,PmCdRh2,60
21993,BeTlSb2,135
21994,LuB4Os,95
21995,BaMgOs2,65
21996,Pb4SeBr6,55
21997,Na3CuCSO7,50
21998,CaPmHg2,90
21999,LiUN2,50
22000,KCoAu3(CN)6,55
22001,Be2NbTc2,105
22002,ErH2,85
22003,BaZn2,105
22004,Ba2InPb,100
22005,NiP2,105
22006,Ce2CoSi3,60
22007,Dy(GePd)2,75
22008,LuNiBi,70
22009,Yb2GaHg,100
22010,YP,90
22011,NbNi2Sn,65
22012,YCdPd2,80
22013,TbSe2,110
22014,Nb3I8,55
22015,Mg(TiS2)4,60
22016,UTl2O4,45
22017,NaAg2,95
22018,YB2,135
22019,Rb2NaVF6,45
22020,MnBeRe2,55
22021,Y2BeBi,55
22022,Sm(AlSi)2,125
22023,Ti2N,70
22024,CeB2Ru3,105
22025,ZrAl5Ni2,105
22026,BaNaLi,75
22027,Li(TiS2)3,70
22028,Ti2BeMo,70
22029,BeVRh2,85
22030,Li2VO3,45
22031,KHSeO3,50
22032,Na2BeFe,55
22033,BeVFe,70
22034,In3Pd2,105
22035,Ba2MnSn,85
22036,Sm(GePd)2,75
22037,RbCuO2,50
22038,TbMg2,75
22039,Zn(CN)2,40
22040,Sr2SnHg,95
22041,BrO2F,45
22042,PrAsO4,45
22043,BeTc2Ni,60
22044,SmCuSeF,110
22045,LiSi3Pd,110
22046,Lu2ZnPt,105
22047,YAgSn,65
22048,Sb3Mo,100
22049,BaZr4Cu,75
22050,KBe2Pb,95
22051,BaMgSe4,90
22052,OsRu3,100
22053,MnSn3,80
22054,Tm2O3,45
22055,BeTcCl4,70
22056,Ba4MgSn,80
22057,BaSi,90
22058,Th(CuGe)2,95
22059,Pd(Se3Cl)2,55
22060,YPaRu2,100
22061,CaPd3O4,75
22062,GaAgS2,55
22063,TiBeSn4,95
22064,Ba5Bi3,65
22065,SmMn3,90
22066,Ba2CaMoO6,50
22067,Pm2ZnRu,105
22068,RbBe2P3,50
22069,HfOs3,120
22070,LiTi(SiO3)2,55
22071,Be2InPb,135
22072,Ba4TlTe,90
22073,SbTe2F6,50
22074,TiSiPd,50
22075,BePd2,110
22076,TlBS2,55
22077,CaHfN2,55
22078,TbCl2F,50
22079,Ba3AsN,65
22080,Li2Ni3BiO8,60
22081,ZrBeSi,100
22082,Ca2ZnGe,130
22083,MnGaIr2,55
22084,Co(BiO3)2,85
22085,PrTa3O9,50
22086,BPO4,70
22087,Sc2ZnSe4,65
22088,CoAs,65
22089,TiBeTl,60
22090,Yb2Nd2O5,55
22091,BeZnIn,90
22092,Yb(Ni2As)2,95
22093,BaHfSe4,80
22094,USi2,60
22095,SrBe2Cl,125
22096,V3Co,100
22097,NbSiRu2,100
22098,CaSmHg2,100
22099,NiMoO4,65
22100,CeDyZn2,80
22101,Ca2ScBe,55
22102,BaYBr,65
22103,Mn3NiO8,55
22104,PrSO,45
22105,LiInAg2,115
22106,LiV3Co,50
22107,Ba2Co(B3O)2,50
22108,YBeFe,80
22109,PuRu2,85
22110,BaN,65
22111,Sc2FeAs,65
22112,SmDy3,65
22113,Na2SnTeO6,50
22114,LaBAs,95
22115,Li5Sn2,70
22116,Hf2ReIr,75
22117,K2Mn(SeO3)2,45
22118,HgS,55
22119,Ti2N,65
22120,Li2YAl,65
22121,SrSbSe2F,95
22122,Li2Fe(CoO3)2,50
22123,NaBS2,50
22124,KBeBi,90
22125,CeSb,55
22126,CaBe2Ge,65
22127,HfBeSe2,65
22128,HfMgO3,55
22129,KYb2F7,65
22130,Be2RhPb,70
22131,CaNdRh2,65
22132,ZnWO4,50
22133,ScCoTe,55
22134,Te2WCl6,60
22135,NdMgCd2,90
22136,CaSiSnO5,50
22137,LuIr2,100
22138,TiSnO4,40
22139,LiBe2Se,95
22140,TaZn2SbO6,80
22141,Yb5Ge3,65
22142,Ce2Cu(NO)2,85
22143,ScAlO3,50
22144,Li3Mn4VO8,55
22145,Tb3Al,85
22146,LiPbAu2,60
22147,TaInNi,95
22148,LiBeBr,50
22149,Sc2BeIn,60
22150,MnN,65
22151,Te2Mo,55
22152,SrHgPb,115
22153,ThSn2,105
22154,DyMoClO4,50
22155,SrLi3MnN3,55
22156,Tb2Mg,100
22157,LiVRh2,65
22158,Rb2BeF4,50
22159,Sr2SnO4,55
22160,ZnCu(SiO3)2,50
22161,DyRh2,95
22162,Ca2AuN,105
22163,CeN,65
22164,ScCuSn,65
22165,K2AgAs,60
22166,FePbO3,75
22167,Ba4PRh,85
22168,Mg2TaBiO6,55
22169,BaMgMn4O8,95
22170,LiAuI4,55
22171,Ba4B2N4O,50
22172,BaNaMn,80
22173,V3CrO8,60
22174,InSb,105
22175,TiP,115
22176,MgRhF6,45
22177,CeCdAu2,65
22178,Nd3Pd,90
22179,CeOF,45
22180,Sr2BeBi,80
22181,KAuF4,45
22182,V3(As2O3)2,60
22183,LiPt2,105
22184,BeNbRu,50
22185,Hf4Al3,115
22186,Na2MgH4(SO4)2,45
22187,Ce3In3Ru2,65
22188,YOs2,115
22189,BaCaRu2,85
22190,SrBeBi4,155
22191,CrI2,55
22192,Si4P4Ru,50
22193,LuPd3,105
22194,Mo3Pt,105
22195,Be2TeRh,105
22196,Mn3PtN,65
22197,CdCuSb,105
22198,TiBeGa,80
22199,Ho(GePd)2,100
22200,Mn4CuO8,50
22201,NaBi2AuO5,55
22202,YbCuS2,75
22203,PbCO3,45
22204,PrCrB4,70
22205,Pd3Pb,80
22206,Ba4GeW,105
22207,Mn(PH4)2,50
22208,LiFeF3,45
22209,Nd2ZnGa,110
22210,Co5BiO2,60
22211,Na3Ni2SbO6,75
22212,BeTlSi,90
22213,HoZrSb,95
22214,La2AlNi9,100
22215,YBeMo,60
22216,PrTmMg2,60
22217,LaNiO2,140
22218,SrCaTl2,90
22219,CoPt,100
22220,MoWSeS3,55
22221,SrNiF6,45
22222,AlSn,115
22223,LiCdPd2,90
22224,Tb3SbO7,50
22225,TaF3,70
22226,BeZn2Cr,70
22227,Ta2InCuTe4,65
22228,USbSe,85
22229,Ca5Ge3H,65
22230,AlSbO4,50
22231,BaHfS3,65
22232,Te2MoWSeS,65
22233,BeFePt2,55
22234,ScAsO3,80
22235,Ho5Ga3,100
22236,Li2PtAu,50
22237,ErCd3,95
22238,BaTa2P,65
22239,HfCu3,70
22240,Rh3W,100
22241,TiBe2Cr,80
22242,Tm2TiO5,50
22243,Be2VRh,50
22244,TbTe,105
22245,Be5Au,90
22246,NaMnBe2,60
22247,Y5Mg24,85
22248,Rb2Hg2PdCl8,50
22249,CaPmZn2,85
22250,Be2NiMo,80
22251,BeNbTl2,90
22252,ZrAlRh2,65
22253,K5CuAs2,60
22254,NbRu3C,75
22255,NdErZn2,100
22256,H3ClO,45
22257,NaCaFe2(Si2O)2,50
22258,Mg2CuSbO6,50
22259,Th2TeN2,60
22260,Rb3Ti,60
22261,Tb2Co2I,65
22262,Sc2MnSn,50
22263,PrErIn2,105
22264,NdCuTeO,65
22265,HfAlAu2,95
22266,Nb3FeS6,65
22267,LiLu2Ir,80
22268,Li2Mn2CuO6,50
22269,RbP,65
22270,ScSbRh2,60
22271,Zn2PtRh,90
22272,BeReOs4,90
22273,Sb2O5,55
22274,Tb2C3,70
22275,Rb2ZnH4,55
22276,YbIn5Ir,95
22277,Er2Te3,65
22278,HoRh,115
22279,NaPrAu2,100
22280,RbAu3Se2,55
22281,HfPaTc2,60
22282,Mn3OF5,45
22283,CuBSe2,55
22284,K2Pd3S4,50
22285,Y2Zn7,110
22286,Nb3Cl8,50
22287,BeVSb,70
22288,BeNb2Br,65
22289,LiMg2Ag,105
22290,Ca2ZnRh,100
22291,BaTa2Be,90
22292,CrP2,55
22293,SmTl,75
22294,ZnGeP2,60
22295,CaNi2,100
22296,SbPd3,105
22297,K4TiO4,45
22298,DyCd2,100
22299,NaGeSbO5,50
22300,MgO,45
22301,TaAgS3,90
22302,BaCdGe,80
22303,Ga3Pt2,90
22304,Ba2TlAg,105
22305,Lu2SO2,50
22306,Li3SiNiO5,55
22307,BeRuPb,90
22308,BaTaBr,60
22309,TeN2,90
22310,KSiO3,95
22311,Sc5Cu5O3,50
22312,MgCrF6,50
22313,TlAsRh,110
22314,ZnAgAs,95
22315,BaSb3,75
22316,Sc2TiTl,85
22317,Nd2Ni6Sn,65
22318,RhF3,45
22319,Li2AgAs,50
22320,Ba2MnMoO6,60
22321,Y(FeO2)2,65
22322,BaHf4Cu,70
22323,BeCr4Sn,70
22324,Ba2HfCl,75
22325,Cu(BiO2)2,65
22326,Sr2BeCd,85
22327,NaNO,45
22328,Ti5Sb3,65
22329,Ti2MnNi,90
22330,BaNaH3Pd,60
22331,BaNdMn2O5,85
22332,Tb(NiP)2,65
22333,Hf4BeTe,90
22334,CuCClO,50
22335,HfAu2,90
22336,Zr2SN2,50
22337,LuCuS2,60
22338,Sc2AlCu,60
22339,SmDyRh2,80
22340,ZrBr3,145
22341,Cu3SbS4,85
22342,Be2IrRu,95
22343,RbZnH2Se2BrO6,50
22344,Pr2In,90
22345,YHO2,45
22346,TlPt2S3,55
22347,BaCrTe,95
22348,Y3Mg,70
22349,Ba4HfIr,75
22350,BeSb2Br,145
22351,NbNi3,90
22352,Ho5Co2Bi,90
22353,Ho2Zr2O7,50
22354,Ge3Bi2O9,75
22355,LaAgO2,45
22356,Be2InSb,75
22357,BeTeBr4,75
22358,TiAsOs2,60
22359,RbYS2,50
22360,YbTlPd,135
22361,LiVS2,55
22362,Mn5Si3,60
22363,Nd2MgNi2,90
22364,HfCdAu2,80
22365,Th2AuF,45
22366,KSnOs,60
22367,AgPb4ClO4,55
22368,SrH2(SeO3)2,45
22369,ScCdCu2,85
22370,SiPt,90
22371,BeP4Pb,90
22372,Be2InBi,135
22373,Li(VS2)2,60
22374,Pr2SeO2,50
22375,K(CoO2)2,60
22376,CaGeO3,50
22377,Ca(CuN)2,65
22378,NdBPd3,75
22379,K4BePd,100
22380,CuSe2,110
22381,SmHoRh2,80
22382,SrCa3O4,55
22383,Ag3PSe4,75
22384,DyPPt,95
22385,HoCd3,90
22386,Li3MgPCO7,50
22387,CaSbRh2,90
22388,YBe2Cl,110
22389,BeTe2Pt,120
22390,MnSbRh,55
22391,HfMoSe,85
22392,Sm3IrO7,65
22393,Na2AsAu,75
22394,Hf2SbP,95
22395,RbCdH2I3O,55
22396,ZnSnF6,45
22397,K2WCl6,60
22398,Ba2YSe,95
22399,Fe3Se4,60
22400,LuCd3,95
22401,MgBeTe,110
22402,SnPPd5,80
22403,BaNaTa,65
22404,TiGaNi,70
22405,V(ZnN)2,65
22406,Nb2ReO8,50
22407,NaWO3,135
22408,Sr(SnAs)2,90
22409,Mn2Sn,60
22410,HoNi4B,110
22411,YPPt,80
22412,Ti2B,80
22413,K3Rh,70
22414,BaLaSb2,85
22415,K2PtI6,70
22416,HoHfRu2,85
22417,P3Ir,60
22418,Be2InMo,105
22419,LiMn3(FeO4)2,75
22420,La(NiSn)2,75
22421,MoO3,100
22422,Zr(PS3)2,60
22423,TlBiTe2,75
22424,LuNiBC,90
22425,BePW,60
22426,Ti3Ga,85
22427,Sr3TaGa3(SiO2)2,50
22428,LiCu2Si,105
22429,Yb3GaC,80
22430,AlCu,105
22431,Li4Mn3,45
22432,BeNi4P,90
22433,Ba2AgSb,90
22434,BeReRu2,65
22435,B2IrCl,75
22436,MgBeCu4,95
22437,Li2BeCl,100
22438,ThNCl,50
22439,ZrAu4,85
22440,Li3TaO4,45
22441,C5N4,45
22442,NdInRh2,75
22443,YbMnGe,85
22444,PrMgAg2,95
22445,AlGaN2,55
22446,Th2SN2,50
22447,AsRhBr,60
22448,Pr3(BN2)2,80
22449,S(ClO)2,45
22450,AcOF,45
22451,Mn(AsO3)2,45
