,pretty_comp,mbj_bandgap
2715,Al2Si2O7,7.0295
2716,XeF4,4.3174
2717,Sr3Ga3N5,2.8144
2718,ScNbO4,3.7871
2719,LuBiO3,3.9566
2720,CuSiH8(O2F3)2,0.0613
2721,CaCl2,6.6556
2722,Pd(Se4Cl)2,1.0773
2723,TlIO3,3.3095
2724,SeCl,3.1242
2725,Be2NbCo,0.0093
2726,KC2IN2,5.4522
2727,PrZr3F5,6.2519
2728,TiHgO3,2.1835
2729,PmHgAu2,0.0096
2730,InBr3,3.7113
2731,HoSe,0.0137
2732,CaUO4,2.3082
2733,PrTlTe2,1.0087
2734,AgNO2,1.7584
2735,AuCN,2.0266
2736,Nb3B4,0.0027
2737,ThGeO4,4.8762
2738,NdZn,0.0174
2739,Y2Te5O3,4.5809
2740,GaAsPd5,0.0384
2741,Ca2Ti3O8,3.2674
2742,ZnSiAs2,1.852
2743,KSbO3,2.4325
2744,LiZnPS4,3.4219
2745,NbCo2,0.0141
2746,HgMoO4,3.2264
2747,S3(NO)2,2.2698
2748,PtPbF6,2.2363
2749,Hg2As3Br,1.6205
2750,CaHgO2,3.2018
2751,Rb(CO)2,4.0077
2752,Nb2Tl5S4Br9,1.9498
2753,CsK2Sb,2.0427
2754,Sm3BWO9,4.2983
2755,YAgHg2,0.0492
2756,NaH2N,4.6126
2757,BeSiIr2,0.0108
2758,RbSO2F,5.9304
2759,BaNi2Br,0.8684
2760,RbYbO2,6.4238
2761,GaI3,2.9241
2762,Ba3Hf2O7,4.9807
2763,NaAlB4,2.0939
2764,BaTe3,1.2887
2765,Hg2SeO4,2.5637
2766,Yb(NdS2)2,2.3516
2767,Sb2O5,1.5818
2768,Ca2AgBi,0.0539
2769,AsF5,6.443
2770,AcN,1.5908
2771,TlAu3,0.0022
2772,Ba4OsCl,0.0157
2773,Dy2Hf2O7,4.9342
2774,BiMoRh,0.0046
2775,BeCoBi4,0.0136
2776,Ba2SbAu,0.8916
2777,BaCO3,6.5528
2778,Ca2BiSbO6,1.5691
2779,Mg2H4Ru,1.1144
2780,Na4Br2O,3.7503
2781,Pb2ClOF,3.8795
2782,BSb,1.2216
2783,AlCo,0.0227
2784,Hf2OsRh,0.0212
2785,SrAlSi,0.0077
2786,ErN,1.203
2787,MnBe2In,0.0062
2788,AuClO,1.4755
2789,K4CaU3O2,2.4067
2790,CuAuF5,0.0006
2791,ZrTlCuS3,0.8771
2792,K3SbO4,3.642
2793,BiBrO,3.2106
2794,Be2NbOs,0.0061
2795,VOF3,2.3766
2796,BeNb2P,0.0044
2797,BiN,0.8063
2798,OsC,0.3402
2799,Mn2CoSn,0.0073
2800,Na3Sb,1.3952
2801,SNF,4.976
2802,AgNO2,1.7804
2803,SrCa3O4,4.8938
2804,Ga2S3,3.2436
2805,USiAu,0.0146
2806,HoCl3,4.4381
2807,KNbO3,2.4019
2808,NaCaSiHO4,7.4549
2809,Na6ZnS4,4.502
2810,Tm2PdPt,0.0168
2811,ZnSeO4,4.0915
2812,Ba4RhPb,0.0268
2813,Rb2TaCuS4,2.6013
2814,TiHgO3,0.4144
2815,Hf2Hg,0.0053
2816,TbAu2,0.009000000000000001
2817,Ti(NCl)3,2.3559
2818,Sr(AsO3)2,4.7412
2819,BeI2,4.7704
2820,Pm2S3,3.5219
2821,GaAgS2,1.8957
2822,CoH6(SeO4)2,1.726
2823,Zr2Ga3,0.0191
2824,Li2SbAu,0.0116
2825,Ba2MgTe,0.0148
2826,AlSeBr7,3.1223
2827,KInP2S7,3.0818
2828,Mn3PdN,0.0233
2829,BaS,3.2256
2830,TiAl3,0.0066
2831,YbH2,3.1502
2832,GeClO2F5,2.2324
2833,KBeGe2,0.0085
2834,Na2Sm2Ti3,2.6783
2835,NbSeI,1.0652
2836,Sb2S3,1.8873
2837,Na3N,0.2578
2838,RbBS3,3.3563
2839,NaBi2AuO5,1.425
2840,Al2SiO5,7.4871
2841,TbYbHg2,0.0287
2842,TbBi5O9,2.7133
2843,BeCu2P,0.0177
2844,SmNiC2,0.0016
2845,Er2SeO2,3.6458
2846,KPF6,9.9645
2847,CrOF,0.0023
2848,NdCuSn,0.0417
2849,U(HO2)2,2.0309
2850,CrCdO4,2.4679
2851,Ba3MgNb2O9,3.3612
2852,BaH4O3,6.1835
2853,MgRh3,0.002
2854,MgTa,0.0053
2855,UBi,0.0221
2856,NaPrS2,2.9514
2857,NaI(OF)2,5.8822
2858,Sm3Ti,0.0052
2859,ScTa(PbO3)2,3.732
2860,SrS,3.6129
2861,FeTeAs,0.4302
2862,BaVClO3,2.5617
2863,BaFePt2,0.0062
2864,ErTe,0.0081
2865,NaBiO3,1.8365
2866,PbBrCl,4.3923
2867,NaMgAs,2.2268
2868,Li2CrCo3O8,0.0401
2869,K2NiO2,3.637
2870,Er2Be2GeO7,6.4809
2871,Np(Al2Fe)4,0.0066
2872,Hf2Ag,0.0008
2873,Na4Al3Ge3ClO2,6.8222
2874,MnBe2Pd,0.001
2875,Ba2NCl,2.1095
2876,Al2CdCl8,7.778
2877,UCl6,1.5508
2878,Nd2ScSi2,0.0168
2879,Li3PrBi2,0.1136
2880,Y2MgS4,2.6342
2881,GeCl4,5.8583
2882,K2BeOs,0.402
2883,CoSnC4Cl3O4,2.775
2884,ThMgZn2,0.0329
2885,HoH2ClO2,6.3809
2886,ZrS3,1.5608
2887,ZrHgO3,0.2482
2888,Lu6UO2,2.2231
2889,YAgS2,2.4067
2890,BeCo4Sb,0.0172
2891,YLuO3,5.6857
2892,BaSb2F2,6.2308
2893,Al5HO8,6.0169
2894,AcGaTe2,1.047
2895,V2Pb3O8,3.0725
2896,Li2ThN2,3.0057
2897,Na3In2P3O2,5.7304
2898,SrAcTl2,0.0224
2899,TaAsSe,0.066
2900,Ca2Bi,0.0224
2901,Cu2Te,0.0337
2902,Na3AuS2,3.8482
2903,SrClF,7.9108
2904,HfTiO4,3.2242
2905,Cu2SnHgSe4,0.3172
2906,K2PAu,1.7492
2907,K4CO4,6.1597
2908,Te(HO)6,3.0397
2909,CaTcN3,0.4904
2910,Ti2MnSi,0.025
2911,V2O5,2.145
2912,Te2OsCl2,2.1228
2913,KAuSe,3.1169
2914,CaCO3,6.9049
2915,HgF2,3.4297
2916,YZr4O9,0.0118
2917,SbIrS,1.6191
2918,Be2P2O7,8.5267
2919,Nb3Si,0.0195
2920,BaCdTe,1.7414
2921,Rb2Sn2O3,2.4851
2922,LuSbRh2,0.0224
2923,Sr(CdP)2,1.6267
2924,NaLaTiO4,3.3522
2925,Pm2ZnPt,0.0065
2926,Zn2PtO4,1.3524
2927,SrN6,4.6610000000000005
2928,Sm2Ta2Cl2O7,4.3334
2929,SrBe3O4,6.7068
2930,LiZn2Cu,1.5575
2931,HoC2,0.0083
2932,HfZnCo2,0.0203
2933,RbHgF3,2.9773
2934,Li2Fe3SnO8,0.0342
2935,Si3N4,4.9488
2936,HfC,0.1481
2937,GeBi2O5,4.1565
2938,PrVO4,3.3673
2939,Na2BH4ClO4,7.3387
2940,SmPPd,0.0147
2941,Ho2InAg,0.0044
2942,Na2Mg(CO3)2,6.7956
2943,ZrAlRh2,0.0288
2944,CaTe,0.5923
2945,Ba4HfGa,0.0129
2946,Te3As2,0.4886
2947,SbIr,0.031
2948,NaBeRu,0.0144
2949,NaH,4.5682
2950,As(IF3)2,1.3718
2951,TaAgF6,3.8036
2952,KTlO,2.5821
2953,V2MoO8,1.4965
2954,H4NClO2,4.3307
2955,HoMoClO4,3.5748
2956,TlPd3,0.0156
2957,TbCl2F,6.5787
2958,BeCrCu2,0.0034
2959,Ba4ZrTc,0.009000000000000001
2960,Eu2O3,5.4318
2961,HfMgIr2,0.0405
2962,LuSbRu2,0.0172
2963,K3BP2,2.7336
2964,TiHg,0.0044
2965,YbCuBi,0.08199999999999999
2966,Sr2YSbO6,5.3183
2967,Sr3TeO6,4.5267
2968,Sb2Ir,0.5968
2969,KMnAg3(CN)6,1.5962
2970,HgCl2,4.4379
2971,Ba2CaI6,4.3052
2972,NdCoSi,0.0073
2973,Si3Ru2,0.0266
2974,K3H5Pt,4.2636
2975,SiC(ClF)3,7.7598
2976,Nd(CoAs)2,0.001
2977,K3NbSe4,2.1243
2978,Zn2NiRh,0.0904
2979,Pb2S(O2F)2,5.4948
2980,Ba2SnO4,3.7675
2981,Mg(CO2)2,5.162000000000001
2982,Li3Co,0.0073
2983,BiTeIO3,3.2075
2984,InFeAs,0.018000000000000002
2985,BaSi6N8O,5.3852
2986,CuCSN,2.4251
2987,TlPbI3,2.7976
2988,UIn3,0.0058
2989,ScAg(PSe3)2,1.8881
2990,KSc2Co,0.0184
2991,Ca2CoSi2O7,2.8473
2992,MnBe2Sn,0.0083
2993,KAuF6,2.1427
2994,BaTiSi2,0.0128
2995,ZrO,0.0732
2996,AgCl,2.6689
2997,NaSr2Tl,0.0246
2998,Ba2YNbO6,3.6082
2999,PuAs,0.0101
3000,Zr3GeO8,4.7484
3001,SnF4,5.641
3002,NaMnBi,0.0297
3003,CaTiGeO5,3.2425
3004,BaCaI4,4.1139
3005,Ti2Bi2O7,2.8828
3006,Ba2BrN,2.0879
3007,Ba4TeMo,0.0643
3008,Be(CN)2,6.9734
3009,MgZrO3,3.4392
3010,Rb2LiVO4,3.9367
3011,Tb2PbS4,2.7006
3012,CaTi2O4,0.0028
3013,Ba3CaI8,4.0425
3014,InAg(PSe3)2,1.4987
3015,Be(SiRu)2,0.0256
3016,NaLiTe,3.0455
3017,HgB2(CN)8,5.8449
3018,Ni3Mo,0.0091
3019,Rb2P3,1.2821
3020,BaNd2ZnS5,1.9455
3021,Cr2FeTe4,0.0066
3022,PbWO4,3.9342
3023,K2MgH4,6.221
3024,K3SbSe3,3.2836
3025,As2Ru,0.6259
3026,Nd2CdSe4,1.938
3027,K4UO5,4.7319
3028,LuBr3,4.2067
3029,KAgSe,2.0379
3030,NbNiB,0.0049
3031,BeBiMo2,0.0091
3032,RbErO2,5.3660000000000005
3033,KBeTc,0.0009
3034,LuI3,2.7248
3035,Be2CoIr,0.0075
3036,Sb3Ir,0.2387
3037,LiMgSb,1.5345
3038,Na3BS3,3.955
3039,RhC,0.0158
3040,TlHCO2,4.651
3041,ZrCoBi,1.03
3042,Sr2Cu(BO3)2,4.573
3043,SmRh,0.0127
3044,NbN,0.0267
3045,Tb3NbO7,3.1114
3046,KAu(CN)2,2.9756
3047,KZnF3,6.6027
3048,Ba2SrW,0.0374
3049,AuSe,0.0413
3050,Si3Bi2O9,5.259
3051,BeTc2Pd,0.0138
3052,BaC2,3.0936
3053,Ba2TlSb,0.0283
3054,Na3ScBr6,3.9801
3055,Ca2Sb,0.1404
3056,CaBeBr,0.0475
3057,Sc2ZnTc,0.0303
3058,ZnAg,0.0351
3059,MnH,0.0015
3060,Rb2O,4.2543
3061,NdTeF,1.0322
3062,YbB2,0.0097
3063,HgSO4,3.4173
3064,MgNiBi,0.0375
3065,Rb2TiCl6,2.5114
3066,TbNbO4,4.7289
3067,Rb2Te5,0.765
3068,Sr2B5H2O,7.0561
3069,Mn2BeIr,0.004
3070,KY3,8.2165
3071,K2BeCo,0.0277
3072,LiPm2Pt,0.0078
3073,Ca2Sn3O8,4.3187
3074,Mg(GaO2)2,4.506
3075,Sm(CrSi)2,0.0063
3076,Pd(SeBr3)2,1.2445
3077,Ba4GeSe,0.0231
3078,TiNbTc2,0.0281
3079,CaAgBi,0.2387
3080,SmClO,6.0163
3081,Ba3PN,0.5217
3082,TlCoCl3,0.0234
3083,TlPF6,6.9874
3084,YbO,5.8034
3085,TlS,1.2385
3086,ZnPS3,3.2801
3087,TbBi2BrO4,3.0336
3088,Ca(PrS2)2,2.7502
3089,TmIO,4.5069
3090,BaTe2,1.2734
3091,BeV2Pt,0.0027
3092,Ba2S3,2.783
3093,TiBe2Sb,0.0059
3094,YScBe,0.0061
3095,CrGaP2,0.0079
3096,Tb(SiIr)2,0.0009
3097,KC,5.5027
3098,GaSeBr7,2.9742
3099,Ca2SnS4,0.1579
3100,MoPt2,0.0003
3101,SmMnSi,0.0041
3102,Dy2SO2,4.3631
3103,AgHg3SbO6,1.5086
3104,Na2CrCl4,0.0031
3105,CaCd3O4,2.0987
3106,CaFeF4,4.7792
3107,K3NaCr2O8,3.1797
3108,BAs,1.8453
3109,Tm2Ti2O7,3.0936
3110,YbGa4,0.0071
3111,SeI2,1.4369
3112,SmMgZn2,0.0451
3113,Sm(SiPd)2,0.0009
3114,TeAsRu,0.8801
3115,Na2Ni2O3,0.0186
3116,Al2FeIr,0.0337
3117,RbTcO4,3.9093
3118,ZrMn2,0.0051
3119,Zr2N2O,1.6933
3120,KHo2CuS4,1.3262
3121,SmSb,0.1452
3122,Be2RhPb,0.0141
3123,Li2DyIn,0.0983
3124,Na2CO5,7.4086
3125,Li3Co3OF7,0.0033
3126,Ba2TaBiO6,3.8643
3127,Sc2PdRu,0.029
3128,Cu2PbO2,0.7168
3129,LiV(PO3)3,0.6813
3130,YInAg2,0.0922
3131,SmIO,3.6786
3132,Hf2Te,0.0074
3133,Li5NCl2,2.7762
3134,Zn(FeO2)2,0.0254
3135,V5Te4,0.0571
3136,BaCo2Br,0.84
3137,NbS,0.0208
3138,Y2S2O,3.2271
3139,HoInPd2,0.0204
3140,Tb2Be2O5,3.8777
3141,NbCl4,1.2337
3142,BaNaSr2,0.0033
3143,AlAgO2,2.3749
3144,BeSnCl,0.0015
3145,NaH3SO5,8.5932
3146,NdAl2,0.017
3147,YbSbPd2,0.0564
3148,TiZn,0.0408
3149,InCu,0.0054
3150,BeSbCl,0.0166
3151,HfBeCo4,0.0168
3152,RbAu(SeO4)2,1.8809
3153,Ho(PRu)2,0.0164
3154,Na3DyCl6,6.9675
3155,RbHO,6.0137
3156,CaI2,4.3738
3157,BiPbClO2,3.2913
3158,Ba2DyNbO6,3.6628
3159,CaZnF4,7.9988
3160,CdP2(HO)4,6.9309
3161,LuNbO4,3.9462
3162,KH2I3O,2.4617
3163,Tl3AsS4,2.0725
3164,Ga2Te5,1.4485
3165,GaCl3,6.0326
3166,CdGeAs2,0.5228
3167,Bi4O3F7,4.8807
3168,Ho(SiNi)2,0.0029
3169,UCd2O5,2.2056
3170,NaCa2In,0.0788
3171,RbBeH3,5.6466
3172,AlVPt,0.1234
3173,Pr2AlNO3,2.0856
3174,MnInNi2,0.0389
3175,Mg3NF3,6.3379
3176,Rb2NaGaF6,9.1548
3177,TiMnO4,0.0074
3178,Na2TiGeO5,3.9165
3179,Cd2PdRh,0.0536
3180,SmP,0.302
3181,NiSnH2(OF)6,2.4738
3182,Na2H4Pd,2.6984
3183,BeCu4Pt,0.0177
3184,VBiO4,2.4037
3185,V2O5,1.7464
3186,SrSn(BO3)2,5.4905
3187,KAg2AsO4,1.6826
3188,TaBeCl,0.0209
3189,Sb2Os,0.6265
3190,V3Ir,0.0053
3191,BaSrLi2,0.012
3192,ErAgSe2,1.1454
3193,Na2IrO3,1.9473
3194,Ca3GeO,0.3111
3195,TiVO4,0.0106
3196,Mg2Pb,0.0596
3197,SmBr,0.1495
3198,Ba4HgBi,0.0111
3199,Sm2Hf2O7,5.4266
3200,HgO2,1.8886
3201,AlI3,3.759
3202,DyAgSn,0.1149
3203,NdTa3O9,4.4041
3204,DyAgTe2,1.3398
3205,Hg(IO3)2,4.0226
3206,SrBeSb,0.0338
3207,Li3Co3NiO8,0.0032
3208,ZrZnN2,2.6893
3209,Cr3Pt,0.0082
3210,BeTeW,0.0491
3211,Na6PbO5,2.7
3212,KCrF3,0.1013
3213,BeNbSi2,0.0132
3214,UWC2,0.0051
3215,CoHgC4(SeN)4,2.1325
3216,BeNbCo4,0.018000000000000002
3217,RbNpO3,0.0436
3218,SrPS3,4.0708
3219,BeTcPd,0.0069
3220,CdF2,6.3799
3221,NaNdTl2,0.0146
3222,K2TiO3,4.102
3223,ZnCl2,6.1935
3224,TiCd,0.0061
3225,Na2ZnCl4,7.1933
3226,CaSnF6,8.1493
3227,Ga(IO3)3,4.3465
3228,ScBe2Re,0.0129
3229,Ge2N2O,4.3293
3230,Na2BePb,0.0418
3231,Sb2O5,1.3658
3232,U(GePd)2,0.0014
3233,SrTa2H2O7,3.4398
3234,LuAgO2,3.0547
3235,TiS,0.0213
3236,HPbI3,2.6699
3237,CaAs3,0.0802
3238,TbCl3,4.8299
3239,AgPtO2,0.4581
3240,Pa2SbTe,0.0022
3241,HgSe,1.6398
3242,AlBiBr6,3.5285
3243,UOs2,0.011
3244,NaBiSe2,0.8874
3245,Lu2Si2O7,7.3243
3246,Tm2Te5O3,4.5885
3247,Sc2CdAg,0.0116
3248,KBi(PS3)2,2.8559
3249,MgC2,3.3948
3250,K2RuCl6,2.0598
3251,BaCo2(PO4)2,0.002
3252,NaZnAs,1.4059
3253,Nb2MoO8,1.8747
3254,Te9Mo8S7,1.0876
3255,K2OsBr6,2.0523
3256,VBO4,2.925
3257,BeRe2Os,0.0029
3258,Er(BiO2)3,3.0922
3259,KBiO2,3.3086
3260,Te2Mo,0.0035
3261,AgHgAsS3,1.8371
3262,BeBiSe,0.008
3263,HoGeAu,0.051
3264,ZrSiO4,4.6901
3265,CrCo3,0.0006
3266,CaHfO3,5.194
3267,Ti2CoIr,0.005
3268,Ba4BiP,0.0613
3269,Tm2O3,6.1316
3270,BeTe,2.8207
3271,HoN,1.143
3272,Ba2TbSbO6,4.8228
3273,RbNaSi2O5,6.9519
3274,TaBeGa2,0.0063
3275,PrZn,0.008
3276,RbCaCO3F,6.9657
3277,HoSF,2.5291
3278,SrTePd,0.8604
3279,TiFe(BiO3)2,0.0041
3280,PBr3,4.1101
3281,U3Cl,0.001
3282,Na6CoSe4,2.1013
3283,KAcTe2,1.5988
3284,BaAg,0.0055
3285,CeSmI4,0.0015
3286,SrCdO2,2.2161
3287,Rb2WBr6,0.0205
3288,Rh(OF3)2,0.13699999999999998
3289,Ti2BeCo,0.0009
3290,Sc2BeBr,0.0676
3291,KrF2,4.1532
3292,MnAu,0.0021
3293,Lu2TeO6,3.8157
3294,SrCuSO,0.0073
3295,CdPbF6,4.0793
3296,TlIO4,1.732
3297,BC7,0.0081
3298,DyAlNi,0.0064
3299,Li3Bi,0.893
3300,KAuC2,2.8759
3301,TaInSe2,0.0113
3302,Ti2InFe,0.005
3303,Fe2AsSe,0.0125
3304,NaAuC2,2.2398
3305,KCrCl3,0.0272
3306,NaAsS2,2.0967
3307,Ho2ZnRu,0.0168
3308,RbTeAu,1.8298
3309,USiIr,0.0056
3310,SBr,2.6384
3311,VSnPO5,0.02
3312,Lu2SO2,4.8336
3313,CdGaRh2,0.16899999999999998
3314,Li8NO3,4.708
3315,Li2CaGe,0.0955
3316,CuTe2Cl,0.4838
3317,GaTeCl,2.9901
3318,Ba(InTe2)2,1.4918
3319,KBaTi,0.0145
3320,MgTaZn,0.0298
3321,Sn3N4,1.2875
3322,KBeNb,0.006
3323,ZrBe2Os,0.0064
3324,BaO,3.4113
3325,KSrNb2O6F,2.6153
3326,Al2HgS4,3.0307
3327,Rb2NaTlCl6,3.2199
3328,Cd(HO)2,3.9194
3329,AlPS4,3.395
3330,Tb3CuGeS7,2.3856
3331,LiZnSb,0.9981
3332,SrAlSiH,1.0321
3333,Na2PdS2,1.4905
3334,K2AgSb,1.9601
3335,CaSbAu,0.0653
3336,WSe2,1.5869
3337,RbNaTiO3,3.9303
3338,Na4ScBe,0.0588
3339,PaAs2,0.0013
3340,CSO,5.3711
3341,BiTeBr,1.8995
3342,K2NaAs,1.704
3343,EuTlS2,2.5435
3344,GeH3Cl,6.8874
3345,NbTl3Se4,2.0641
3346,Mg(SnO2)4,1.5469
3347,K3Ta3(BO)2,3.972
3348,Ca2MgSi2O7,6.8998
3349,KSr2Be,0.014
3350,SrSc2O4,4.6541
3351,BaAg2(HgO2)2,1.889
3352,YbIn2Ni,0.0024
3353,Ta(TeBr3)2,1.0206
3354,YNiP,0.6609999999999999
3355,BeNbOs2,0.0043
3356,BaSnHgS4,2.9185
3357,Rb2CO3,6.75
3358,VP2,0.0163
3359,Si3As4,0.9377
3360,MgSnF4,4.7094
3361,B6As,2.9285
3362,MgSiP2,2.2358
3363,BaCN2,5.0702
3364,CaMg2N2,3.4522
3365,Np(MnSi)2,0.0009
3366,H6PbCNCl3,3.5799
3367,BaSrPb2,0.004
3368,Tl2MoO4,3.5257
3369,Be2MoCl,0.0009
3370,BeSiIr2,0.0092
3371,YSiAu,0.0158
3372,AuSeClO3,1.7053
3373,Ba4CaTa,0.0483
3374,PHN2,6.1326
3375,HfGaCu,0.0145
3376,W2NCl8,0.1608
3377,NaH3CN4O,5.1454
3378,Y2NCl3,3.0625
3379,ReTeS,0.5655
3380,Ba4MgW,0.0625
3381,YbB6,0.1159
3382,Na2Zn2Se3,2.9305
3383,CdBiSe2I,1.9468
3384,YTiF5,0.0176
3385,Li5AuO4,2.5729
3386,Ba3N2,0.7242
3387,BeRuRh2,0.0021
3388,NaBe2Fe,0.0101
3389,Ac2O3,5.3308
3390,ZrGeTe,0.0564
3391,RbZn4P3,1.0336
3392,BeVOs2,0.0031
3393,TiCo2Si,0.0502
3394,BiSBr,2.6672
3395,TaGaCo2,0.03
3396,TiSnO4,2.6654
3397,Rb3AlO3,5.0204
3398,TbTl,0.013
3399,NaSi2N3,5.6425
3400,Pr2Be2GeO7,6.2775
3401,Ta2AgF2,5.9156
3402,Ca4As2O,1.795
3403,CrNi2Hg,0.0179
3404,SrAlGeH,1.2384
3405,NaPd3,0.0182
3406,KVOF4,3.5515
3407,GaH5(NF)2,4.9186
3408,SnI2,1.5145
3409,ScBeNi2,0.006999999999999999
3410,Li5SiP3,1.6853
3411,Ti2Co,0.0315
3412,NaRuO2,1.6267
3413,Ba4HfSc,0.0201
3414,BaNaBi,1.1242
3415,ScInPt2,0.0164
3416,HoBiPt,0.1391
3417,CaVF5,0.1126
3418,K2BeTl,0.0142
3419,HPbBrO,4.2819
3420,K2O,5.371
3421,Lu2IrPd,0.0194
3422,Ba2CuClO2,2.7
3423,Ca2Sn,1.021
3424,W3O8,0.416
3425,Sc2ZnCu,0.0138
3426,TaCo3,0.0082
3427,NdVO4,3.3457
3428,TiCoO3,0.0092
3429,PrO,0.0192
3430,ScTaO4,5.065
3431,K2O2,4.2401
3432,MgO,6.8046
3433,KTeHOF4,7.5967
3434,RbNaS,4.5734
3435,Er2ZnIr,0.0189
3436,VMo2As,0.008
3437,NaZr2CoF,1.9915
3438,HgS,0.6292
3439,NaGe2N3,3.8184
3440,Y2MgSe4,2.1352
3441,TiGaFeCo,0.1984
3442,TmClO,6.2272
3443,TiBe2Cd,0.0059
3444,AgBr,1.978
3445,Sm2CuRu,0.0811
3446,Tm2RuPt,0.0347
3447,K3AuO,1.7865
3448,HfBeNb2,0.0049
3449,PmCl3,4.8642
3450,MnBe2Se,0.006999999999999999
3451,PrAlO3,4.0704
3452,KPt2S3,1.7265
3453,Ba4CaTc,0.026
3454,Sm2PbS4,2.6618
3455,NaAlO2,7.3082
3456,Na2Cu3(Ge2O)2,0.2412
3457,DyTe2,0.0161
3458,Si2CN4,5.8006
3459,KBePO4,8.3622
3460,Cd3TeO6,2.285
3461,ClF,3.7989
3462,Nb2SiTe4,0.0106
3463,TlSbSe2,1.1712
3464,SmYAg2,0.0188
3465,KMgBi,1.3604
3466,Cr2B,0.006
3467,FePd,0.0048
3468,Rb2InGaF6,4.1642
3469,TiH8(NF3)2,4.7617
3470,Be2NbSb,0.0264
3471,ZrSnPt,1.0604
3472,KAlSiO4,7.5089
3473,Na4C2O5,5.0075
3474,SmSiRu,0.0071
3475,GaFeCo2,0.0197
3476,ErVO4,3.2858
3477,VCoTe,0.0205
3478,U3O5,0.0078
3479,BaH5BrO3,6.5932
3480,Sr(FeAs)2,0.0013
3481,K2Ag2SnSe4,1.8542
3482,Hf(Te2Cl3)2,1.0686
3483,NaSrBO3,6.4518
3484,Tl3BSe3,1.5832
3485,RbCdF3,6.2864
3486,Lu2S3,3.4601
3487,CaTiO3,2.8175
3488,BaCa3O4,3.7258
3489,NaCN,7.3035
3490,MgTeH2O9,5.9883
3491,TbSF,2.5689
3492,Ba2SmMoO6,0.0052
3493,ThSnPt,0.6815
3494,Nd(SiPd)2,0.0036
3495,BeV2Cr,0.0034
3496,HoSO,2.5924
3497,K2SbF5,6.8375
3498,BePOs,0.0032
3499,KPS3,2.506
3500,Sr(H2O3)2,4.5662
3501,TlZnF3,5.3118
3502,BaMgIn,0.0209
3503,Hg3As8(S4Br3)2,2.7165
3504,K2Te,3.9507
3505,V(CrS2)2,0.003
3506,Er2OsPd,0.0169
3507,Ca2MgBe,0.0098
3508,NbCu3Se4,1.374
3509,TiAsAu,0.0127
3510,LuSbPt,0.4614
3511,NbOF3,4.6796
3512,Yb(NdS2)2,2.8344
3513,BaMo(PO4)2,0.0136
3514,ThSeO,1.329
3515,KNdPdO3,0.5238
3516,NbBr5,1.8838
3517,K2MgCl4,7.5615
3518,ErN,0.1304
3519,ScCl3,3.8642
3520,ThPt,0.0041
3521,Er(SiPt)2,0.0105
3522,Dy(SiOs)2,0.0016
3523,U2Co2Sn,0.004
3524,Y2Ge2O7,6.3754
3525,DySiRu,0.0053
3526,Tm2S3,3.4153
3527,Tb(NiB)2,0.0077
3528,Rb3InS3,4.0325
3529,ZnSnO3,3.0497
3530,Pr2SeO2,3.6182
3531,Sb3O4F,3.7226
3532,BaC2(SN)2,4.698
3533,Re2N,0.0098
3534,LiMgSbPd,0.0523
3535,Na2MoO4,4.918
3536,HfTaNO3,2.8962
3537,SmCuS2,1.616
3538,Lu(AlC)3,0.7421
3539,Be4TeO7,2.6342
3540,S(ClO)2,4.8584
3541,Rb2PdC2,2.3724
3542,Hg3AsS4Br,2.6268
3543,MgH2SeO5,5.1048
3544,LiBeH3,3.881
3545,YOF,6.5079
3546,LiGeBO4,3.5691
3547,TiCdO3,3.7106
3548,BaWN3,1.6721
3549,MgFe(SiO3)2,1.1354
3550,Li2FeO2,0.0085
3551,Li6Br3N,3.9417
3552,ZnP4,1.3999
3553,MgTiF4,0.6066
3554,HgBr,2.6180000000000003
3555,Sm2TlHg,0.0163
3556,AlBN2,4.4768
3557,BaTiBr,0.026
3558,PBr7,2.1497
3559,VH6(OF)3,1.8826
3560,BaSi2Mo,0.0029
3561,CdGeO3,3.4412
3562,TbAgTe2,1.2973
3563,LiClO2,2.7661
3564,KLiZnO2,4.205
3565,Sm(SiNi)2,0.004
3566,Mn2Sb,0.0102
3567,Te2Mo3WS6,0.254
3568,ReTeAs,0.0001
3569,ThS,0.0092
3570,BaErCuS3,1.6319
3571,RbAuBr3,0.4679
3572,K2NaAlP2,2.8606
3573,Ag2CO3,1.7944
3574,Ba(PdS2)2,1.1096
3575,SmCoSi3,0.0104
3576,CaTiF6,5.0496
3577,NbSbRu,0.4203
3578,NaRhO2,1.4829
3579,Tl3Ga9S3O2,3.1899
3580,RbYO2,5.2533
3581,HCN,7.5907
3582,PrAs,0.3052
3583,Tm2BeOs,0.08
3584,K2S,4.3032
3585,Ca3Zn2(CuP2)2,0.4442
3586,Rb2GeS3,3.3305
3587,NdCo2,0.0022
3588,SnF3,3.7845
3589,Al2CdS4,3.3953
3590,Dy2PbS4,2.7899
3591,KNaTiO3,4.1912
3592,Sc(CuSi)2,0.0077
3593,Hf(CoSi)2,0.0052
3594,HfBiO4,1.4624
3595,KMgSb,1.9673
3596,K2BeRu,0.0554
3597,YbFeB4,0.0098
3598,Ca2AsAu,0.5778
3599,ScAsPt,0.4808
3600,Co3(SnS)2,0.0277
3601,Sr5As3O2F,6.0101
3602,Tb(SiAg)2,0.0049
3603,Ba2CaMo,0.0458
3604,SmRhC2,0.0061
3605,CuI,1.8573
3606,DyAs,0.3381
3607,Y2SiCO7,6.1545
