,pretty_comp,optb88vdw_bandgap
19111,TbMgCd2,0.0
19112,In2Bi,0.0
19113,BeSnCl,0.0
19114,LiP5,0.6066
19115,FeIr3,0.0
19116,LiAl2Pt,0.0
19117,HfN,0.0
19118,YbSnRh2,0.0
19119,UGa,0.0
19120,CuHOF,0.0
19121,BeCdTe2,0.0
19122,SrSnO3,1.2637
19123,AlGa3N4,2.42
19124,Sm5Mg,0.0
19125,HfTaNO3,1.9508
19126,ThH3,0.0
19127,BaPIr2,0.0
19128,Li4Cr3GaO8,1.2305
19129,Ta2MoO8,0.8422
19130,Ba2Bi2O5,1.9931
19131,Er2AgIr,0.0
19132,K2NaInAs2,0.7153
19133,Li8Co5,0.0
19134,DyS2,0.0
19135,Si2O5,3.2278
19136,NaSi2Pd3,0.0
19137,MgAlAg2,0.0
19138,NaSmAu2,0.0
19139,PaGe3,0.0
19140,Zr3In,0.0
19141,PtN2,1.1022
19142,AlB2Pb,0.0
19143,Ba4MnZn,0.0
19144,MoRh,0.0
19145,CeCoC2,0.0
19146,KLi6TaO6,4.4359
19147,Rb2CoO3,0.0
19148,MnAu,0.0
19149,HoInPd2,0.0
19150,Pr2NiIr,0.0
19151,U2Cr3Si,0.0
19152,BePtBr2,0.0
19153,Ho2V2O7,0.2972
19154,Sr2Bi,0.0
19155,Ba4NbPt,0.0
19156,Sm2TlAg,0.0
19157,Ba2UFeO6,0.0
19158,ScTlO2,1.1183
19159,Ni3S,0.0
19160,CaAu5,0.0
19161,Li2CuSnO4,0.4402
19162,Bi2CO5,1.231
19163,ZrBe2Ru,0.0
19164,Sr(YS2)2,2.224
19165,SnBrCl,1.3544
19166,PrSb,0.0
19167,AsPPd2,0.0
19168,Mg(MnS2)2,0.0
19169,K6MnSe4,1.2256
19170,Np(SiRh)2,0.0
19171,NbOF3,3.733
19172,K2As2Pd,0.6774
19173,Na2SrFe,0.0
19174,PaO3,0.0
19175,K2NaInP2,1.1144
19176,Pr3GaC,0.0
19177,Sr2UMn,0.0
19178,BeNiPt,0.0
19179,AgCNO,1.3709
19180,MgPaRu2,0.0
19181,TlFeSe2,0.0
19182,In(FeO2)2,0.0
19183,PrB2Ir3,0.0
19184,U(MnAl2)4,0.0
19185,MgBeSn,0.0
19186,KCdF3,3.1755
19187,Mn2BeBi,0.0
19188,YAs,0.0
19189,LiAsF6,5.2034
19190,NbCo2,0.0
19191,Yb2PdPt,0.0
19192,BaYb2NiO5,0.0
19193,Sr2Mg(BO3)2,4.9746
19194,Sc2AlHg,0.0
19195,BaMnPb,0.0
19196,CrSi2,0.0
19197,UN,0.0
19198,ErAl3,0.0
19199,KRb2NiF6,0.0
19200,YBeCo2,0.0
19201,HRh,0.0
19202,Ba2CdCl,0.0
19203,Tb(NiB3)2,0.0
19204,RbAgO,1.5812
19205,ErAs,0.0
19206,YbGa7Au3,0.0
19207,LiV(PO4)2,0.7318
19208,Be2SiCl,0.0
19209,Li4BePb,0.0
19210,Zn2PHO5,3.5278
19211,USi,0.0
19212,Li4Ti3V3O2,0.0
19213,YBe2Pd,0.0
19214,TbAgTe2,0.8687
19215,Al(IO3)3,3.3087
19216,BeNbCr2,0.0
19217,Rb2H6Pt,3.8891
19218,K2ZrF6,5.7094
19219,Y2BeBr,0.0
19220,CoHgC4(SeN)4,0.835
19221,Nd3SbO7,2.8733
19222,TaAsP2,0.0
19223,Li2Mn2O9,0.411
19224,Ga2HgS4,1.5332
19225,Ca(CuO2)2,0.0
19226,K2NaInF6,5.569
19227,AlClO,5.9419
19228,TbCuPb,0.0
19229,TiBe2Pt,0.5674
19230,Nd3Al,0.0
19231,Ba(ZnAs)2,0.0
19232,BaAl2,0.0
19233,MgScRh2,0.0
19234,Ce3Zr5O6,2.0580000000000003
19235,SrHfO3,4.1711
19236,Ho3Hg,0.0
19237,Na2H6PtO6,2.5773
19238,NaAlO7,4.6601
19239,Ba4Bi3,0.0
19240,BaPbO3,0.0
19241,V2CdO6,2.0725
19242,BeCrBi2,0.0
19243,MnS2,0.0
19244,Ba4PdO6,1.2739
19245,Be2InHg,0.0
19246,Ba(AlTe2)2,1.6088
19247,Li3Pd,0.0
19248,AsCF3,3.2576
19249,Ca(BeN)2,2.6097
19250,Nd2Ni6Sn,0.0
19251,HoAlAu2,0.0
19252,SrScBe2,0.0
19253,MgCuF4,0.9652
19254,Li2Fe3F8,0.0
19255,MgSbPd2,0.0
19256,Li2FeSn(PO4)2,0.3275
19257,U2Al3C4,0.0
19258,SrBeRe,0.0
19259,Ti(VTe2)2,0.0
19260,SrBeOs,0.0
19261,YbTlPd,0.0
19262,In3Rh,0.0
19263,BeGa2Bi,0.0
19264,Ca2AlNiO5,0.0
19265,ZrBe2As,0.0
19266,NaBeIn4,0.0
19267,Yb2C3,0.0
19268,TlCoCl3,0.0
19269,Yb2In,0.0
19270,CeRu2,0.0
19271,Ba2ScSn,0.0
19272,Ti2Co,0.0
19273,Y3CuSiS7,1.7884
19274,CeSm3,0.0
19275,Ni4Mo,0.0
19276,LiEr2Ir,0.0
19277,CuAg3,0.0
19278,Cd(InTe2)2,0.7149
19279,Mn3Cu3O8,0.0
19280,Sc2HgPt,0.0
19281,BeGa4Sb,0.0
19282,BeZnCd2,0.0
19283,YBe2V,0.0
19284,NdSn2,0.0
19285,Hf4Al3,0.0
19286,BNCl2,2.6805
19287,LiMg2Al,0.0
19288,Lu2MgAl,0.0
19289,BeTlMo,0.0
19290,BaTeBr,0.0
19291,Li4Ca3(SiN3)2,2.4545
19292,Li2MoF6,0.0
19293,SnHC2O3,2.2632
19294,Pr3TaO7,3.4118
19295,Li2GePd,0.0
19296,GaN,1.1634
19297,TbLuHg2,0.0
19298,Na2SnF6,5.0817
19299,BeIn4Re,0.0
19300,CaNi2O5,0.0
19301,Zn7Sb8Ru9,0.0
19302,Be2OsPt,0.0
19303,ScBeGe,0.0
19304,NaFe(SeO4)2,0.4785
19305,Ba4CuIr,0.0
19306,CaGaSiH,0.4147
19307,RbZrMnF7,2.56
19308,TiInCu2,0.0
19309,Sb2Pt2O7,0.6389
19310,Sn(Mo3S4)2,0.0
19311,Ca2AgGe,0.0
19312,Na3CoSiCO7,0.0
19313,Cu2HgI4,0.3696
19314,NdRhC2,0.0
19315,Hf2CuIr,0.0
19316,Zn3Co2O7,0.0
19317,SNCl,2.0798
19318,TbCd,0.0
19319,CaBeTl2,0.0
19320,Ba4CaFe,0.0
19321,TmAlAu2,0.0
19322,Lu2CuPt,0.0
19323,Hg2As3Br,1.0395
19324,PmCdHg2,0.0
19325,CeB6,0.0
19326,NaCaBe2,0.0
19327,VNi3,0.0
19328,CePt,0.0
19329,CsCaH3,3.5471
19330,YbH3,0.0
19331,LiMn2F6,0.1848
19332,Li4Cr5SbO2,0.0
19333,Sc5CCl8,0.0
19334,BeSbP4,0.0
19335,LiGa2Pt,0.0
19336,RbSr3,0.0
19337,BeV2Sn,0.0
19338,Sr(BS2)2,2.8710000000000004
19339,TiMn2Al,0.0
19340,Mn3Zn2O8,0.6734
19341,KLi2Mn2O4,0.2824
19342,Cu2As4S3Cl2,1.443
19343,Pu2C3,0.0
19344,Mn2VGe,0.0
19345,CdSbS2Br,1.6293
19346,Ba4CdIr,0.0
19347,RbSrCl3,4.7881
19348,Ca2TaBiO6,1.8545
19349,Al3Cu2,0.0
19350,Be2SnTe,0.0
19351,NdPd2,0.0
19352,Na6CdCl8,4.0561
19353,V4O9,0.0
19354,Be2FePt,0.0
19355,ZrO,0.0
19356,Ba3SiO5,3.4554
19357,FeP2O7,0.0
19358,LiTaBe2,0.0
19359,ScBPt3,0.0
19360,Li3Ni4O4F3,0.0
19361,Na2NbF6,0.1311
19362,CuSeO4,0.0
19363,MnBe2Zn,0.0
19364,Sr2YReO6,0.0
19365,SmH2ClO2,4.6946
19366,BeV2Cu,0.0
19367,U2SnRh2,0.0
19368,BaU(SiO4)2,2.4675
19369,SbClO,2.0644
19370,VCo2Ge,0.0
19371,TiBe2Re,0.0
19372,SrCuF4,0.9696
19373,YMnSi,0.0
19374,TmMg2Sc,0.0
19375,CdSe2O5,3.1909
19376,Co2CuS4,0.0
19377,U2CrN3,0.0
19378,LiZrO2,0.0
19379,CdHg2,0.0
19380,Zn3In,0.0
19381,Hf2TcIr,0.0
19382,FeSi5,0.0
19383,CaBePt,0.0
19384,TlCrSe2,0.0
19385,Ba2UNiO6,1.0376
19386,Pr2MgGe2,0.0
19387,Nb3Al,0.0
19388,BaSrO2,2.2686
19389,Li2Mg3Si4,0.0
19390,NaCdHg2,0.0
19391,TcRu3,0.0
19392,Lu2AlZn,0.0
19393,Rb2PdF6,2.1761
19394,RbMnAs,0.0
19395,BeGaGe,0.0
19396,TbZnSn,0.0
19397,Li3Ni2(C2O)2,0.1127
19398,S3(NO)2,1.4981
19399,ScBeV2,0.0
19400,Be2ReBr,0.0
19401,Fe(CO3)2,0.0
19402,Sr2Li2NiO4,0.1034
19403,BeSe2Cl,0.0
19404,KBaTi,0.0
19405,CdPS3,1.761
19406,TiRe,0.0
19407,ScPaTc2,0.0
19408,U4Ga2Pd,0.0
19409,LiNd2Al,0.0
19410,BaBiAu,0.0
19411,Li3Cd,0.0
19412,NaTmTl2,0.0
19413,AlAu2,0.0
19414,V2P,0.0
19415,NbCo2Sn,0.0
19416,PtPb2,0.0
19417,Ca3WO6,3.3283
19418,VCl2O,0.0
19419,Sr3V2O8,3.5
19420,ErB6,0.0
19421,Sr2MnSO3,0.0
19422,BeCr2Si,0.0
19423,CuRhO2,0.9062
19424,ScH2,0.0
19425,Li2UO4,2.2341
19426,Na4Al3Ge3ClO2,4.1708
19427,NpAu3,0.0
19428,VCl4,0.0
19429,Nd(CuGe)2,0.0
19430,ZrCl2,0.8656
19431,Cr3S4,0.0
19432,Ca3(PO4)2,4.9814
19433,RbHfAgTe3,0.295
19434,HfTiBe2,0.0
19435,BeReMo,0.0
19436,Be2HgSe,0.0
19437,Li4Si2NiO7,0.102
19438,KRuO4,0.0
19439,CaSnF4,4.007
19440,BeCrGe,0.0
19441,Cr3Fe,0.0
19442,Mg3Mo,0.0
19443,Lu3Th,0.0
19444,Yb(Fe2P)2,0.0
19445,NdSF,1.3111
19446,ThBiTe,0.0
19447,LiFeCuS2,0.0
19448,Co3(OF2)2,0.0
19449,BeHg2Ru,0.0
19450,Li2MgIn,0.0
19451,LiLu2Ru,0.0
19452,MnAsO4,0.5546
19453,AlCuO2,2.0641
19454,GaAg(PSe3)2,0.3623
19455,Tl2Ru2O7,0.0
19456,TlPd2Au,0.0
19457,Ba3SnO,0.0
19458,Li5Fe3Ni2,0.0
19459,TiGaPd2,0.0
19460,Nb4Tl4O3,0.0
19461,Zn3Ru,0.0
19462,LiTaOs2,0.0
19463,TiFeH2,0.0
19464,BeMo2Pt,0.0
19465,Li3NdAs2,0.1374
19466,TaNiTe5,0.0
19467,CeCrS2O,0.0
19468,Fe(NiO2)2,0.0
19469,ZrScCd2,0.0
19470,ZrH2,0.0
19471,ZrBeRh,0.0
19472,Rb2CuCl3,2.2516
19473,LuTiGe,0.0
19474,Be2ReOs,0.0
19475,LaRh,0.0
19476,BeCl2,6.4796
19477,Lu2TlCd,0.0
19478,Ba4ScZn,0.0
19479,AlO3,0.0
19480,Yb4Ge6Ir7,0.0
19481,SmPbAu,0.0
19482,Li2SnBi,0.0
19483,BaTm2NiO5,0.0
19484,BeZnPt2,0.0
19485,LiHfIr2,0.0
19486,Ba2Cu3P4,0.0
19487,Ba4CdCu,0.0
19488,Ca6HfO8,4.1646
19489,Sm2Sn2O7,2.8858
19490,NaAlSe2,2.4391
19491,Pb3SeO5,2.6356
19492,BaSrCd,0.0
19493,TiGeAs,0.0
19494,PaNi2Ge,0.0
19495,BaScCl,0.0
19496,SnPSe3,1.2704
19497,TaBe2Ni,0.0
19498,ScPd3C,0.0
19499,SmTlSe2,1.2256
19500,Te2MoW3(SeS2)2,0.2489
19501,BaSrSn,0.0
19502,BeVRe,0.0
19503,LaBRh3,0.0
19504,Rb2IN3,4.2766
19505,Ga3Ge,0.0
19506,LiBi(PdO2)2,0.8569
19507,Be2SnCl,0.0
19508,NaBeIn,0.0
19509,Al2CO,2.9687
19510,DyNi2B2C,0.0
19511,Sn2IF3,2.5359
19512,In3Co,0.0
19513,TiZnPt2,0.0
19514,Be2TlHg,0.0
19515,GaAg2,0.0
19516,Ti3Ni,0.0
19517,IrF4,0.0
19518,LiNbCuO4,0.1538
19519,BePdBr,0.0
19520,Ti2Bi2O7,2.6757
19521,YZrBe2,0.0
19522,BeCoMo2,0.0
19523,K4Sb2O3,1.3877
19524,Be2TlSe,0.0
19525,NaC4N3,3.6162
19526,Li4HN,2.1974
19527,NdB2H,7.9393
19528,Ba4MnV,0.0
19529,DyPbAu,0.0
19530,K6Na3AlSb4,0.8544
19531,Zn2Bi3O8,0.0
19532,LiZn(FeO2)4,0.0
19533,Ta3SeI7,0.5503
19534,ErInPt,0.0
19535,Sr2ZnReO6,0.0
19536,YbCl2,5.5663
19537,PuRu,0.0
19538,BaScPb2,0.0
19539,Na3SiSbCO7,3.2354
19540,NbCoSn,0.0
19541,Pr3Nb(Cl3O2)2,2.9269
19542,MnZnO6,0.0
19543,Ba4TiOs,0.0
19544,LiHfHg2,0.0
19545,Ba2LiGa,0.0
19546,YPd,0.0
19547,AsRh,0.0
19548,NaCN,5.6276
19549,Ti3InN,0.0
19550,Dy2ZnHg,0.0
19551,Zr5Te4,0.0
19552,Ba2NbBr,0.0
19553,TiZn(BiO3)2,0.8963
19554,CaBeTl2,0.0
19555,BaZrSe3,0.3034
19556,CaZnGe,0.0
19557,Yb2SbAu,0.1843
19558,Sn5(BRh3)2,0.0
19559,As3H5,3.2047
19560,Yb(PRu)2,0.0
19561,Ba4GeP,0.0
19562,TaTe5Pt,0.0
19563,AsH5COF6,4.9304
19564,LiCaBe2,0.0
19565,BeZnCr2,0.0
19566,TiBeNb2,0.0
19567,CuBiSCl2,0.731
19568,TbAgSe2,0.4698
19569,KBeP2,0.0
19570,Ta6Si7Ni6,0.0
19571,Lu2CCl2,1.1136
19572,RbLiCl2,5.355
19573,MnBe2Sn,0.0
19574,Zn4P6N2O,3.05
19575,Be2NiW,0.0
19576,Pm2S3,2.4698
19577,HoBi,0.0
19578,Mg2SnO4,3.0169
19579,TiFeSe,1.0249
19580,Ba2CdS3,2.1435
19581,SmAg2Hg,0.0
19582,BeNbV,0.0
19583,Nd2MgIn,0.0
19584,LaSiNi,0.0
19585,Ba2CuSn2F4,1.1222
19586,Ti2IrW,0.0
19587,Zr3N2O3,2.8065
19588,CaCu2O3,0.0
19589,BaSrHf,0.0
19590,TiBe2Tl,0.0
19591,Co3BPO7,0.0
19592,Mn4As3,0.0
19593,TeW2Se3,0.9065
19594,ClO,0.0
19595,KNaSmTaO5,3.6447
19596,ThCdAu2,0.0
19597,Sr2FeO4,0.0
19598,Ba4ZnSe,0.0
19599,CaB2As,0.0
19600,Li3CuF6,0.955
19601,ThAl3Ni2,0.0
19602,BaNa2Ca,0.0
19603,CuH2SeO5,0.6125
19604,ZnFeSb,0.0
19605,LaSb,0.0
19606,TmZrSb,0.0
19607,Pm2IrPd,0.0
19608,BeZn2Ge,0.0
19609,Mn(PtO2)3,0.0
19610,Li2VBO4,0.595
19611,NaAsPd,0.0
19612,Ba4TaPd,0.0
19613,K3Zr,0.0
19614,Er(GeRu)2,0.0
19615,Tb3SiBr3,0.0
19616,YAlNi,0.0
19617,KCrP2S7,1.1533
19618,TaReO6,0.9444
19619,Na3BiO4,0.6563
19620,Ba2SiSe4,2.3015
19621,LiYbS2,0.0
19622,Na3CuO2,1.4224
19623,LuAlGe,0.0
19624,LiMoIO6,2.2756
19625,Pr2ZnAg,0.0
19626,ScZn,0.0
19627,Na4Ni3O7,0.0
19628,Ho5Si3,0.0
19629,Be2CoGe,0.0
19630,Hg3(TeBr)2,1.6526
19631,Mn2AlW,0.0
19632,MgCN2,4.0037
19633,Mn(NbS2)2,0.0
19634,BeNb4Ru,0.0
19635,Pa3As4,0.0
19636,Co3C,0.0
19637,Li2BiO3,0.0
19638,SmRhO3,0.7067
19639,BeFeNi2,0.0
19640,LiScF4,6.192
19641,Ba8Bi4H2O,0.5427
19642,HfPd3,0.0
19643,Ba2Sn3O7,0.0
19644,UCuPO,0.0
19645,BaCaIn,0.0
19646,Ba4FeCl,0.0
19647,Ti2AlCu,0.0
19648,AgTe4Au,0.0
19649,Li3Co,0.0
19650,Ba(FeS2)2,0.0
19651,U(SiPd)2,0.0
19652,Cr3GeN,0.0
19653,MnBeGe,0.0
19654,BeCo,0.0
19655,HfSiPd,0.0
19656,BaH5ClO3,5.222
19657,TbSi,0.0
19658,DyPaTc2,0.0
19659,Ca2PdRh,0.0
19660,Mg2AgIr,0.0
19661,MnBe2,0.0
19662,Yb4As6Rh7,0.0
19663,MgTiO3,3.5152
19664,Y4Cu2O7,1.9283
19665,ZrBeSb4,0.0
19666,Fe3RhN,0.0
19667,Pm2ZnOs,0.0
19668,Be2POs,0.0
19669,Nb3CrSe6,0.0
19670,Cd3TeO6,0.6826
19671,MgNi3,0.0
19672,ReF7,1.9105
19673,Nd2MgTl,0.0
19674,Sm2Ta2Cl2O7,3.2128
19675,Si3As4,0.5218
19676,LiAuI4,0.6149
19677,K2BeNb,0.0
19678,KZrF5,5.8202
19679,VH6(OF)3,1.6154
19680,Sr4Li(BN2)3,2.3024
19681,Li2NiO3,1.0638
19682,BeHgRu2,0.0
19683,LiBeGa,0.0
19684,Sm3Ag,0.0
19685,SrBeCl,0.0
19686,LiMg3,0.0
19687,RbMg3,0.0
19688,TiSi,0.0
19689,Sr(YbS2)2,0.0
19690,SnPO4,0.0
19691,Ca(SbO2)2,0.7715
19692,NaLi2Bi,0.5039
19693,CrAsRh,0.0
19694,Rb2HgTe,2.0419
19695,TbHO2,4.8402
19696,YMgIn,0.0
19697,AgAu3,0.0
19698,MnBeCo4,0.0
19699,K3Pd,0.0
19700,BaNaCd,0.0
19701,LiVSiO5,1.4602
19702,Li5SbS,1.2679
19703,Zn(GaS2)2,2.2947
19704,LiInAu2,0.0
19705,TlInAs2O7,3.0856
19706,Re3Sn,0.0
19707,LiInSe2,0.3122
19708,Li2(FeO2)3,0.0
19709,NaY3SiS7,2.2057
19710,Ti2C,0.0
19711,BeZn2Se,0.0
19712,LiHfAs,0.0
19713,VHO2,0.0
19714,BeInTc2,0.0
19715,MnAsPd2,0.0
19716,TiNiO6,0.0
19717,Nd(SiAu)2,0.0
19718,Ba2UCo,0.0
19719,Li6FeO5F,0.8791
19720,CuAsS,0.0
19721,BaMgSc,0.0
19722,Sm2ZnHg,0.0
19723,KAlH4,4.7825
19724,Mn(CO3)2,0.0
19725,Sn2OF5,2.1273
19726,Y2GaCu,0.1051
19727,Ta3(OF)5,2.2388
19728,SrIn4,0.0
19729,Tm(CuGe)2,0.0
19730,KNa2Bi,0.0
19731,Li6V(OF)3,0.3689
19732,Be2ZnBr,0.0
19733,LuIO,3.3389
19734,Ba2YbNbO6,0.0
19735,P4N6O,4.6016
19736,CaReN3,1.9489
19737,KAgBr3,0.0
19738,CaCoSi,0.0
19739,MoAs2,0.0
19740,BeNiPb2,0.0
19741,Hg3AsSe4Br,1.051
19742,Ba2TlTe,0.0
19743,NaBeW2,0.0
19744,Rb2TlInF6,3.6738
19745,Na4Ti5O2,2.5703
19746,KAu(CN)2,2.4363
19747,TmPb3,0.0
19748,Y2Ti2O7,2.7573
19749,TiAgHg2,0.0
19750,USnPd,0.0
19751,CaFeO2,0.0
19752,BiPd,0.0
19753,Y2C3,0.0
19754,NbPSe,0.0
19755,U(SiOs)2,0.0
19756,Np(FeGe)2,0.0
19757,BaSrTi,0.0
19758,SmFe2,0.0
19759,Eu2H3Br,0.0
19760,LiScVO4,0.0
19761,CrGa3P4,0.0
19762,LaMgNi4,0.0
19763,Li5V2Ni3,0.2337
19764,BeHgSb2,0.0
19765,LiTcO3,0.0
19766,Sr2BeSb2,1.3219
19767,UB2,0.0
19768,YbBi2,0.0
19769,SmCuSi,0.0
19770,Sr3As2,0.0
19771,Ba(P2Pd)2,0.0
19772,CuMoO4,0.0
19773,Sm(SiAu)2,0.0
19774,Ti4CoBi2,0.0
19775,Ba4SrW,0.0
19776,Li4H6Ru,2.4096
19777,SrBr2,4.6497
19778,K2ScPCO7,4.3623
19779,TiCuSi,0.0
19780,DyZnIn,0.0
19781,NaCaSiHO4,4.8122
19782,RbLiF2,6.7576
19783,SrBeSn4,0.0
19784,RbNaO,2.5351
19785,In(IO3)3,2.9929
19786,Ba4ZrSb,0.0
19787,Ba3Bi2F2,5.1903
19788,MnBe2Ru,0.0
19789,AgAsRu2,0.0
19790,Lu3Ga,0.0
19791,Tl4CuTe3,0.0
19792,CrFe(BiO3)2,0.0
19793,LiHPd,0.0
19794,LuInPt,0.0
19795,HfCd,0.0
19796,V6H4O3,0.0
19797,H2Se,0.0
19798,FeCl2,0.6127
19799,RbP,0.0
19800,CeMg,0.0
19801,Li4H4Rh,0.0
19802,BaV2Cu,0.0
19803,ReMo2As,0.0
19804,KEuS2,2.3394
19805,HfCuSi2,0.0
19806,CeAl4Co,0.0
19807,LiSmAlF6,0.0
19808,V2ZnO5,0.3457
19809,Ba4FeP,0.0
19810,WO2,0.0
19811,Ba2ScSbO6,0.0
19812,KMnBi,0.0
19813,Na2TiAu,0.0
19814,CoCN2,0.0
19815,Na2Zn3S4,2.2022
19816,CeSiI,0.0
19817,SmZnRh,0.0
19818,SrDy3,0.0
19819,Be2CoCl,0.0
19820,TmSnRh,0.0
19821,K2CuF4,0.0
19822,TlHgF3,2.1314
19823,Li5Si2NiO8,0.5121
19824,YbGaRh2,0.0
19825,LuZn,0.0
19826,HoTaRu2,0.0
19827,Mg3Al4,0.0
19828,Li2TlAg,0.0
19829,AsIrW2,0.0
19830,Mg3(HO3)2,2.219
19831,Mn2SnS4,0.0
19832,BeBiOs,0.0
19833,CdBiSe2I,1.2858
19834,NbO2F,1.8015
19835,W3O8,0.0
19836,CaZnSn,0.0
19837,TmTlTe2,0.7114
19838,CaB2,0.0
19839,Co3Pt,0.0
19840,Li7Ni(O2F)2,0.0
19841,Hf9Mo4As,0.0
19842,RbGaCl4,4.3656
19843,Ir3W,0.0
19844,Er(BC)2,0.0
19845,Li2CaGe,0.0
19846,Pm2IrAu,0.0
19847,YTlS2,1.9742
19848,NaLiO,1.8011
19849,Sc7BCl2,0.0
19850,Sm2Zr2O7,3.3019
19851,Li3Cr,0.0
19852,Nd(AlGe)2,0.0
19853,KN,0.0
19854,Ba2LaV,0.0
19855,NdMg,0.0
19856,Sm(NiBi)2,0.0
19857,HfGaRh2,0.0
19858,MnSbAu,0.0
19859,BaGaCl2,0.0
19860,Ca(SbO3)2,1.48
19861,Zn2CuAu,0.0
19862,Sr(ZnSb)2,0.0
19863,Ca2PbAu,0.0
19864,PrAlCu,0.0
19865,Li4Fe3(OF3)2,0.0
19866,Li2FeCu(CN)6,0.0
19867,Ba2TiNi,0.0
19868,LiTiTe2,0.0
19869,FeCo3O8,0.0
19870,ZrGaNi2,0.0
19871,ZrPbF6,5.2983
19872,YBr3,2.5145
19873,LiH3(SeO3)2,4.2789
19874,Li2Mn(CO3)2,1.791
19875,Na3PaF8,4.6252
19876,Na5SnAs3,0.4676
19877,TcAsAu,0.0
19878,BeSb2Te,0.0
19879,Li2Co2SnO6,1.1258
19880,Li2CrCuO4,0.0
19881,LuH2ClO2,4.853
19882,Mg3Cr,0.0
19883,CuHgSeBr,0.6477
19884,Ba(HO2)2,3.0834
19885,TaTlO3,0.9299
19886,Er(SiIr)2,0.0
19887,NaPmTe2,0.0743
19888,Pr2ZnIr,0.0
19889,CaC2,1.7321
19890,Ba2Sn,0.0
19891,Y(HO)3,3.8969
19892,TbBr3,2.5111
19893,HfNi2Sn,0.0
19894,ZrTi2O,0.0
19895,Lu(TiGa2)2,0.0
19896,YZnAsO,1.2869
19897,K2Al2O3F2,4.3055
19898,AsCl3,3.6916
19899,Tm2SiO5,4.8918
19900,MnCu2SiS4,0.6455
19901,BaMoOs2,0.0
19902,TlPdF3,0.0
19903,SmAl,0.0
19904,Ho3AlN,0.0
19905,Ca(PRh)2,0.0
19906,MgRe2As,0.0
19907,PrCr2Si2C,0.0
19908,Ba3Bi2,0.0
19909,PrPO4,5.7774
19910,BeCrP,0.0
19911,Zn4(B2O)3,3.6107
19912,NbAgO3,1.4262
19913,Y2Au,0.0
19914,Na4HgP2,0.9422
19915,Ca2PbO4,1.5197
19916,ThSbSe,0.0
19917,MgCo2,0.0
19918,K3VO4,3.6621
19919,KPr3,0.0
19920,Dy(CuGe)2,0.0
19921,BaLiPd2,0.0
19922,MnCuAs,0.0
19923,TbInAu2,0.0
19924,Ca(HO)2,3.9599
19925,BaGePt,0.0
19926,K2AsAuS4,0.7261
19927,BaS,2.1484
19928,CaMnGe,0.0
19929,ZnSbAsO5,3.0049
19930,ZrCl3,0.0
19931,UGePt,0.0
19932,Be2InSn,0.0
19933,CaBeFe2,0.0
19934,Na2Mn2O3,0.0
19935,Er2MgIn,0.0
19936,Lu7(NiTe)2,0.0
19937,BeGa2Br,0.0
19938,HfNiGe,0.0
19939,Y(BiO2)3,2.1031
19940,Sm(SiIr)2,0.0
19941,Er2O3,4.4226
19942,Ca(NiO2)2,0.0
19943,Li2RhO3,0.0
19944,Ca3CuRhO6,0.0
19945,NaHfBe,0.0
19946,BaMg3,0.0
19947,NbI3,0.0
19948,BaAlF5,7.9205
19949,LaZr2Be,0.0
19950,MoWS4,0.9397
19951,KBrF4,0.5682
19952,Y(SiPt)2,0.0
19953,BaCuNi2,0.0
19954,BaY2O4,3.3241
19955,Li4MnV2WO2,0.8112
19956,HoMgZn2,0.0
19957,RbBa4Sb3O,0.9736
19958,Ca(MgSb)2,0.9012
19959,Mg2BeFe,0.0
19960,SrAcZn2,0.0
19961,Be2SiSe,0.0
19962,NbCd3,0.0
19963,ErNiSb,0.244
19964,ScBeW,0.0
19965,PrCrSe3,0.0
19966,SiIr,0.0
19967,KNa2As,0.7075
19968,Sc3SnB,0.0
19969,Ce2ZnPb,0.0
19970,Be2CdBi,0.0
19971,Ba2SbTe,0.0
19972,HoAu,0.0
19973,MnNiP,0.0
19974,MnBe2In,0.0
19975,Ag3AuSe2,0.0
19976,Sr8Mn2FeN8,0.0
19977,Ba4CoP,0.0
19978,YbMgCd2,0.0
19979,Ni2PO5,0.0
19980,K2NbAgS4,2.1764
19981,TmSbPd,0.4047
19982,Ba4GeW,0.0
19983,TmTlRh2,0.0
19984,Rb2CuF4,0.0
19985,Dy3GaC,0.0
19986,Sr3Li4(GeN3)2,2.3588
19987,SmVO3,0.0
19988,BeZnSi,0.0
19989,BaNa2Si,0.0
19990,Pr3Tl,0.0
19991,MnRu3,0.0
19992,TmNiGe,0.0
19993,Ce2O3,0.0
19994,Sm2AlZn,0.0
19995,Li3FeSiO5,0.0
19996,Sr5Ta4O5,3.0058
19997,KRb2ScF6,6.8721
19998,Y2ZnGa,0.0
19999,NaInS2,1.8475
20000,ScPt,0.0
20001,DySnAu2,0.0
20002,Li2TeO4,2.3733
20003,MnBe2Te,0.0
20004,LaBeSe2,0.0
20005,BeCu2Rh,0.0
20006,NaEr3,0.0
20007,NaEuS2,2.279
20008,Na8SnO6,2.0197
20009,TiGa2,0.0
20010,CdCl2,3.3424
20011,BeReBr2,0.0
20012,KI(OF)2,3.3639
20013,Li4NbTe3O2,0.0
20014,ThRu,0.0
20015,H8PtN2(ClO)2,1.7401
20016,Ni3Se2,0.0
20017,Y2CdS4,1.1137
20018,TmS2,0.0
20019,Zr3Cd2,0.0
20020,CaSeO3,4.1854
20021,Tl2(SeO3)3,2.219
20022,TlCuIr,0.0
