,pretty_comp,min_mode
7855,TiZnCo2,-0.040802
7856,Be(VPd)2,-110.193924
7857,ZrAsRh,-91.627724
7858,RbCaAs,-0.062162
7859,Ta2OsW,-0.032531
7860,NiO,-0.243227
7861,NbBi2Mo,-74.63239200000002
7862,Be2ZnSi,-94.961414
7863,PrBPt3,-0.015784
7864,Mg5(HO3)2,-0.15454500000000002
7865,BrN3,-0.035997
7866,BiI3,-0.048401
7867,LiBeGe,-0.941609
7868,Li2InAg,-0.203951
7869,VAsPt2,-52.501052
7870,MgVF6,-0.201516
7871,TbAl2,-0.020384
7872,Tl2CdTe4,-0.180557
7873,Dy(CrSi)2,-154.137555
7874,CaMgSi,-0.25411300000000003
7875,YbIn2Ni,-0.321644
7876,NdBr3,-0.011893
7877,AlFeO3,-358.05880299999984
7878,Np2InRh2,-0.054440999999999996
7879,MnSnRh2,-65.578684
7880,NbAgO3,-177.529189
7881,GaFe2Ni,-109.24221200000001
7882,MnBeCu2,-1.051315
7883,ThCl4,-0.026167000000000003
7884,LiTi2Be,-1.20192
7885,LuP5,-0.1414
7886,ZrCuSi2,-1.19421
7887,MgFeO2,-168.036699
7888,YAg,-0.005315
7889,VMo,-101.12159799999999
7890,BaV2P,-152.368021
7891,V(SiO3)2,-0.065798
7892,Mg(RhO2)2,-0.02851
7893,HoBRh3,-0.052747
7894,Al2HgTe4,-0.078556
7895,HfNi2Sn,-0.324202
7896,TbCdPd2,-0.121522
7897,Mg2V2O5,-0.1529
7898,Ba2SnS,-9.518758
7899,MnBe2V,-0.134142
7900,PmI3,-26.289265999999998
7901,Cu(HO)2,-0.216627
7902,FeCl2,-0.281962
7903,MnO2,-252.370102
7904,Tb(SiIr)2,-0.011262000000000001
7905,BaPdS2,-0.071214
7906,LiSc2Os,-0.246498
7907,Na3AgO2,-0.197733
7908,Lu2ZnIr,-0.3604
7909,YFeF5,-219.719831
7910,BeFeNi2,-0.7081970000000001
7911,TiAlCu2,-0.381042
7912,Ba2NbTl,-22.526
7913,Y(CuSi)2,-0.42273599999999995
7914,Ba3SiO,-0.036403
7915,KAlH4,-0.08063200000000001
7916,Ca(MnBi)2,-0.105669
7917,Y2FeB,-118.193776
7918,BeZn2Tc,-0.266797
7919,PrBS3,-0.067888
7920,Ca(MnSb)2,-0.045191
7921,ScRh,-0.158184
7922,HoAs,-0.017651
7923,ThTe3,-0.076666
7924,BaCo2Cl,-84.823725
7925,TbInAu2,-0.091211
7926,YMnSi,-69.330636
7927,Sr2SnO4,-0.035858
7928,Ti2MoAs,-0.052403
7929,In2Co3S2,-0.131003
7930,HfNiPb,-66.79951
7931,KRb3,-0.23600000000000002
7932,PaC,-0.016338
7933,BaCa2Mg,-0.260889
7934,KFeS2,-0.059548000000000004
7935,V4SiSb2,-0.13429100000000002
7936,TaMnBe2,-0.731865
7937,MoCl3O,-0.266823
7938,Zr(MoO4)2,-0.052941999999999996
7939,BeGa4W,-164.93743600000005
7940,Sr2FeO4,-0.097354
7941,K3VSO3,-0.11944300000000001
7942,Ba4ScW,-79.000516
7943,SbClF8,-0.219619
7944,BaZnCO3F2,-0.10268499999999996
7945,CaGa4,-12.900445
7946,RbTlO2,-0.041548
7947,Ca2PI,-0.078002
7948,SmGeRu,-0.048094
7949,SmSnAu,-0.050635
7950,TiBeCd2,-0.9362030000000001
7951,Rb3Tc,-0.102135
7952,Dy(GePt)2,-58.922839
7953,DyFe2,-99.140281
7954,KNO3,-65.617103
7955,TiPt,-0.01229
7956,NdAs,-0.008631999999999999
7957,KCoAs,-78.12339200000002
7958,Ag3Sb,-0.031042
7959,PuNi2,-56.277986999999996
7960,ZnNiSb,-0.381256
7961,MnB,-0.11337699999999999
7962,NbS,-0.023883
7963,Li2CeAs2,-0.046595
7964,LiCaF3,-24.342704
7965,AlZnRh2,-0.088216
7966,K2Te,-0.026508999999999998
7967,K2Mn2O3,-159.751746
7968,PrAs,-0.002362
7969,V3Re,-0.035916000000000003
7970,BaH2,-0.102241
7971,ScN,-191.3036
7972,ZrBeIr4,-189.588693
7973,Mn2PtRh,-0.24730300000000002
7974,Ba2Sn,-0.099865
7975,MgO,-1.346323
7976,Dy(SiIr)2,-0.019073
7977,DyMgIn,-0.056958
7978,ZnCu3H6(ClO3)2,-0.280595
7979,CoAs,-0.038202
7980,V(CoSe2)2,-0.121202
7981,NiSb2,-0.30827899999999997
7982,ZnFeO2,-152.92982800000001
7983,BaYPd2,-67.331985
7984,Li3VP2HO8,-318.2238430000001
7985,TiCoAs,-100.933599
7986,LiFe3O4,-0.10613299999999999
7987,Tc2AsPt,-136.786951
7988,Sr(MnSb)2,-0.13825
7989,TiFeCoSb,-0.21785900000000002
7990,Li3NdAs2,-0.040836000000000004
7991,YTi,-0.19925199999999998
7992,HoCo5,-0.074561
7993,Be2VFe,-0.328339
7994,Zr2CuSb3,-1.185439
7995,BaRu2Cl,-76.222444
7996,CrH2,-0.001367
7997,BaC,-0.040757
7998,HfBeCl,-0.338442
7999,K2S,-0.22894499999999998
8000,KErO2,-0.032751999999999996
8001,Np(SiPd)2,-0.046433999999999996
8002,AlVO3,-252.175717
8003,SrLi2Be,-77.07440799999998
8004,BaH5BrO3,-0.050141000000000005
8005,TiBeGe,-0.419336
8006,PrAu,-0.009047
8007,NpGa5Co,-0.039897
8008,Nd4S3NCl3,-0.074574
8009,Be3Ir,-0.315227
8010,VB,-0.097217
8011,RbCd(NO2)3,-0.327131
8012,FeF2,-25.349848
8013,Yb(GeRu)2,-0.046099
8014,Ti2MnSn,-0.186548
8015,TeMoS,-0.173576
8016,CuBi(PSe3)2,-32.738716
8017,Rb2H4Pt,-0.042112000000000004
8018,BeCrW,-0.275021
8019,SmMgPt,-0.097175
8020,BaNiP2,-107.139177
8021,VFe,-0.172869
8022,TiNi,-0.461767
8023,BaTlCl,-42.132307
8024,BaClF,-0.245629
8025,Li2MnBe,-1.136652
8026,BaTe3,-0.04554
8027,Te2I,-0.025334
8028,ErFe4B,-69.926369
8029,Na2CO5,-0.297583
8030,BeFe4Pb,-50.523029
8031,BeTc2Rh,-0.147944
8032,MgNiF6,-0.341564
8033,NaAlAsO4F,-0.165011
8034,LiDyHg2,-0.015609999999999999
8035,CaWN3,-0.068923
8036,CdSnSb2,-0.17568699999999998
8037,CdRhF6,-0.05839
8038,InGaTe2,-18.482646
8039,Y2Al3Si2,-0.051900999999999996
8040,MgBeTc,-0.369829
8041,BaTi2Ga,-49.434189
8042,K2AgSb,-0.130736
8043,Sr2BeRu,-0.40841900000000003
8044,CeZnGa,-67.457261
8045,Sr2ScBe,-0.347876
8046,RbTbSe2,-0.149334
8047,RbLiO3,-1.1492120000000001
8048,U2InPd2,-0.051592
8049,KAuS,-0.056567999999999986
8050,Pr3IrO7,-37.404459
8051,TbRh5,-51.895507
8052,Be2SnP,-326.883273
8053,KBaCu,-40.933183
8054,Sr2C(NCl)2,-0.100638
8055,NaSbF6,-41.799298
8056,Be2InPt2,-0.041518
8057,ZrNiSb,-0.227555
8058,TiFeSn,-67.101252
8059,NbO,-339.548635
8060,RbNaO,-0.098755
8061,LiSbTe2WO2,-0.043338
8062,SmZnAu2,-22.575582
8063,H3N,-0.36273099999999997
8064,Sc(VGa2)2,-0.184054
8065,Th(CrGe)2,-101.418153
8066,Y3TlC,-0.031136
8067,Li2PtAu,-192.956145
8068,Li2Si,-0.092003
8069,CoSi,-0.0050030000000000005
8070,HoInCu2,-0.807203
8071,YMnF5,-189.389978
8072,MgBe2In,-154.33308300000004
8073,ZnFeSb,-76.711382
8074,Ti3AlC,-0.041625
8075,MnBeCl,-99.11764699999999
8076,HoCuSb2,-0.372067
8077,Nd2ZnIr,-0.182607
8078,CaFeClO2,-0.137484
8079,VZnF6,-0.226177
8080,BaCaTl,-49.258181
8081,DyTl,-0.034059
8082,MoAs,-0.016911000000000002
8083,As2Ir,-0.014268000000000001
8084,NdAl3Ni2,-0.438625
8085,BeMoBr4,-187.011381
8086,KI,-0.024317
8087,ZrTi2O,-95.721539
8088,Lu2GaCu,-0.405952
8089,CaBeNi2,-0.9613719999999999
8090,CeB2Pt2C,-0.037624
8091,K2BeSb,-63.342934
8092,YMnAs,-54.656185
8093,Yb(CuSi)2,-0.9187799999999999
8094,MnNi3O4,-208.71931
8095,Ca(CoN)2,-0.096446
8096,Zn2GeSe4,-0.409894
8097,HfSb,-0.015436000000000004
8098,HfMnBe2,-0.138844
8099,ZnMo3,-0.053752999999999995
8100,TiBr3,-49.463012
8101,Na2MgAlF7,-6.306101
8102,BaNaMg,-50.327199
8103,Na2SeO4,-0.053452
8104,GaNiRh2,-0.062548
8105,MnGaNi2,-78.464325
8106,HfS2,-0.07246699999999999
8107,Cd(InTe2)2,-0.081938
8108,DyYCu2,-0.098245
8109,Zn2(PS3)3,-0.305082
8110,Ca2B4Rh5,-0.080202
8111,KBaTa,-26.776821999999996
8112,LiWO2,-0.093515
8113,LiCuF4,-19.745651000000002
8114,TiAlAu,-0.058503
8115,Ce3In,-0.244745
8116,SmClO,-0.017256999999999998
8117,AsPPd2,-89.896333
8118,MgTa,-0.225419
8119,PuNi5,-71.66082
8120,Ba3(PS4)2,-41.195237
8121,Ca(GaO2)2,-0.062185000000000004
8122,Sr2CeO4,-0.053101999999999996
8123,Na2Pd(SeO4)2,-0.041451999999999996
8124,Sb2TeSe2,-0.015957
8125,SmOF,-0.095216
8126,Na2CdCl4,-0.128897
8127,Mg2BeCo,-2.892332
8128,Tb(SiNi)2,-0.27293
8129,CaBeRu2,-87.088963
8130,NaLiPt,-118.60596299999999
8131,YPb3,-0.022352
8132,Na3Nd,-24.320528
8133,VCo2Sn,-85.842235
8134,NaSnS2,-0.22565500000000002
8135,NaInTe2,-0.19930799999999999
8136,CaMnSn,-78.01087
8137,Ba2CuF6,-0.169409
8138,KZnP,-0.156095
8139,ScCd3,-0.176608
8140,HfAlIr2,-0.014783000000000001
8141,As4S5,-0.042338
8142,AlHO2,-0.071312
8143,Er(Al2Mo)2,-0.09513200000000001
8144,Ca(PPd)2,-0.090299
8145,Si2NiP3,-0.379979
8146,AuO2F,-14.927928
8147,SmAl4,-34.790702
8148,HfBRh3,-0.106243
8149,SrBe2Cr,-290.864986
8150,Mg3Cr,-0.8334719999999999
8151,Li2CeP2,-0.092975
8152,WSe2,-0.109419
8153,PrCr2Si2C,-0.06128400000000001
8154,KYbS2,-0.095403
8155,Yb(CdSb)2,-0.054678
8156,PbO2,-36.105615
8157,Li2CaSiO4,-0.022027
8158,PrTl,-0.055949
8159,RbI3,-0.043508
8160,BiSeI,-0.025711
8161,InH5(NF)2,-0.273402
8162,Mg(CrN)2,-294.16237
8163,CrCoGe,-0.304385
8164,V5Te4,-6.465212
8165,Rb3Os,-22.141515
8166,TiPbO3,-155.96604
8167,Zr2Fe,-0.321506
8168,NaTcAs,-125.450542
8169,HoBPd3,-0.072281
8170,Ba(PRu)2,-0.051229
8171,HfCl4,-0.038306
8172,NaAg3O2,-0.13276300000000002
8173,CoPtF6,-0.12138
8174,SrHf2Mo,-95.161474
8175,Mn3ZnN,-0.106778
8176,LiCe2HO3,-0.09787699999999999
8177,Ho2CuTc,-0.141428
8178,LiCrS2,-0.15271300000000002
8179,HfBe2Ni,-0.13883800000000002
8180,CrC,-0.062467999999999996
8181,TlP,-0.026376999999999998
8182,V2ZnO5,-116.226469
8183,Li2MgBr4,-0.182912
8184,Nb3Sn,-0.025356999999999998
8185,Li2MnPO4F,-0.632075
8186,NpN,-0.016523
8187,NdSe,-0.017654
8188,NaBe2Ru,-0.21255100000000002
8189,BaCaCl,-82.44800699999998
8190,MgMnGe,-50.833959
8191,NaAl3,-0.123761
8192,BaLiIn,-69.360123
8193,Dy2SeO2,-0.055064
8194,Tl4O3,-0.034414
8195,YH2,-0.039338
8196,TaCoSb,-0.08541599999999999
8197,MnClO3,-0.269239
8198,Be5Pd,-0.021269999999999997
8199,ScInCu2,-0.050698
8200,BiSbO4,-0.018609
8201,Ho2CuRu,-0.111471
8202,U(SiPt)2,-44.285205
8203,Tm2CdOs,-0.12060599999999999
8204,LiFe2O3,-0.144874
8205,BaCr2Cd,-22.115130999999998
8206,Ho2CoOs,-0.035111
8207,BaGaBO3F2,-0.08076699999999999
8208,BaCd2Sb,-0.11433399999999999
8209,ErRh,-0.0029460000000000003
8210,CeS,-0.004241
8211,MgAl2Cu,-0.39353299999999997
8212,BaP3,-0.10601500000000001
8213,Cr2GeC,-0.028035
8214,YBi2IO4,-0.014202000000000001
8215,PmSnRh2,-0.032868
8216,CaTiBe2,-126.02876499999999
8217,Rb2SnCl6,-0.02922
8218,CrAg(PS3)2,-144.191971
8219,Na6S2O9,-0.012078
8220,C3NClO4,-0.140818
8221,BeOsBr,-8.537367
8222,SiS2,-0.028062
8223,UCl4,-0.013415999999999999
8224,TbMn2,-108.920028
8225,LiNi2Ge,-0.725123
8226,AsRu,-0.032547
8227,Hf2Ni,-0.32970900000000003
8228,KTb2CuS4,-1.526008
8229,KZrBe,-0.4943
8230,Sr2BeNi,-1.7489290000000002
8231,YbCo2,-0.049617
8232,BaTiCd,-74.239825
8233,Rb2NaMoF6,-0.039294
8234,Rb2MgF4,-0.454337
8235,BeSiPt2,-170.484725
8236,Mn3IrN,-113.378003
8237,Sc2AlIr,-0.07675599999999999
8238,Pr3InO,-0.081915
8239,Be2CrTc,-0.169719
8240,NbAlO4,-0.044808
8241,PrAlO3,-0.01456
8242,CuCl,-1.027723
8243,Si2Mo,-0.022317
8244,MgHg2,-0.146589
8245,CaReBi,-0.106571
8246,RbSr3,-0.022134
8247,SmSe,-11.657117
8248,BaZnSn,-0.168667
8249,YVO3,-92.845926
8250,InAgSe2,-0.128882
8251,LiMnO2,-126.845234
8252,MgGeP2,-0.34053
8253,CaHClO,-0.042312999999999996
8254,K2BeTe,-126.187225
8255,Rb3ClO,-14.000504999999999
8256,TiGaCo2,-0.027882
8257,MnBe2,-0.164449
8258,ScBeCo2,-0.693342
8259,Ca(MgBi)2,-0.370375
8260,Co2P2O7,-69.990895
8261,MnBeMo,-0.736751
8262,LiVPO4F,-0.365029
8263,As2O3,-8.529195
8264,CeCr2Si2C,-0.052898
8265,Nd(BOs)4,-0.015066999999999999
8266,Th(Al2Cr)4,-0.135355
8267,SrBeBi2,-156.760382
8268,VAs,-0.028679000000000007
8269,BeNbRu,-0.043481
8270,MnNbP,-0.055542999999999995
8271,TiZnIr2,-0.095068
8272,SrBeGe,-28.311072999999997
8273,TiAg,-0.24421199999999998
8274,KAgC2,-0.062711
8275,Ag2SO4,-0.163768
8276,SiCN,-272.217787
8277,TaAsOs2,-107.01515500000001
8278,LiBeCr2,-0.864999
8279,LiCN,-0.064557
8280,BaVHg2,-25.182149
8281,GaCuCl4,-1.743222
8282,TmInPt,-0.099521
8283,LiAlPHO5,-0.073738
8284,DyNiSb,-0.577978
8285,Li2PbAu,-24.447638
8286,BaSrTa,-37.899709
8287,KMnTe2,-0.156167
8288,PmH3,-198.174592
8289,Li4Co(OF)2,-0.07837999999999999
8290,ScAlIr2,-0.06341000000000001
8291,CaSiO3,-96.138595
8292,ZnPS3,-0.709747
8293,HgB2(CN)8,-25.14049
8294,LiCrBO3,-0.120174
8295,Ce3Al,-0.094828
8296,Tb2Au,-0.020215
8297,Y(CoSi)2,-0.075735
8298,PrC2,-0.015586000000000001
8299,CoCu2GeS4,-2.0762240000000003
8300,Ag2GeS3,-0.34660100000000005
8301,Ti3Ir,-0.019022999999999998
8302,NaTm3,-14.58686
8303,Li2PmIn,-0.230084
8304,RbF3,-77.113915
8305,LiCuO2,-43.10973
8306,SrTe,-0.010346
8307,NaAsOs2,-0.10175
8308,TeRhCl,-0.031666
8309,TcBr3,-0.032133999999999996
8310,TeO2,-266.706656
8311,TaAlNi2,-0.231248
8312,KTa2Be,-0.296477
8313,FeSb2,-0.078412
8314,Rb2AuI,-13.72454
8315,TmCuSe2,-0.22881700000000002
8316,Li3MnF6,-165.588122
8317,BaFePd2,-80.216941
8318,HfBe2Ge,-280.21
8319,CeScGe,-0.12237100000000001
8320,PbCl2,-35.152934
8321,NbFe3,-178.714358
8322,SbS2NCl6,-6.639462
8323,KAuF6,-56.033436
8324,NdBi2ClO4,-0.019531
8325,AlZnIr2,-0.041956
8326,V2CrSe4,-0.162407
8327,Cr(WO4)2,-0.059292
8328,HfTl3,-0.133024
8329,K2ZnO2,-20.427173
8330,LiAlO2,-0.017818
8331,BaSc4Mo,-147.65301100000005
8332,FeAs,-0.065136
8333,TmRh,-0.061265
8334,BaLiPd2,-129.052652
8335,Dy2MgTl,-0.036608999999999996
8336,Nd(BIr)4,-0.014883
8337,Pr(FeGe)2,-0.107279
8338,NaSmSe2,-0.41100000000000003
8339,Ti2CoGe,-47.248525
8340,MgSO4,-0.339348
8341,Sn(HgSe2)2,-0.154006
8342,LiNbIr2,-0.028479
8343,CaMnSi,-0.25406100000000004
8344,ScBeFe,-0.677196
8345,Ba2MgH6,-0.23650900000000002
8346,V2OF5,-0.322623
8347,HoP,-0.14997
8348,Sm(CrSi)2,-63.909180000000006
8349,MgGeO3,-0.210742
8350,Rb2NaTiF6,-0.27747
8351,SbOF,-72.93889
8352,TbPbAu,-0.018031000000000002
8353,As2Se3,-0.032875
8354,MnSO4,-0.078934
8355,VSiPt,-0.022345
8356,TcAgO4,-0.098501
8357,BaCaO2,-209.32280500000002
8358,Mg2ZnAs2,-0.724793
8359,SmNi,-0.523958
8360,LiHF2,-0.713046
8361,BeBiSe2,-113.436053
8362,RbAuBr4,-0.061873000000000004
8363,UP3,-0.047405
8364,HfPbO3,-102.75050300000001
8365,NbRu3C,-0.075446
8366,Cu2SnTe3,-1.499525
8367,YZn,-57.12331700000001
8368,TbGa2,-33.253914
8369,NdVO3,-0.034751
8370,Ag3AsS3,-0.07698200000000001
8371,RuN2,-0.100551
8372,ScBe2Br,-25.315506
8373,Tl3BSe3,-0.077339
8374,Mn2OF2,-0.343906
8375,MgNi2Sb,-0.722176
8376,Pr2In,-0.129325
8377,KNbSe2,-0.050624
8378,TmSb,-0.001127
8379,SrGaSiH,-0.060055
8380,Er3AlN,-0.00883
8381,Tm(NiGe)2,-0.287692
8382,TbCd2,-0.122714
8383,Cd3(BO3)2,-0.106025
8384,PmN,-93.775825
8385,PI2,-0.020113
8386,NaBeSn2,-89.31630600000004
8387,K2TeOF4,-72.490045
8388,Li2BeCd,-1.668402
8389,AgB(CN)4,-0.039524000000000004
8390,CaTiO3,-106.28068200000001
8391,ErMg,-0.169951
8392,NbTe,-0.0077290000000000015
8393,MnAlTc,-0.014062
8394,CoMo,-109.020499
8395,Np2InNi2,-0.158546
8396,AgSbSe2,-0.175064
8397,TlPd3,-0.054284000000000006
8398,Mg3Al,-0.177043
8399,PtO,-0.014205
8400,LiTl2InCl6,-49.039799
8401,CaPb3,-0.054758
8402,KSrBe2,-75.854091
8403,SmSnF7,-0.08431
8404,NaHoF4,-0.367665
8405,Mg(AlSe2)2,-0.189934
8406,PrHg,-0.023082
8407,HfMgBe2,-0.198215
8408,TlF3,-0.035318
8409,AgSbS2,-0.047945
8410,Sc3Pb,-0.069796
8411,PtN,-68.959594
8412,PmBiAu2,-0.009959
8413,NaYSe2,-0.26969899999999997
8414,CdIrO3,-229.848364
8415,Ni3Sn,-51.010921999999994
8416,HfTe2,-0.021486
8417,Li2InAu,-0.06518099999999999
8418,YAgS2,-15.354129
8419,NaNb(CuS2)2,-38.274336
8420,TbInCu2,-0.664308
8421,SnBiO4,-0.029856999999999998
8422,KPS3,-16.834192
8423,RbAu3Se2,-0.05584
8424,BaMoPt2,-0.12159400000000001
8425,ThAs,-0.059435
8426,BeSiIr2,-50.830191
8427,NiMoO4,-0.114766
8428,Mn3Hg,-194.47905500000002
8429,LiNdSn,-0.140764
8430,LiBiF4,-0.038209
8431,Ba3AsN,-155.794557
8432,LiPrSn,-0.189857
8433,U3O8,-0.662412
8434,CeHg,-0.042172
8435,K2NiO2,-0.51976
8436,DyMg,-0.163806
8437,Tl2SiF6,-0.127094
8438,Pd(SeBr3)2,-0.096605
8439,U(CuGe)2,-0.490226
8440,UTe,-21.803582000000002
8441,SrMnBe,-0.918381
8442,SrBrF,-0.11536800000000001
8443,CdGeAs2,-0.6903600000000001
8444,SrAlSiH,-0.008743
8445,SrC2,-0.039777999999999994
8446,HgF,-0.021603
8447,HoNbRu2,-0.016605
8448,RbNO3,-63.690992
8449,DyTlPd,-0.045845
8450,Na2PdC2,-0.14339000000000002
8451,K2Se,-0.039195999999999995
8452,Ba4HfSe,-65.954707
8453,Sc2GaAu,-30.557942999999998
8454,NpSi2,-0.040597
8455,SrHI,-0.0383
8456,ZnCrF6,-0.41468999999999995
8457,NaZrBe,-1.296276
8458,NiAgO2,-0.115495
8459,Sc2TlAg,-0.085276
8460,BAsO4,-0.015736
8461,Be2FePb,-111.14918999999999
8462,NpMn3,-0.08972000000000001
8463,AlTlI4,-0.248637
8464,Be2Zn,-284.963519
8465,CaCeMg2,-0.053752
8466,TmH3(CO2)3,-0.098715
8467,HfNiSn,-67.94416600000001
8468,Mn2CoSn,-0.10658599999999999
8469,TiGePd,-0.211865
8470,YbSi,-0.023687
8471,CeFeSi,-0.011956
8472,K3TaO8,-10.379322
8473,KNdGeS4,-0.159462
8474,BaNa2Si,-0.087326
8475,Be2Ni2Ge,-16.967916
8476,BeTc2Ni,-0.177122
8477,LiYS2,-0.136068
8478,VSb,-0.22610300000000005
8479,CrSb,-0.161349
8480,CaMnGe,-80.654844
8481,FeSeCl7,-0.20560799999999999
8482,Pr3Cd,-22.533171
8483,Ho(SiPd)2,-0.115481
8484,LiCaAs,-0.064845
8485,Na5LiN2,-0.173059
8486,ErRh2Pb,-0.0477
8487,KRb2CoF6,-0.135028
8488,AlCl3,-0.095289
8489,CrSi2As,-128.108485
8490,KHCO3,-0.086931
8491,Sm(CoSi)2,-0.032565
8492,BaNaCr,-51.837284000000004
8493,CaCoF6,-0.083833
8494,K2SiF6,-0.307772
8495,Sc2ZnAu,-20.208885000000002
8496,ZnPtF6,-0.109376
8497,Ba3(HIr)2,-0.062355999999999995
8498,KLi2As,-0.057274
8499,RbHgF3,-21.652448
8500,KMgAs,-0.213689
8501,PaAs,-0.015069999999999997
8502,PuRu,-0.015302000000000001
8503,BiAuBr6,-0.094786
8504,PuS,-0.005406
8505,CO2,-0.083362
8506,BaSn2Te,-18.622785999999998
8507,BeNbCd,-0.201496
8508,BaPr2PdO5,-0.021107
8509,Ti2AsP,-147.618736
8510,HfGaNi2,-0.031409
8511,PbBr2,-25.815196
8512,CaB6,-0.053079999999999995
8513,Ba2MgUO6,-0.059337
8514,CuAsPt2,-61.502258999999995
8515,Be2CuBr,-171.443848
8516,ZrCuF6,-0.555862
8517,KLi6BiO6,-0.028623000000000006
8518,Nd(CuGe)2,-0.748456
8519,TiBeV,-0.311458
8520,CeS,-0.016008
8521,Tm3GaC,-217.71769
8522,LiH2IO,-0.117146
8523,K4ZrBe,-107.326343
8524,NdMnPO,-0.313596
8525,BaThO3,-95.558493
8526,Be2VCr,-0.37988099999999997
8527,BeZnCl,-0.901739
8528,PtS,-0.020428
8529,Ca(CoGe)2,-0.069052
8530,LiBeSe2,-215.94453199999998
8531,ZrO,-336.406541
8532,PaRh3,-0.037379
8533,TaNi2,-0.422404
8534,Sc6FeTe2,-0.927559
8535,NaClO2,-0.043377
8536,CaBeTc2,-68.682755
8537,Tm2HgOs,-0.102112
8538,Tm2CoRu,-0.0688
8539,Si3Ru,-178.134567
8540,InFe2CuSe4,-0.8546309999999999
8541,Ti2MnSi,-0.084022
8542,CeMg2Ag,-4.778389
8543,AlAgB,-90.25528299999999
8544,SmSb2Au,-0.047045
8545,U(SiRu)2,-0.057830999999999994
8546,Be2SiMo,-67.774336
8547,VO2F,-0.134534
8548,K3SbS4,-37.801501
8549,PrAlGe,-0.068763
8550,TlSe,-0.060532
8551,Pr(AlZn)2,-0.211524
8552,Pr(SiPd)2,-0.077113
8553,Sc2C,-0.013781999999999999
8554,TeI2,-27.058246999999998
8555,Cu3N,-0.113114
8556,RbAs,-0.037333
8557,CePO4,-0.179612
8558,NaCl,-0.310684
8559,FeCuO2,-0.489724
8560,CdAu,-0.082232
8561,PrPtF7,-0.076679
8562,BeF2,-95.49508900000001
8563,Na2LiBe,-1.680916
8564,TlPF6,-12.015423
8565,Mn2OF3,-0.22071999999999997
8566,U(NiGe)2,-0.264059
8567,SiPdO3,-0.028770999999999998
8568,SmBPd3,-38.344203
8569,Ho2CdS4,-0.23349299999999998
8570,BaAsPt,-0.111569
8571,Ti2CoSi,-66.721223
8572,MnInNi2,-71.18745200000002
8573,RbAuBr3,-0.075539
8574,Ca2TaAgO6,-0.080456
8575,HoBi2BrO4,-0.033905000000000005
8576,Li2CdGeO4,-0.09653300000000001
8577,Li2PmAl,-0.10454300000000001
8578,HoC2,-0.018868
8579,CuIrBr,-79.794113
8580,Rb2NaCoF6,-0.210231
8581,Sr(PIr)2,-0.054127999999999996
8582,TlSbS2,-0.07373500000000001
8583,Si3Sb2O9,-0.063266
8584,CoCO3,-0.242866
8585,Hf2FeTc,-0.157107
8586,Lu2S3,-1.060394
8587,BaNd2PtO5,-0.029567000000000006
8588,AlSiTe3,-0.017907
8589,Co(HO)2,-414.591492
8590,Ca(BH)2,-0.040955
8591,TmTaOs2,-0.091945
8592,TaGaPt,-52.301192
8593,Ba2TlV,-0.166501
8594,HoCuO2,-0.955125
8595,AlF3,-0.131449
8596,K3AuSe2,-0.046744
8597,Sc2AlTc,-0.041144
8598,MgCN2,-0.09488300000000001
8599,BeZnCr2,-1.202719
8600,MgTi2S5,-60.028927
8601,BaLiNi2,-88.515793
8602,Ho2SeO2,-0.02103
8603,ThGa2,-0.05223200000000002
8604,HgIBr,-0.066476
8605,TaIr3,-0.013672
8606,YCd,-0.049155000000000004
8607,K2Be2O3,-29.729538
8608,MnSnIr,-88.141502
8609,ThCoSn,-0.061535
8610,SmHoRu2,-0.153557
8611,BaPt,-0.022818
8612,Na5ReO6,-0.24129499999999998
8613,YBe2Ir,-110.893234
8614,ZnCo2Ge,-0.02316
8615,InClO,-0.184074
8616,Li2HfO3,-0.132891
8617,KLiICl,-177.124885
8618,HfAsCl,-128.016167
8619,GeH3Cl,-0.263808
8620,CaCdGe,-0.31358800000000003
8621,Ba(InTe2)2,-0.12321900000000001
8622,Sc4BeTc,-191.02275500000002
8623,DySCl,-0.058844000000000014
8624,KBeNb2,-83.995337
8625,Ba(GeRh)2,-0.142121
8626,SnO,-0.098531
8627,TlAsF6,-0.099898
8628,Ba2DySbO6,-12.192599000000001
8629,SmC2,-0.009498999999999999
8630,Ca2AsI,-0.102817
8631,PrSi2,-0.006906
8632,BaLiBr,-52.144944
8633,Ba2TmRuO6,-0.110797
8634,PuNiC2,-236.08734500000003
8635,NaTbSe2,-0.15502
8636,BaNa2Mn,-0.549509
8637,Rb3Lu,-0.367788
8638,NaSrNb2,-130.766449
8639,Mg(Co3P2)2,-0.06315
8640,MgNbRh2,-0.06926
8641,InPF3,-181.81329399999998
8642,Nd2SeO2,-0.02893
8643,Ba4RuBr,-78.286866
8644,CdPdAu2,-29.338621000000003
8645,CeCl3,-0.166017
8646,BeV2Si,-1.07493
8647,Mn3GaN,-0.103949
8648,BaCaTe,-75.257193
8649,Ge2Os,-0.046707
8650,Ho(MnSi)2,-57.541194999999995
8651,Sc2FeAs,-81.769192
8652,YTaBe2,-0.10407999999999999
8653,Cd3SiO5,-0.038426
8654,PtSe2,-0.00821
8655,Ba2HfCl,-66.063474
8656,Ba2LiZn,-0.221937
8657,GaSb,-0.14246099999999998
8658,Rb3Ti,-0.8979870000000001
8659,AgHgAsS3,-0.050449
8660,Sn2OF2,-0.166826
8661,TbB6,-0.018259
