,pretty_comp,magmom_outcar
17487,ZnGeAs2,-0.0
17488,Ba(PPd)2,0.0
17489,Pr(CuGe)2,0.0
17490,Sc2CuAu,-0.0
17491,In5S5Cl,0.0
17492,Ho2RuRh,-0.0
17493,NaCa2Be,0.0
17494,Ag2O,0.0
17495,Na3UF7,2.0
17496,YPO4,0.0
17497,BaNd2CoO5,2.602927
17498,NbRu3C,-0.0
17499,Th(CuSi)2,0.0
17500,Tm2CdSe4,-0.0
17501,P2O3,0.0
17502,YIr,0.0
17503,Ti(CrTe2)2,7.638638999999999
17504,BeCoHg2,-0.0
17505,K4SrU3O2,0.0
17506,Rb2S5,0.0
17507,Ca2PI,0.0
17508,Y6CoBi2,-0.0
17509,MgNbAs,2.7232251
17510,SbCl(OF3)2,0.0
17511,Ti2Ga,0.0
17512,Fe(NiS2)2,1.8105021000000001
17513,K2CuCl3,-0.0
17514,Li2NdIn,-0.0
17515,Zn(GaS2)2,0.0
17516,Co(ReO4)2,3.0
17517,HoCl3,0.0
17518,LiP5,-0.0
17519,CeSbAu,1.9251629000000001
17520,Li2V3SnO8,0.9879760000000001
17521,BeSn2Ge,0.0
17522,YAl3Ni2,-0.0
17523,YbIn2Au,0.0
17524,UGeSe,4.0591203
17525,LiGePCO7,0.0
17526,K2CN2,0.0
17527,Hg3AsS4Cl,0.0
17528,KLi6BiO6,-0.0
17529,Ca3AsBr3,0.0
17530,YbAsPd,0.0
17531,Be2GaFe,0.9438305
17532,Na2Ti3O7,-0.0
17533,ErVO4,0.0
17534,Sc2CoRu,0.0
17535,Li3V4FeO2,3.0044102
17536,KAlSiO4,0.0
17537,Be2TcRh,-0.0
17538,Li2CrCl4,7.9999999000000015
17539,LiVBO4,1.0
17540,DyTaRu2,-0.0
17541,Fe3RhN,8.231728200000001
17542,CdFe2As,4.5382111
17543,LiCuPO4F,1.8715631000000001
17544,Na2BeCu,0.0
17545,LiTiPt2,-0.0
17546,BeSiP2,0.0
17547,HoAlNi,-0.0
17548,Li2GeF6,-0.0
17549,CaBeCd,-0.0
17550,Ti2ZnO5,-0.0
17551,Rb3NbS4,0.0
17552,AsN(OF3)2,-0.0
17553,NaS2,0.0
17554,ErPt3,0.0
17555,HfBeZn,-0.0
17556,Rb3BiSe3,-0.0
17557,BaSrO2,-0.0
17558,LiTbTl2,0.0
17559,YZnAsO,-0.0
17560,AlInB,0.0
17561,DyBr2,-0.0
17562,K2La2Ti3,0.0
17563,Tm(MnGe)2,3.9327731
17564,Y3AlCoS7,2.0258205
17565,DyNi2B2C,0.0
17566,Dy(CuO2)2,1.0948829
17567,BeRhBr2,-0.0
17568,KTmO2,-0.0
17569,Ba4ZnTe,3e-07
17570,LiAc2Ir,0.0
17571,SmSn3,-0.0
17572,Li2Ti3BiO8,0.0
17573,MgRh2Pb,-0.0
17574,CeNiSb2,0.5462597
17575,CrHgO4,-0.0
17576,Li2InPd,-0.0
17577,Na6MnCl8,4.9999998
17578,PuCoC2,4.7861417
17579,KAuSe,0.0
17580,SmYZn2,0.0
17581,V2P,0.0
17582,ZnSeO3,0.0
17583,CeFeGe3,0.2981979
17584,LiTlPd2,0.0
17585,LiYb3,-0.0
17586,LiB,0.0
17587,NdHO2,-0.0
17588,Be2RuPt,0.0
17589,MnGaCo2,4.1325051
17590,Ag2SeO4,0.0
17591,YCdAg2,0.0
17592,BaHgCl,7.200000000000001e-06
17593,ThInAu2,0.0
17594,Eu(SbOs2)2,0.0
17595,ScIO,-0.0
17596,Li4AlCr3O8,8.9999992
17597,CaBeIn,-0.0
17598,NbW5Se2,0.0
17599,SrBeIn4,0.0
17600,BeSi2Hg,-0.0
17601,PHPb2,0.0
17602,YTmO3,0.0
17603,Li2NiO2F,1.9999148000000002
17604,BeHg2Pd,-0.0
17605,Cu4O3,0.9932502000000001
17606,CrGaFe2,0.9926626000000001
17607,TiMn2Al,2.9410373
17608,H2AuC4N,0.0
17609,BeCuPt,0.0
17610,Li2Ti3NiO8,2.0
17611,DyGa3,0.0
17612,YRhW2,-0.0
17613,Ba4ReBr,3.9e-06
17614,KBeIn2,-0.0
17615,Er(SiPd)2,-0.0
17616,Sr(Cu2As)2,0.0
17617,Mg3B(OF)3,0.0
17618,TiPd2,0.0
17619,Be3Ni,0.0
17620,DyO3,0.0
17621,UAl3Pd2,2.2467349
17622,Al2TcIr,-0.0
17623,NaHfBe,-0.0
17624,Mn4Cu3O2,8.936340800000002
17625,KTa2Be,-0.0
17626,BaTiF6,0.0
17627,NiSe,0.0
17628,LiYb2Pd,-0.0
17629,TbYbPt2,-0.0
17630,ThSb,0.0
17631,Pr3GaC,-0.0
17632,Yb(SiNi)2,0.0
17633,RbSnIO6,-0.0
17634,KCaF3,-0.0
17635,BeCr2Tc,-0.0
17636,Be2VTe,-0.0
17637,LiMgHg2,-0.0
17638,SmOF,0.0
17639,BaTlCuO4,-0.0
17640,CoSnRh2,2.2339354
17641,VP,4.7e-06
17642,TmIr2,0.0
17643,BaBAsO5,0.0
17644,In(Mo3Se4)2,0.0
17645,SmAg2Hg,-0.0
17646,Ce(SiNi)2,0.0
17647,ScPS4,0.0
17648,TbSe2,0.0
17649,NiAs2,0.0
17650,TbTiSi,0.0
17651,Na3Nd5Cl8,0.0
17652,Ho3CuSiSe7,0.0
17653,TiBeIr4,0.0
17654,Al4CN3O,5.9254147
17655,TmBPd3,-0.0
17656,BaNa2(SiO3)2,-0.0
17657,Yb3N2,0.0
17658,YP,-0.0
17659,Fe2CuGe2,0.5079402
17660,K2BaPb,-0.0
17661,Nd2C3,0.0
17662,LaAlO3,-0.0
17663,MgPbO3,1.9998513
17664,Pr2In,1e-07
17665,Ag3AuSe2,0.0
17666,As(IF2)3,0.0
17667,KH,0.0
17668,YZrBe2,-0.0
17669,Li2CuBiO4,0.7226319999999999
17670,LiCa2In,-0.0
17671,NaAc2Pb,-0.0
17672,VFeRu2,4.098409200000001
17673,HfMn2,2.9378267000000005
17674,PrAs,-0.0
17675,Tl3AsO4,0.0
17676,LuPO4,0.0
17677,RbIrO3,0.0064345
17678,Be2VCd,0.0
17679,Ag3Pt,0.0
17680,ThNF,0.0
17681,Sc6FeSb2,3e-07
17682,Pm2ZnSn,0.0
17683,Na4SnSe4,0.0
17684,BeCdPt2,-0.0
17685,BaInBr2,0.0
17686,Zr(CuP)2,-0.0
17687,ZrAlRu2,-0.0
17688,Ti2BRh6,-0.0
17689,AcSbAu2,-0.0
17690,Rb(TeMo)3,0.0
17691,BeSi2Ge,-0.0
17692,Ho2AlOs,-0.0
17693,NdDyTl2,-0.0
17694,LiTaRu2,-0.0
17695,Rb2Bi2O5,0.0
17696,BeHg2Ir,1e-07
17697,BeNbTe2,0.0
17698,NdSBr,0.0
17699,ScBeW2,0.0
17700,GaCuCl4,-0.0
17701,TiBePd4,-0.0
17702,RbGeIO6,0.0
17703,NaPrHg2,-0.0
17704,Ba4MnZn,2.72e-05
17705,Al3Tl,-0.0
17706,KBr,-0.0
17707,GaCoRh2,9.2e-06
17708,LiFeOF,3.6763442000000004
17709,RbSnI3,0.0
17710,PrTmTl2,0.0
17711,MnBeTe2,4.5679788
17712,Ba4GeCl,-0.0
17713,SmAl4Ni,-0.0
17714,ScCrC2,-0.0
17715,CaYIn2,0.0016573
17716,UTl2(TeO4)2,0.0
17717,CaHgPb,-0.0
17718,Mg4BeMo,2.9733717
17719,Li4H3BrO3,-0.0
17720,NaSmHg2,0.0
17721,Be2CdW,0.0
17722,KAuBr4,0.0
17723,K3MnO4,1.9999977
17724,TiInPd2,-0.0
17725,Na4WO4,0.0
17726,Be5Fe,1.3764999
17727,Co(ClO4)2,3.0
17728,Rb3SbSe3,-0.0
17729,LiZn2Ni,-0.0
17730,NdGe2,0.0
17731,CaNiTe,0.0
17732,NiAsSe,0.0
17733,BeVBr2,3.3594022000000003
17734,NdPt3,0.0
17735,Y2BeGe,0.0
17736,Be2VRh,-0.0
17737,BaVTe2,2.9999995999999998
17738,SrLiBe2,0.0
17739,BeTeCl4,0.0028944
17740,KMnSb,8.6192192
17741,LaCd2,1e-07
17742,LiCuS,-0.0
17743,LiTmPt2,0.0
17744,TiCdF6,-0.0
17745,SrGe3Pd,-0.0
17746,LiTl2Rh,0.0
17747,Er(MnGe)2,3.9396617
17748,SrHfO3,0.0
17749,LiLa2Ir,0.0005506
17750,FeTe,4.1551074
17751,Na2Cd(SO4)2,-0.0
17752,Ba4YSb,2.1125837000000005
17753,LiNdGe,-0.0
17754,Ba4SiW,3.5945592000000004
17755,Ba2Cd,-0.0
17756,BaMoIr2,-0.0
17757,Ba4BePt,2e-07
17758,Rb3Ga,1.472432
17759,Nd3Cu3Sb4,0.0
17760,Ba4TcCl,4.6e-06
17761,Nb3Co4B7,-0.0
17762,DyAs,0.0
17763,BeCuCl,0.0
17764,LaCoTe,-0.0
17765,CaAu,0.0
17766,Na2CuAs,0.0
17767,Ta2BePb,-0.0
17768,Lu2TlHg,-0.0
17769,Y2Cr2C3,-0.0
17770,Ca(GeRu)2,-0.0
17771,Ba4BeBr,0.6559393
17772,BeBrCl2,-0.0
17773,Be2CdOs,-0.0
17774,Ba4YSi,1.8698047999999998
17775,Ba2YBi,1.0608031
17776,NdLuSe3,-0.0
17777,Ac2CuGe,2e-07
17778,BaSnPb,-0.0
17779,Li2CdPt,-0.0
17780,Ba2LuRuO6,2.858274
17781,Al5CuS8,-0.0
17782,HgSe,-0.0
17783,Nb2Te3,0.0
17784,MnBe2Ge,0.44294
17785,KSO4,-0.0
17786,NaVS2,1.9999928
17787,BaPr2FeS5,8.000002199999999
17788,BaZnCO3F2,0.0
17789,BaTa3TeO,0.0
17790,Hf2MgBe,-0.0
17791,Be2CrSe,0.0
17792,VP2(HO)6,2.0
17793,BaCdP2,-0.0
17794,HfCuHg2,-0.0
17795,H3F2,-0.0
17796,Li6CuF8,0.9999998
17797,Be2TlPd,0.0
17798,Be2SiP,0.0
17799,DySnPd2,-0.0
17800,Nb4AlC3,-0.0
17801,Nd2HgO4,-0.0
17802,Mg2CoH5,-0.0
17803,VOF3,0.0
17804,YTh4,0.0
17805,Li2MgSn,0.0
17806,SnRh2,0.0
17807,Fe3S4,0.22590149999999998
17808,BeRu2Rh,0.0
17809,BeGaBr4,1.1054558
17810,DyGeRh,0.0
17811,Li6CoO4,6.0
17812,TmFe2,5.8755209000000015
17813,MgGaPd2,0.0
17814,Ba2ZrO4,-0.0
17815,TbRh3C,0.0
17816,Ca2Cu(BrO)2,0.0
17817,Pd3(PbS)2,0.0
17818,TaTiTc2,-0.0
17819,CoN,0.2064465
17820,Li2BeCo,0.0
17821,Na3CoSiCO7,4.0338455
17822,SmCuO2,0.0
17823,Hf2NiMo,1.568582
17824,HfScRu2,-0.0
17825,Te2O5,0.0
17826,YCoC2,0.0
17827,H4C,-0.0
17828,TaBePb4,2.0197096
17829,NdY3,0.0
17830,NdLuIn2,0.0
17831,Mg3Ni,-0.0
17832,VIr3,-0.0
17833,Sc3CoC4,0.0
17834,MnHg,3.8009224
17835,BaLaTi4,4.775558900000001
17836,Li2HoTl,-0.0
17837,ScNi4Au,0.0
17838,TmHfIr2,0.0
17839,Y2Pb2O7,0.0
17840,Na2ZrO3,-0.0
17841,HoAu,-0.0
17842,Li3YbPCO7,-0.0
17843,Er2ZnIn,-0.0
17844,ScCu2As,-0.0
17845,ZrPbF6,-0.0
17846,NaLaSe2,-0.0
17847,FeCoSn,6.2136252
17848,NaAgO2,0.0
17849,YBe2Cr,1.7e-06
17850,Nd(AlGe)2,0.0
17851,RbAg3Se2,0.0
17852,BeNb4Ni,0.0
17853,Dy3CuGeSe7,-0.0
17854,TlAs,-0.0
17855,Tb2TeO2,0.0
17856,BeNi2Ir,1.0400371
17857,Er(GeRh)2,0.0
17858,MnSnRh2,4.6543516
17859,Sr2MoO4,-0.0
17860,Na2BeP,-0.0
17861,CoSe,0.0
17862,GaCu2As,0.0
17863,Cu3Sb,-0.0
17864,Mg3P2(HO)6,-0.0
17865,NaSmTl2,-0.0
17866,PmSn3,-0.0
17867,BeVSi2,0.0
17868,BaIr2Pd,-0.0
17869,SnH8(NCl3)2,-0.0
17870,SrLi2Ta2O7,0.0
17871,ZnHg3,0.0
17872,Rb2SnCl6,0.0
17873,LuNiC2,0.0
17874,BeCdTe,-0.0
17875,Pr3GaO6,-0.0
17876,Ti(SeO3)2,0.0
17877,ZnCdPt2,0.0
17878,LiCo2O2F3,9.3060306
17879,NaMgH3,0.0
17880,BaGaSb2,-0.0
17881,BeP2Rh,0.0
17882,BaF2,0.0
17883,NaYb3,0.0
17884,KIn9Ni2,0.0
17885,KMnO2,3.9999953
17886,LaBi,0.0
17887,UBi,2.9610804
17888,NdVO4,-0.0
17889,BaCdTe,0.0
17890,Nb(SCl)2,0.0
17891,Sn(Mo3S4)2,0.0
17892,Mn2Be2Zn,4.9114055
17893,ErTaRu2,0.0
17894,Sr(MnGe)2,4.2899772
17895,BeNiSb2,0.0
17896,KTe,-0.0
17897,Sr(MnP)2,4.00106
17898,Ga4GeO8,0.0
17899,Ba4HfGa,2.8134409
17900,NaAsOs2,0.0
17901,Ca(ZnSi)2,0.0
17902,ZrO,-0.0
17903,DyAl2,-0.0
17904,PaRh3,0.0
17905,CeSb,0.7814595
17906,YSn,-0.0
17907,TbCoSi,-0.0
17908,HfMgHg2,0.0
17909,ThAu2,0.0
17910,SmNi2B2C,-0.0
17911,SnS,1.74e-05
17912,Ba2SrI6,0.0
17913,KBa2Pd,-0.0
17914,Li5ReO6,-0.0
17915,YSbPt,0.0
17916,Ta2MoOs,-0.0
17917,MgZrO3,-0.0
17918,As4S3,0.0
17919,Dy2Sn5,0.0
17920,ZrP,-0.0
17921,Zr2CoSi2,-0.0
17922,BeNb2Tl,0.0
17923,CrSe,7.5298937000000015
17924,HfMgAu2,0.0
17925,FeSiRu2,3.6863648
17926,Li4Cr3FeO8,9.6746418
17927,YTlTe2,-0.0
17928,Y2Be2GeO7,-0.0
17929,Cd(AsO3)2,0.0
17930,NaErCl4,-0.0
17931,LaMgCd2,0.00029110000000000003
17932,Sc2GaOs,0.0
17933,CaTi2S5,-0.0
17934,Hg2W2O7,-0.0
17935,RbLuSe2,0.0
17936,Si2OsRu,0.0
17937,TlHg,0.0
17938,PtS,0.0
17939,Be3Al2(Si3O4)2,-0.0
17940,Rb3As,0.0
17941,Ca2Pt3O8,0.0
17942,LiBeRe,0.0
17943,PaB3,-0.0
17944,InSb,-0.0
17945,LiVF5,4.0
17946,Na4BeAlSi4ClO2,-0.0
17947,HfVGe,0.0
17948,K2H4Pt,-0.0
17949,FeGeRu2,3.8127288999999998
17950,Pr(CoB)4,0.0
17951,SrBiBrO2,0.0
17952,Mn2GaCo,2.0190832
17953,Hf(BeSb)2,0.0
17954,HoMnSi,8.7007357
17955,RbAuSe,0.0
17956,Al2SiO5,0.0
17957,Li5NCl2,-0.0
17958,TmZrOs2,-0.0
17959,RbTl(SO4)2,0.0
17960,Sm(GaPd)2,0.0
17961,RbZn4As3,-0.0
17962,RhSe,-0.0
17963,KCuC2,0.0
17964,Sr(NO3)2,0.0
17965,YHfPd2,0.0
17966,Mn2NiO4,9.995159800000001
17967,AlBMo,0.0
17968,Ga2BSb,-0.0
17969,YbNdSe3,0.0
17970,Ce3GaBr3,3.1450473
17971,KBaP,0.0
17972,NaLiCO3,-0.0
17973,KCdAs,-0.0
17974,NdNiC2,-0.0
17975,ZrBiRh,0.0
17976,Ba2ScPb,0.7381499
17977,KRb2ScF6,0.0
17978,Dy2MgTl,0.0
17979,CeSm3,3e-06
17980,CaBe2Cu,-0.0
17981,SmAgO2,0.0
17982,Pm2MgSn,0.0
17983,BaSiCl,2.9971318
17984,Co9S8,-0.0
17985,Ni2HgAs,-0.0
17986,Th3Bi4,-0.0
17987,ErCo5,6.8661786
17988,Yb2SbAu,0.0
17989,MgSeO4,-0.0
17990,LaFeAs,1.9999451
17991,ZrAg,0.0
17992,B5Mo2,0.0
17993,MgCuPd2,0.7121833000000001
17994,NdCu5,0.0
17995,RhF3,0.0
17996,LiAl(SiO3)2,0.0
17997,CaHg3,-0.0
17998,LaBe2Tl,1e-07
17999,BeNiTe2,0.0
18000,CeAu,1.7435898999999997
18001,LiCuO,-0.0
18002,LaMnSbO,6.3290394
18003,Tm2TiO5,0.0
18004,Ce(SiPt)2,0.5083702999999999
18005,Fe2P,8.478563000000001
18006,Rb2Se,0.0
18007,BaRu2Pt,1.2093432
18008,Dy2RuRh,-0.0
18009,Ba4MoIr,4.0393159
18010,YCrO4,1.9999741000000002
18011,BaGaSiH,0.0
18012,Er5NiPb3,-0.0
18013,CaMgBe,-0.0
18014,BaCr2Mo,-0.0
18015,Li2TlPd,0.0
18016,Y4Cu2O7,-0.0
18017,MgCoF4,6.0
18018,Er5Rh3,0.0
18019,Ba4ScBe,1.8596798
18020,CdAs2,0.0
18021,Fe2OF3,8.1294182
18022,LiHoO3,1.9993375
18023,InCl3,0.0
18024,LiAc2Ru,-0.0
18025,CaBe2(PO4)2,-0.0
18026,U2AlCo2,1.1860157
18027,SmPt2,0.0
18028,LaGaAu2,0.0
18029,BaCeN2,0.0
18030,Ca2ZnRh,-0.0
18031,BaPd2Rh,-0.0
18032,Sm(SiRu)2,0.0
18033,Na3PSO3,-0.0
18034,Sr3TaGa3(SiO2)2,-0.0
18035,Hf2BeCu,0.0
18036,SrSiPd,-0.0
18037,Mg2RhAu,0.0
18038,Ho3CuSnS7,-0.0
18039,ZrSnPd,-0.0
18040,Dy(CuSi)2,-0.0
18041,Ba2YTlV2O7,3.1275377
18042,BeZnW,-0.0
18043,TaNiTe5,0.0
18044,Ta5B6,0.0
18045,LiV2FeO6,1.9248786
18046,PmCdHg2,0.0
18047,BaTi2Tl,-0.0
18048,Ga2Au,0.0
18049,BaTlBr2,-0.0
18050,RbIn5S8,-0.0
18051,ScGaRh2,-0.0
18052,CaPt2,-0.0
18053,LiVF4,7.9999999000000015
18054,HfBeSe2,0.0
18055,TaBe2Cr,0.0
18056,RbIO3,0.0
18057,Li8Al3Si5,0.0
18058,Ba2SrWO6,0.0
18059,ZnO,0.0
18060,HoVO4,0.0
18061,BeZnPt,0.0
18062,CeInAu,2.5418738999999997
18063,Lu2CdAg,-0.0
18064,Mg2BeCl,0.0
18065,LiCr(CO3)2,6.0
18066,Sr2Fe2S2OF2,7.525833599999999
18067,B4CCl6O,0.0
18068,PmGaCu2,0.0
18069,SbIr,0.0
18070,ScBe2Mo,0.0
18071,Ba4HfGe,3.2587233
18072,SmCo2,2.8442387000000005
18073,BMo,0.0
18074,ZnCu3H6(ClO3)2,2.9160466
18075,MgH2SO9,-0.0
18076,Mg(SnO2)2,-0.0
18077,Ce(SiOs)2,0.1423067
18078,Be2ReBr,-0.0
18079,SrYPt2,-0.0
18080,BeGa4Mo,-0.0
18081,FeBO3,1.9994938999999998
18082,LiZnO2,0.9742294
18083,TiMnH2(OF)6,4.9716074
18084,AlCrCu2,3.0073713
18085,Ca2BeW,1.1000322
18086,Ba4ScOs,1.2495822
18087,ZrBeCd,0.0
18088,V2H3O5,2.9999999
18089,ZrAl2,0.0
18090,La2MoO6,0.0
18091,PuOs2,4e-07
18092,CuPt7,0.0
18093,Hg3(TeBr)2,0.0
18094,Be2SnHg,0.0
18095,SrNd2O4,-0.0
18096,NaTbS2,-0.0
18097,LiCaAlN2,0.0
18098,RbTa(GeO3)3,0.0
18099,HoInCu,0.0
18100,Ho6CoTe2,0.0
18101,DyP,0.0
18102,Pr(AlGa)2,-0.0
18103,UAl2,5.601975299999999
18104,LuNbO4,-0.0
18105,DySCl,-0.0
18106,HoTlPd,0.0
18107,B2O3,0.0
18108,Ba4TiRe,0.0026778
18109,BeSiAs2,0.0
18110,Ca2AgBi,-0.0
18111,BaAlSiH,-0.0
18112,KAg2SbS4,0.0
18113,Sr5P3ClO2,0.0
18114,LaBeRh,0.0
18115,Ba4TlP,1e-07
18116,SrZn2,0.0
18117,Pr2S2O,-0.0
18118,Ta2PdS6,0.0
18119,Dy3PbC,-0.0
18120,Na3Np(HO3)2,-0.0
18121,LiBe2Se,-0.0
18122,RbSm2CuSe4,-0.0
18123,Mg7Al2,0.0
18124,NbTl3Se4,-0.0
18125,IrRu3,0.0
18126,K2BeSi,-0.0
18127,FeN,3.3176461
18128,VPCl9,1.9999999
18129,CeSi2,0.0
18130,LiY2In,-0.0
18131,Be2GeOs,0.0
18132,BeCrPd2,-0.0
18133,PmInAg2,0.0
18134,ErCdCu4,0.0
18135,YbSbAu,0.0
18136,U3Si,5e-07
18137,TaSnRu2,0.0
18138,Tl2O3,0.0
18139,SrP3,0.0
18140,CeTh2O6,0.0
18141,TmAs3,0.0
18142,K4CdP2,0.0
18143,Pm2SnPd,-0.0
18144,K2Cd2O3,-0.0
18145,NbSe2,0.0
18146,Na3CdPCO7,-0.0
18147,MgBeRh,0.0
18148,Ce7O2,3.9966343999999996
18149,BeZn2Ir,0.0
18150,LuBi,0.0
18151,FeCu2GeS4,3.8738159
18152,NaNiBO3,3.9999973
18153,Pr2AgIr,0.0
18154,BaTiCd,0.00015659999999999998
18155,BePSe2,0.0
18156,TbScO3,0.0
18157,Li3Pt,0.0
18158,Li2YTl,-0.0
18159,Ca2PbO4,-0.0
18160,LiPrTl2,0.0
18161,Ba3PN,-0.0
18162,Li2NbAs,1.216952
18163,CaNiN,-0.0
18164,ZrTlCdF7,-0.0
18165,NdMgZn2,-0.0
18166,PmAgHg2,-0.0
18167,Na3VH6O7,-0.0
18168,Li2ZrN2,0.0
18169,Nb2Pb2O7,-0.0
18170,YPd3,0.0
18171,U(SbO3)2,0.0
18172,NaAc,-0.0
18173,Cu2P2O7,1.7649438999999998
18174,BaMgBi2,0.0
18175,KNaTiO3,0.0
18176,Li4CO4,-0.0
18177,La(Fe2P)2,0.0
18178,Be2NbNi,-0.0
18179,Cr3S4,9.2490413
18180,Y3Al3NiGe2,-0.0
18181,LuAlB4,0.0
18182,LiFe(SiO3)2,4.9999999000000015
18183,DyYAl2,0.0
18184,BaZn2Ru,0.0
18185,Pm2ZnPt,0.0
18186,K3Na(FeO4)2,3.9985931000000003
18187,RbBS2,-0.0
18188,Ba4BeRh,0.0
18189,DySi2,-0.0
18190,Ag6Mo2ClO7F3,0.0
18191,Ca4SmB3,-0.0
18192,BeTl2Cd,-0.0
18193,TmLuHg2,-0.0
18194,Sr(BiPd)2,-0.0
18195,YbSbPd2,0.0
18196,BeIn2Se,0.0
18197,Mn(CoO2)4,6.871313400000001
18198,H5PbCI3N2,0.0
18199,MnS2,0.0
18200,Ba4GaBi,-0.0
18201,Zr3Al,0.0
18202,BaRuO3,1.5484892
18203,Li5CrO5,0.9999998999999999
18204,Sr(SiAg)2,0.0
18205,Dy2Be2GeO7,-0.0
18206,Ba2PCl,0.0
18207,Li2MgTl,0.0
18208,ZrNbO4,1.9412362
18209,HfPaTc2,0.0
18210,Li3CuP2O7,-0.0
18211,Li2V(CO3)2,6.0
18212,USb2Pd,3.8964608999999997
18213,TmInPd2,-0.0
18214,TiCd,0.0
18215,ZrTc2W,0.0
18216,Co5BiO2,3.2426264
18217,NaYAu2,-0.0
18218,YBeCl2,0.0
18219,YInAg2,-0.0
18220,HfBeTc,0.0
18221,MnV3,-0.0
18222,BaAu2,0.0
18223,Li2VOF3,7.9999997999999986
18224,Zr4Al3,0.0
18225,VPd2,0.0
18226,Sc2NiPt,0.0
18227,NdTlAu2,-0.0
18228,CdRhF6,0.9915799999999999
18229,EuSn,-0.0
18230,TiS2,-0.0
18231,Ca2TiSbO6,-0.0
18232,Cu3BiSe2IO8,5.7418141
18233,PtN,0.0
18234,As2O5,0.0
18235,Mg2ZnB2Ir5,-0.0
18236,LaCoSi,0.5836463000000001
18237,Sr3NiIrO6,4.4714705000000015
18238,Re3As7,-0.0
18239,BeNbCd,-0.0
18240,Ag2F,0.0
18241,Bi2Te4Pb,0.0
18242,DyCdPd2,0.0
18243,Tm2CdHg,0.0
18244,TaBi4ClO8,0.0
18245,In2ReB,0.0
18246,Na4TiO4,-0.0
18247,Tm2FeC4,-0.0
18248,LuCo2,0.0112512
18249,RbCuBr3,-0.0
18250,NO2,-0.0
18251,Ca5Au3,0.0
18252,Ba4NbW,0.1890217
18253,ScBeGa4,-0.0
18254,ZrCr2,-0.0
18255,Rb2PdCl6,0.0
18256,Li2H2Pt,0.0
18257,MnAsAu,4.634290900000001
18258,TmRh2Pb,0.0
18259,Li3Ga,0.0
18260,K2HgSe,-0.0
18261,MnAlF5,5.0000002
18262,Ca2Co2P7,0.0
18263,KBaSi,0.4913183
18264,MnH4(BrO)2,4.9999999000000015
18265,PrN,-0.0
18266,Hf2CS,-0.0
18267,B3C2,-0.0
18268,NaSn2Cl5,-0.0
18269,LiBeFe4,6.6049484
18270,Ba4ScIr,2.1455605
18271,LuFeC2,0.8867259
18272,HfMoAs,-0.0
18273,In4Bi2S9,-0.0
18274,Ca3BiN,0.0
18275,SnCl,-0.0
18276,BaTa2Tl,0.0
18277,ErCuSn,-0.0
18278,NbP,0.0
18279,Th2HN3,-0.0
18280,SmSnPd2,0.0
18281,ThTeAs,-0.0
18282,Te2Pd,0.0
18283,MnAlCo2,4.0486357
18284,BaMo4(PO3)2,0.0
18285,SCl2,0.0
18286,Sc2InAu,0.0
18287,TiAl2,-0.0
18288,NdZn,0.0
18289,PrDyZn2,0.0
18290,TiBeCr,-0.0
18291,SmMgPt,0.0
18292,K2GeSe3,0.0
18293,BeGeP2,-0.0
18294,CaAgO2,0.0
18295,MgTc2As,-0.0
18296,Li2VO3F,-0.0
18297,CaTlCl3,0.0
18298,TaGaO4,-0.0
18299,KYTe2,0.0
18300,IrW,-0.0
18301,AgBiO3,-0.0
18302,Eu(MgGe)3,0.0
18303,Li2TiCrO4,4.0301647
18304,Yb2AlGe3,0.0
18305,SmPO4,-0.0
18306,KCoCl3,5.0055287
18307,DyTiSi,0.0
18308,LuNi2B2C,0.0
18309,Li(Sn3Pd)2,0.0
18310,ZnSi2SnO6,-0.0
18311,Sc7C2,0.0
18312,YbSbPt,-0.0
18313,Li3Zn,0.0
18314,Hf9Mo4As,0.0
18315,NbInRu,-0.0
18316,TiAgSe2,0.0
18317,U2AsN2,2.9745253
18318,Ba4MgGa,0.0
18319,SrSi,-0.0
18320,DyTh,0.0
18321,LuPS4,0.0
18322,PrAl,-0.0
18323,NaAlF4,-0.0
18324,Mg2Sn2O5,-0.0
18325,VSbRh,0.9999739
18326,PrPIr,0.0
18327,BaLuFeCuO5,4.4153972999999995
18328,K2NpO4,0.9999998999999999
18329,InPS4,0.0
18330,Th2P2O9,-0.0
18331,BaCaYb2,-0.0
18332,InOF,-0.0
18333,GaPO4,-0.0
18334,NaAsP,-0.0
18335,Ca3(AlN2)2,-0.0
18336,Ti2PbC,-0.0
18337,PmPd3,-0.0
18338,Li2Ni3BiO8,2.9880538
18339,LiLuO2,0.0
18340,Cu3P,-0.0
18341,TbAgHg2,-0.0
18342,NpTeAs,7.1929977
18343,U2(Al3Co)3,8.6553545
18344,BeSn2Se,-0.0
18345,PPbSe3,0.0
18346,Ba4HfTa,1.99e-05
18347,Ba4SiOs,1.1188189
18348,K2PdF6,0.0
18349,BaOsCl2,3.6492294000000003
18350,Fe(BW)2,3.3496512000000003
18351,Zn(InSe2)2,0.0
18352,Li3FeO4,3.0184352000000003
18353,Er3Rh,-0.0
18354,PrTl,-0.0
18355,Hf2CuRe,0.0
18356,KH4F5,-0.0
18357,SrMoO4,-0.0
18358,HfBeNi,0.0
18359,Ba4TeCl,-0.0
18360,Ba4BiPt,0.0
18361,NdTeCl,0.0
18362,Na2HgBi,1.7060608
18363,K3Nb3(BO)2,0.0
18364,NaCdPb2,-0.0
18365,BiTeO4,0.0
