,pretty_comp,n_Seebeck
9863,Li7Si2Ni3O2,0.996350333
9864,Ti2Zn,8.583531733
9865,K3Sb2Au3,-214.60545
9866,YbMgHg2,0.97001059
9867,ErPt2,5.937967933
9868,NbSeBr3,-269.8048033
9869,Hg2P3Br,-174.64545
9870,PrGe,-9.869924367000001
9871,YSbO3,-2.7367635
9872,Be2BO3F,-200.5966833
9873,ZrGaNi2,-5.6326083
9874,Na5CuSO2,-142.38824330000003
9875,SeBr2,-269.0422167
9876,ZnCu2SnSe4,-77.439368
9877,LiAc2Ge,-22.950686
9878,BaZnSi,-21.6290036
9879,ZrMo2,5.6560156
9880,Bi(BO2)3,-198.9937567
9881,BiIO,-105.5052297
9882,TlCoBi,-16.538044
9883,Na2NiO2,-419.7516867
9884,Cu2GeS4,-0.756316833
9885,MgSc2In,-0.79956137
9886,Nb2SnC,-6.9911899
9887,TmO3,-3.6437546
9888,Li2NiSnO4,-12.07987767
9889,Ca3AsN,-166.01166
9890,SmBr,-51.45239967
9891,BaCu2SnSe4,-133.18126329999998
9892,RbSnF3,-313.295
9893,K4SnO4,-132.3069533
9894,TiZnO3,-440.0025533
9895,SrLi2Ta2O7,-146.7517833
9896,Ag3AsSe3,-237.7469
9897,RbSc5Te8,-248.3707433
9898,Li4GeO4,-162.7056833
9899,TiGaNi2,1.899835233
9900,Y(CoO2)2,-18.84030423
9901,TbSc,3.227769667
9902,FeB,-1.464337
9903,BiSeBr,-162.2470533
9904,NaAc,-7.823823833
9905,AlH3,-90.96255867
9906,UCoB3,1.885464567
9907,LiErO2,-132.1471533
9908,Cr2Se3,7.578008667000001
9909,BiTeIr,-3.0397046000000003
9910,NdSi2Rh3,-3.6965536
9911,MnRePt,-11.702056
9912,Ba3SbN,-79.405325
9913,Pr2IrPd,-14.739894
9914,Dy2AgOs,-4.1659849
9915,Th(SiPt)2,3.099241033
9916,Er(FeB)2,-4.639092047
9917,Li3Fe3O8,-14.92531267
9918,Co(CuO2)4,-12.38304297
9919,ErGaCo,-4.3685444
9920,PmZn3,-7.321815767
9921,YbPm3,-30.036166
9922,NaTl2RhF6,-334.62777
9923,OsCl2O,-4.7284774
9924,Mg3Os,-23.098005
9925,Mo2As3,7.251348332999999
9926,CSO,-503.2076933
9927,Li2Ti3O7,-337.0177333000001
9928,NdPb8F9,-221.02258
9929,Pm2ZnGa,-1.148648
9930,PaN,6.1314962999999985
9931,Li8MnO5F,-346.95354669999995
9932,Li4MnCr3(P2O3)2,3.970520333
9933,CaTeO4,-131.58096
9934,GaSi3,-1.2592015
9935,Sr5Cr3O2F,-12.1261749
9936,Ho3Lu,5.611777892999999
9937,Dy2Re2Si2C,-8.480684633
9938,Fe2NiO4,-8.159064033
9939,MgPd5,-34.92953967
9940,Na2GeF6,-124.3543433
9941,Sb2Te2Se,-170.98788330000005
9942,Mg3Sc,3.472476667
9943,NdAs,6.965117533
9944,TaTl3Se4,-389.8254733
9945,Li2V3F8,-173.70101
9946,BN,-18.43388433
9947,SiB6,-165.64406
9948,In(FeO2)2,-32.126295
9949,HoMgRh2,-5.55805
9950,Sc2ZnTc,-8.768754800000002
9951,Lu2CoRh,-16.876042
9952,PdC,-2.4618357000000004
9953,Na5ReO6,-352.3740267
9954,AgHgSI,-84.29686233
9955,Re3As7,-13.13880633
9956,RuC,-7.688419567
9957,Ca(MoO2)4,5.9298849
9958,NaHS,-106.6757033
9959,CdIn2O4,-52.41603733
9960,SmCuO2,-254.00984330000003
9961,Sr3WO6,-313.2488767
9962,Li2TeO4,-159.91786330000005
9963,BW2,-3.46083575
9964,Se2NCl3,-204.7135267
9965,MgCuAs,-21.03128953
9966,K3GaO3,-129.7153233
9967,K2SO3,-320.0106967
9968,Sr2MnZn2(AsO)2,-40.43235561
9969,KZn4Sb3O2,-80.11939133
9970,Rb2Li2SiO4,-112.5582467
9971,TmH2,-1.7754827000000002
9972,SrAlGeH,-221.4733667
9973,NaPb3,-5.9571843
9974,Te2SO7,-233.7310833
9975,DyNiO3,-27.27278233
9976,K2ZnH4,-273.22548670000003
9977,LiNdGeO4,-108.6368627
9978,YbZn,2.984484
9979,PrTiO3,-21.523687
9980,NbCoTe2,4.3551400000000005
9981,PrAl2Ni3,-4.1793211
9982,C(ClF)2,-369.6989433
9983,NaMnSb,-3.0581080330000003
9984,YbCuGe,6.372383133
9985,HfGaNi2,-1.869105767
9986,Y2Bi2O7,-81.55581600000002
9987,NdCoSi,-0.371145667
9988,ErS2,9.924785067
9989,CaNiTe,-73.57177333
9990,LuCdAg2,7.20264
9991,V4O9,-30.0164562
9992,PrCoSi,-0.394500533
9993,U(RhO3)2,-255.7395353
9994,AlH2PbO2F3,-197.7913467
9995,ScNiBi,-228.64886
9996,Sb3O7F,-3.840044667
9997,Zr2InCo2,-1.065143067
9998,YErO3,-306.2459033
9999,SmMg3,2.718997233
10000,Y3TlC,-51.945525
10001,Pm2ZnHg,5.1724233
10002,ZrTiAs,7.246575967
10003,Ti(NCl)3,-418.08368
10004,Er2TlCd,-1.3339729
10005,RbLi(H2N)2,-96.37372033
10006,PmMgZn2,-5.5253952
10007,NaTmO2,-187.50652
10008,ScAu2,7.367142599999997
10009,Dy(SiPt)2,-8.299163467
10010,ThSb2,-8.761174467
10011,BeSiAs2,-224.1025567
10012,NaPrAu2,1.0436632
10013,YF3,-350.08102
10014,Y2SO2,-210.0811267
10015,CdSnP2,-42.42224467
10016,PaGe3,5.0072715
10017,TlPt2Se3,-222.16743
10018,Sr3In,-19.394226
10019,RbWO3,-7.779136
10020,FeNiGe,-18.30247233
10021,Li6Fe(SiO4)2,-6.251768332999999
10022,PrSb,-10.433366
10023,BaHI,-111.2646247
10024,NaAgO,-158.30588999999995
10025,NdDy3,6.7079026
10026,GaH3NF3,-176.83693
10027,Rb2S3,-200.1170967
10028,Na3AgS2,-118.66963
10029,KCaSiHO4,-126.7426367
10030,ErMgCd2,-2.7839534
10031,Li2FeF5,-450.9309
10032,TiAu4,-3.8416382000000007
10033,SrCuBi,-134.451929
10034,Er2(NiB2)3,-13.2562473
10035,InCu(PSe3)2,-85.51277900000002
10036,Nd3NbO7,-355.0536033
10037,Lu2TlAg,-4.0205357
10038,CaInAu2,-1.0594773000000002
10039,YbCuBi,-39.73203400000001
10040,YbAl7Au3,5.076240288
10041,HoSiIr,-7.241806667
10042,LiFeAsO4,-6.174571332999999
10043,VCl2,-387.56741
10044,Sr3Fe2O5,2.622056
10045,VNi3,-5.8271319
10046,LiYb2Rh,-67.897727
10047,HoIr2,5.346286333
10048,KTb3,-190.17289
10049,RbHoO2,-231.66827
10050,Tm2CdS4,-72.91445133
10051,MoCl2,-422.3918567
10052,SrS2,-296.8514033
10053,Li2Ti2FeO6,-492.29922
10054,ThSnI6,-221.9889767
10055,Ag2S,-58.977189
10056,Na2Ti2Sb2O,2.697048867
10057,MnSb,1.125789333
10058,SrZnO2,-91.58107667
10059,Cu2Cl2O,-7.0857072
10060,Dy5Sn3,-51.80476167
10061,Hg3C,5.702582633
10062,Ba2Bi2O5,-147.2044067
10063,ThSi2,-5.417143433
10064,K2NaInSb2,-152.8772967
10065,Ho2Sn2O7,-103.58539
10066,RbCdO3,-1.7858484
10067,Hg3As8(S4Br3)2,-309.9078133
10068,Sc(SiNi)2,-17.58460667
10069,Sc3Si3Ni2,7.815054677999999
10070,Li2CdPb,-6.662071632999999
10071,CuAg3,-7.107821
10072,Sm2SCl4,-367.40748
10073,TbP,-7.705809667
10074,Na4MgO3,-98.50507633
10075,Na2CS3,-263.28671
10076,BaNiS2,-7.543735400000001
10077,Fe8N,2.21909958
10078,AgP2,-247.21291
10079,V2CuBr,0.92742003
10080,ZnFePb,-8.8761648
10081,Sr2SO,-185.42871330000003
10082,IOF3,-227.7413167
10083,CaPrHg2,-4.5787605000000005
10084,CaHgPb,9.685678863
10085,KAs4ClO6,-178.9101333
10086,KV(CuS2)2,-406.4167333
10087,Ni3C,-21.164461
10088,Er5Sb3,-8.892948267000001
10089,YbHfRh2,1.0195513
10090,SNF,-365.28689
10091,Zr2AlC,-8.478953567000001
10092,V4GeSe8,-53.744119
10093,Tb(SiPd)2,-7.214228467000001
10094,Na2Te4MoO2,-338.6406167
10095,Ba2YCr3O8,5.247841333
10096,BaZn(BiO2)4,-250.90916
10097,Hf2InC,-5.832962167000001
10098,Pr2CdS4,-204.8556833
10099,Na4PbO4,-115.04184
10100,OsPtCl2,-80.266126
10101,Ti2Cu,0.248547967
10102,BaSiO3,-119.50083329999998
10103,Tl3Pb,8.168837
10104,PrSbO4,-160.25402
10105,NaYS2,-259.3717533
10106,Nd3Si2S8Br,-278.0618967
10107,MnAlF5,-311.9306233
10108,Sn3Pt2,-6.510320932999999
10109,CuBr2,-6.4546743
10110,PmGeAu2,0.16471528
10111,MgScCd2,2.5150304
10112,Ca2Si3Ag,-18.48509903
10113,Be2Cu,-0.31766926300000004
10114,TmS,-5.6410734000000025
10115,Rb3InS3,-99.921498
10116,Sr(PPd)2,-3.8224457
10117,CaMnSi,-9.348736607000001
10118,PmDyRu2,-3.8315713
10119,VZn2O4,-13.91571413
10120,BaNd2ZnS5,-134.7442233
10121,Sr3(SnIr)4,-8.122170200000001
10122,Li2VP2HO8,-44.55101093
10123,Tl3AsO4,-208.57935
10124,SiSn3,-17.421352
10125,BaLiH3,-210.12374
10126,CaLaHg2,-1.3059725
10127,NaSiAu3,-30.319697
10128,YbErPd2,-10.967628
10129,LaPd3S4,-1.2378812
10130,FeBiO3,2.834304667
10131,ZrTiTe4,-5.746195332999999
10132,PmMgAu2,7.8402618
10133,K2TaCl6,-22.534438
10134,YCuPb,-28.320699
10135,Nd(FeGe)2,-6.5393761
10136,SrB2,-12.69097717
10137,Na5Li3Ti5O4,-400.7085133
10138,Tl(CuO)2,-11.59464097
10139,Li3MnF5,-376.5088867
10140,Li4FeO4,-362.0826967
10141,MoRh,4.393245567
10142,SmYAl2,5.4649715999999975
10143,SmCd3,-4.6771997
10144,HfCuSi2,5.269614
10145,Hg3Ir,0.8082866670000001
10146,Sr2In2O5,-94.910795
10147,AuC5(SCl)4,-114.1177417
10148,P2WO8,-289.7608667
10149,YbNdRh2,-0.68881446
10150,Ho2CuRh,2.1912518
10151,DyVO4,-226.49362
10152,Mn3O5F,-38.84969733
10153,SrAlGe,-9.305147367
10154,TiHgO3,-150.70929669999995
10155,Li5Tl2,5.167373543
10156,Ti5Sn3,-4.204341133
10157,HoS,-6.0021259
10158,Li4FeCo3O8,0.0921985
10159,P2Pd2O7,-325.9154367
10160,LiEr2Ru,-10.128535
10161,Li5VCr3O8,-202.0035633
10162,CaTa4O,-398.21561
10163,Ca(BH4)2,-321.3878833
10164,Sr(MnP)2,-10.4088024
10165,CrP2,4.496506533
10166,Al2CdTe4,-132.1235733
10167,NaCu3,-7.424346633
10168,Lu6WO2,-374.584
10169,TmBPd3,-8.3064758
10170,LiCuO2,-41.19986033
10171,TlInSe2,-187.6509933
10172,FeTeBr7,-322.1871567
10173,LiV2F7,-1.038907467
10174,Yb3PbO,-54.897443
10175,FeN,-4.557303333
10176,Zn7Sb8Ru9,-19.794196
10177,SrH2(SeO3)2,-335.3317933
10178,Ba3SbAs,-100.49346
10179,ErCo5,-2.643788633
10180,YMgCd2,-4.9747643
10181,PmYAl2,7.681996499999999
10182,TiAl,-10.3028568
10183,Sr2BiAu,-162.66642
10184,BeSiRh2,-9.7687722
10185,SrIr2,-25.696804
10186,PuZn2,-20.751366
10187,U2N3,-29.05385233
10188,YAu,7.166738900000001
10189,NdMnSbO,1.200583067
10190,Ti3Be,5.290350667
10191,KNaSmTaO5,-193.57957
10192,Sr2TaGaO6,-376.4829733
10193,DyAs,-0.45370103
10194,NaAlSiO4,-98.349948
10195,TiAu2,-3.932465
10196,WN2,-25.48133197
10197,PbICl,-282.1467067
10198,PrSmZn2,7.2922371
10199,Tm6ReO2,-40.62940867
10200,Fe3Pd,-4.220232299999998
10201,NaLiICl,-102.1095567
10202,LaCrO3,-217.92138
10203,Li2MnO3,-426.9920033
10204,LiFeO2,9.489935667000001
10205,CuAs2Pb6Cl7O6,-217.93218
10206,Pm2IrAu,1.6987824
10207,KTb2CuS4,-190.9106467
10208,CoTeO3,-22.855227
10209,LuInAg2,2.9708842
10210,Sm2ReC2,-8.920233
10211,BaAlGe,-16.84771767
10212,ZrAs,-26.84209533
10213,HfAlNi2,0.862781783
10214,MnNi2Sb,0.447428317
10215,NdMgAu2,7.3158842
10216,ScSi7Ir3,-56.82491767
10217,Pm2SiHg,-5.0006162000000005
10218,Sc2NiIr,0.86407603
10219,MnSiN2,-260.5801567
10220,Sc2VB2Ir5,-15.87902803
10221,LiYHg2,9.1641472
10222,Ba3In2Br2O5,-68.838551
10223,Sr3Co(CN)3,-180.6544667
10224,Ba3NaIrO6,9.985162367000001
10225,Li(MnS2)2,-35.99654467
10226,KLiS,-95.44425133
10227,Y3GaO6,-135.2485133
10228,Cu3Se2,-8.979033567
10229,NaH,-232.6814567
10230,TlCoW,-16.332394
10231,TmTh3,-6.9108706999999985
10232,HfB,1.8088734
10233,Er3Al3NiGe2,-7.488589332999999
10234,NaPmTl2,-4.5141119000000005
10235,Ba2LuRuO6,-71.21899033
10236,HoMn2,9.732303632999999
10237,Ca3TeO6,-251.24131
10238,TiTl2F6,-488.04046330000006
10239,PrAgAs2,0.913978133
10240,PdO,-8.965513367
10241,NdMnPO,-7.652324332999999
10242,Ti2FeIr,-9.0691704
10243,TaTl(CuS2)2,-334.6552933000001
10244,TlCuO2,-373.25922
10245,Na4MnO4,-191.2835427
10246,Sr2ZrO4,-145.3030493
10247,CaIn2Au,3.515926333
10248,K2CuP,-128.99671
10249,Ca3PN,-175.08335
10250,Li4Ni(BO3)2,-280.9599167
10251,ScPt3C,-16.377428
10252,LuB2Os3,-2.221991133
10253,YOF,-334.5082833
10254,Na4Al3Ge3ClO2,-99.143879
10255,Li2HIO,-95.15249967
10256,HoIn,-7.9740069
10257,Tc3Ru,6.669914832999999
10258,NiCl2,-386.7608633
10259,AcAgHg2,-13.93305
10260,LiV4O5F7,4.44625325
10261,HfSnRh2,-0.1312776
10262,CoBiO3,4.764198667
10263,VPO5,-362.7121633
10264,AlBi,-110.4894
10265,Yb3N2,-71.089034
10266,Ca(MgAs)2,-258.1033867
10267,Sr3SmRhO6,-451.4542867
10268,SmErRh2,7.389769099999999
10269,ZnCoO3,-17.68451233
10270,Tl3SbS4,-190.82724
10271,LiZnPS4,-225.1977733
10272,Sc2SiB2Ir5,-24.19551667
10273,K7Ta(SO4)6,-355.4133
10274,LiY2Rh,8.387159700000002
10275,BaReN3,-335.10080330000005
10276,MgFeF6,-51.413343
10277,MgAl2O4,-97.738603
10278,Ta2CdBi,-18.862263
10279,ScFeGe,2.301814967
10280,As2S3,-271.9373733
10281,YbPbAu2,-7.4740428
10282,Mg2RhAu,-21.073973
10283,MgFe2O5,-30.45404567
10284,RbAuS,-209.5412733
10285,Na3Nd,9.017899267
10286,TlNi,-22.23336067
10287,TaRu3C,-2.8345844
10288,ErAgHg2,5.5977238
10289,Na4HgP2,-247.74687000000003
10290,PmPbAu2,3.357504967
10291,ReCl3,-345.0663467
10292,GaHO2,-79.49574067
10293,Sr2SnS3F2,-168.041698
10294,Tl3Cd,-2.5898453
10295,ThB4Mo,-6.408256067000001
10296,SmCdAu2,1.9185647
10297,Sr2HN,-266.3313233
10298,SrAgP,-226.0641533
10299,MnSiNi2,-4.7688607
10300,Ca2TlCd,4.4092654000000016
10301,Mn4O3F5,6.689057332999999
10302,SrIn2Pt,-5.299695367
10303,ThTl3,-7.475916000000002
10304,V(CrTe2)2,0.023739533
10305,NbC,-4.755549033
10306,K2AlPCO7,-102.6023
10307,Ca(TiS2)4,-1.17602549
10308,ZrNbP,-13.24394031
10309,Sc2CCl2,-265.21996
10310,Na6S2ClO8F,-136.11918
10311,SrCdP2O7,-124.8295173
10312,TiZn(GeO3)2,-353.2989433
10313,Ca(NiAs)2,-3.786797713
10314,PrP,-11.881195
10315,BaCa2I6,-246.6905267
10316,CoSi2,4.219503867
10317,TiAlCo2,-5.536352667
10318,PdPbF4,-292.2922367
10319,Mn3N2,1.884368667
10320,Li2AgPd,0.62090215
10321,NbCoSb,-24.28192833
10322,MnO,4.981685967
10323,SbS2NCl6,-139.6002833
10324,Mg(SnO2)4,-148.07836
10325,Hf3Tl,3.0818662
10326,Hg2Sb2O7,-43.26529167
10327,ZrCl3,-41.26031233
10328,YbCo2,5.800317333
10329,Ba2AlSn3O7,-22.4080081
10330,ZrZnRh2,-27.96071
10331,Y3U2,-59.91163967
10332,AgNO2,-327.09456
10333,Li2TlPb,2.5582407000000003
10334,PrCdAu2,4.4791132000000005
10335,ErTaO4,-358.7871467
10336,BeH2,-195.4259367
10337,FeTe2,-92.58172367
10338,Sm2TeO2,-345.6403567
10339,Tm2C3,-25.90537367
10340,BaSiC,-203.2833667
10341,K3Mn2F7,-351.3832867
10342,Hf3C,-4.056738833
10343,HfMn2,-0.8701906999999999
10344,NaClO2,-271.0392767
10345,Zn2As2O7,-88.74126933
10346,K2NaAs,-52.91655733
10347,HoNiSb,-277.50418
10348,Y2SiO5,-180.7961267
10349,TmMgRh2,0.24679985
10350,Ba2YTi3O7,-25.93438373
10351,NaAg3O2,-220.85663
10352,CaHfBe,-19.576718
10353,Sc2CdTc,-5.5563551
10354,Si(AgO)4,-171.07638669999997
10355,ScCuO2,-338.8315
10356,MgVBiO5,-397.07155
10357,LiErIn2,-7.0866565
10358,PrGa,5.954219867000001
10359,LiSbRh2,-14.704928
10360,Li2PdF6,-449.53423
10361,Ca(SnO2)2,-34.90485633
10362,Na2VCSO7,-296.8289367
10363,YSb,9.3227604
10364,AgCl,-77.55757733
10365,SeBr,-219.6567667
10366,Sn5(BRh3)2,9.594083733
10367,KHg2,8.393554067
10368,Ca2Mn3O8,-318.6692067
10369,LiAu3,-6.2328482
10370,K2Al2B2O7,-116.39584
10371,Sc3AlC,-45.801621
10372,U2Si4W3,-9.043123733
10373,SrC2,-198.3617633
10374,NdTmTl2,-0.40110383
10375,LiInPt2,-18.841266
10376,CrAgO2,-202.53629
10377,KCaAl2F9,-83.78943833
10378,LuTiSi,1.157196
10379,Ag3SnP7,-164.7205167
10380,Fe3Si,-2.367860133
10381,Tb3(CoGe2)2,8.123725067
10382,ErF3,-172.45543999999995
10383,LiAsO3,-144.1264533
10384,TaRu3,8.7051399
10385,Na2Ni5,-41.071527
10386,KLi2(HO)3,-231.3084167
10387,YLuTl2,-0.84192884
10388,LaScSi,-7.412279300000002
10389,MnAg2GeTe4,-5.302082667
10390,ZnTeMoO6,-341.5029533
10391,AlZnH4O2F5,-94.36877567
10392,Tm(SiPt)2,-5.343070267
10393,U(BiO3)2,-480.4065767
10394,NdAg,3.9309405
10395,P2Pb3O8,-304.0776967
10396,YbCo3B2,-18.20976367
10397,Sm2O3,-247.7373433
10398,Y3Tm,7.206099933
10399,NaZr2SN2Cl,-181.95684330000003
10400,Pr(Al2Fe)4,-10.1168673
10401,Li2TiSiO5,-378.2612633
10402,MnZnF5,-23.282051
10403,NdB2Ru3,-5.374758533
10404,MgNi(GeO3)2,-378.32419
10405,Li4TiMn3(P2O3)2,-146.938637
10406,MgAlF5,-156.5591
10407,DyPd3,1.1022906
10408,MnB,-10.02460413
10409,Nb2SiTe4,-10.6203071
10410,NaGaTe2,-66.43588533
10411,NaLiSe,-75.63064233
10412,ScZn2Ag,7.793165299999999
10413,RbAuC2,-265.1625867
10414,TbVO4,-225.2600633
10415,UI3,5.921469
10416,Al3Ga,-0.26354395
10417,Rb2O2,-200.9638333
10418,Sr(MnAs)2,-18.15323267
10419,Tb(FeB)2,-6.124426832999999
10420,Tm2SiO5,-118.2102233
10421,Nd2IrPd,-11.592813
10422,Sm(GaPd)2,-6.910867923
10423,LiClO2,-245.0026733
10424,YSi2,-20.375514000000006
10425,VGaNi2,4.996409033
10426,ThIn3,-9.3475625
10427,Ba(MnGe)2,-12.01438
10428,Lu2AlRu,4.8007421
10429,Ta2MnOs,-2.4647964
10430,NdTeCl,-116.29967
10431,RbAgO3,1.0068248
10432,TiFeCoSb,3.7571071
10433,HgBr2,-88.47183967
10434,Ca3Ge3(MoO)2,-77.817213
10435,ThSbSe,-2.258510467
10436,KNbO3,-280.53738
10437,Yb4Sb2O,-92.409756
10438,Nd2SiTeO4,-285.3583633
10439,Na2SmPCO7,-158.3086367
10440,Ca(ZnSb)2,7.706476332999999
10441,KPuO3,-10.872311
10442,CaSmHg2,-4.1502397
10443,Te4Mo3S2,-288.62342
10444,K2ReF6,-434.82549000000006
10445,Ca2N,-2.438209
10446,RbPbBr3,-228.1464067
10447,LiBO2,-201.28172
10448,NaTaO3,-221.98992
10449,Pb2ClOF,-96.50120633
10450,SiTc2W,-5.1821567
10451,Nb3(Fe10B3)2,6.122684167
10452,SmYZn2,4.2487100999999985
10453,Na3Sb,-42.03308967
10454,SiSbOs2,2.2484701
10455,PmPd3,-3.2854257000000007
10456,Rb2AgSbS4,-140.7491867
10457,NaYSe2,-248.67614
10458,Ho2ZnOs,5.477553
10459,Ba2AlCu3O8,7.0850880000000025
10460,HfZnO3,-0.66250912
10461,YbPrHg2,1.260286
10462,YBr3,-194.13684
10463,Ca(HoSe2)2,-199.1538533
10464,Y2Be2GeO7,-124.6858067
10465,RbSr2Nb3,-141.9074867
10466,CuSiH8(O2F3)2,-344.8564733
10467,LiZn,-1.617527533
10468,Tl(CoS)2,-1.366322733
10469,Nb2P,-216.5549567
10470,LiAlB4,-2.482647233
10471,YbTiO3,-296.24378
10472,K2MnH2OF5,-82.38577333
10473,La2TlHg,-3.6087098
10474,CaLaCd2,-2.8510245
10475,Mn3CrO8,-7.0343921
10476,YSeO3F,-350.1312767
10477,GaFe2Co,9.261579199999998
10478,BaDy2CoO5,-0.7328523
10479,H4WNCl6,-28.929088
10480,Sm(ErSe2)3,-155.8730333
10481,Pb2SO5,-159.9564867
10482,BaPaO3,-95.666645
10483,Li2MnFe(PO4)2,-410.7970033
10484,Ho3Sb4Au3,-174.50372
10485,Li2ZnSiO4,-104.6779057
10486,TlSiPt5,7.843772299999999
10487,Li3TaO4,-212.11677000000003
10488,RbHgF3,-96.237159
10489,HfGa4Co,-4.527899033
10490,Al2RuPt,-10.770703
10491,BaTlHg2,1.041805833
10492,PrNi5,-9.5579197
10493,Al2Te5,-182.6262367
10494,PuH2,9.6259624
10495,CrCdF6,-19.644321
10496,In2ReB,-2.4978649
10497,NdMgPt,-8.4940686
10498,Er5BiPt2,-10.78819007
10499,RbMnP,-0.405830667
10500,Pr3Al,1.8704662
10501,Ca4P2O,-115.01023
10502,K4Ba(VS4)2,-312.5792433000001
10503,LiV2F6,3.394839333
10504,CrFe2Sn,-6.1978962
10505,Sb2Au3F8,-117.8948457
10506,SrFeO2,-4.508734
10507,Tb3BWO9,-285.0932067
10508,Pr2AlCo2,-21.803449
10509,RbClO3,-312.3189700000001
10510,Fe(NiO2)2,-20.990046
10511,ThTaN3,-184.29375
10512,PRh2,9.2880674
10513,Pr3AlC,-11.031118
10514,SmH3(CO2)3,-305.6979167
10515,MoSBr,-250.25737
10516,Y2Be2FeSi2,-385.91872
10517,CaPb,-19.13953567
10518,Rb3Zn,-1.938968933
10519,Li3BiO3,-409.18887
10520,BaSO4,-131.1137933
10521,HoSO,-306.1404333
10522,NaMnAs,-3.405527933
10523,YSnF5,-248.8688967
10524,BeCrO4,-343.2818567
10525,MnAu2,0.7075515
10526,ErBi2ClO4,-83.00423933
10527,Pm2ZnIr,5.0438693
10528,Hg3Se4O5,-150.6817767
10529,Pr2ZnRu,5.4321014000000005
10530,ZnC2S2(OF)6,-252.34297
10531,BaGeO3,-11.671244
10532,TlAgI2,-151.49522
10533,K3Co,-49.93081467
10534,ZrSnPd,-34.96301767
10535,NbB2,-6.947927967
10536,UTl2O4,-462.61382
10537,VCoSb,-2.1497610000000003
10538,PmCl2,-16.45824967
10539,Sr2CeO4,-495.93081669999987
10540,AgPb4ClO4,-274.45861
10541,DyTl,-0.72710965
10542,CdPdF6,-433.39486
10543,Te7Mo8S9,-274.9049333
10544,CuBr,-62.18558233
10545,LiAlFeO4,-4.071858733
10546,SbTePd,7.6729242
10547,ThZn4,0.75601104
10548,Tb6FeSb2,-9.2465848
10549,InGe3,-4.626945
10550,KTbS2,-272.2675567
10551,AlTc2Pb,-13.863905
10552,DyClO,-173.33271000000005
10553,Lu3TaO7,-342.3296167
10554,Hf(PS3)2,-305.78373
10555,Dy(AlSi)2,-13.0092312
10556,SrCaO3,-33.475497
10557,Zr2Ni,6.652982587
10558,LuInRh2,-55.938549
10559,ErSe,-8.532380267
10560,PrNdTl2,-0.84389908
10561,RbSmO3,-41.49304
10562,PmInRh2,-38.662266
10563,Y2GeI2,-204.7858833
10564,LiGa2Ni,-0.15882231
10565,TlInS2,-141.2542867
10566,TlPd2Se3,-54.938318
10567,LaSbPt,-90.06612700000002
10568,Li2Mn2(CO3)3,-367.93451
10569,V3Au,-27.442802
10570,LiMnTe2,9.757215767
10571,HgP2Se,-5.6783532
10572,Sr2SnO4,-115.9206703
10573,SrP,-120.86321
10574,AlAsO4,-111.2922533
10575,LiMg2Hg,4.557993700000001
10576,CaGe2O5,-106.5615567
10577,Cr2AgTe4,-18.705688
10578,VBrO,-7.159816667
10579,TaCu3Se4,-307.34402
10580,Mo3O8,-1.4368988
10581,Na2SO3,-255.5492933
10582,Pr2S3,-95.601845
10583,VOF2,-6.375518433
10584,Tl2SiS3,-243.5970967
10585,YClO,-144.1267133
10586,Be2P2O7,-123.2519933
10587,HoBiPd,-182.94996
10588,TiBe2Pt,-409.0269467
10589,ZnCu(SiO3)2,-21.12035133
10590,K2BrCl6F,-220.20476
10591,SiB,8.196107000000001
10592,ZnFeRh2,-6.204611633
10593,NaH3C2O5,-346.8688867
10594,CuHgSeBr,-96.78211
10595,SmCdPd2,-1.0595478
10596,Zr3Zn,0.8339536670000001
10597,Ba2NbInO6,-407.85435
10598,YFeF5,-148.67277869999995
10599,K2RbBiSe3,-319.552
10600,ThIr2,-3.552339167
10601,MgSc2Tc,-22.194791
10602,P2O5,-143.53746
10603,Rb4In2S5,-94.85663167
10604,LiVSiO5,-388.8867967
10605,SrPb,-17.4902625
10606,Sb4O5F2,-332.3156067
10607,Er(SiPt)2,-7.526828867000001
10608,SrZrN2,-173.2819767
10609,Pm2S3,-360.9521167
10610,ScSi2,-8.726551267
10611,Th2In,-12.44755367
10612,RbNdO2,-253.1725333
10613,YAl3(B2O)2,-388.42336
10614,SmTlSe2,-299.4495267
10615,Li2VSiCO7,-46.45432667
10616,BaAuO2,-392.04395
10617,Li7V5O2,-7.2752602
10618,LuP5,-115.7238917
10619,SrAsO3,3.144571
10620,Ho6FeSb2,-17.625909
10621,PrMg,3.6915502
10622,Te2WCl6,-17.54867433
10623,RbNaO3,-0.45907928
10624,NdNi5,-7.970577532999999
10625,YbInPd,1.084570533
10626,HfCo2Sn,-0.208955793
10627,LiSiBi3O7,-309.5816733
10628,CaHg,-1.2124821
10629,HoTl,1.1724195
10630,Ba3BPO3,-252.8928833
10631,Li4H3ClO3,-142.87273330000005
10632,ZrPd3,-21.485759
10633,CS3N4,-370.6878967
10634,Mg3Nb6O,-242.1119833
10635,LiGa5O8,-104.51408
10636,Tm2MgAl,-9.9032516
10637,NaNbS2,-274.74294669999995
10638,NiAsSe,9.8257906
10639,CuNi3O4,-5.936298607
10640,Zn3As2(HO)6,-109.8985233
10641,USi2,-0.7189213329999999
10642,HfCl4,-385.6942867
10643,ThBi,3.886059
10644,LiCuF4,-431.0225033
10645,TaCoSb,-25.72819800000001
10646,Li4SbS4,-14.31282967
10647,Tc2P3,8.611544267000001
