,pretty_comp,shear_modulus_gv
6915,HfBeCd2,19.027
6916,KTeHOF4,9.433
6917,UCr2O6,19.36
6918,HoAl2Ni,56.48
6919,ScTl2W,17.66
6920,NaLiAs,7.14
6921,BaLi2Ca,8.173
6922,CeSi2,43.553000000000004
6923,TmGa2Pd,52.607
6924,HoCoSi,65.92
6925,TbCdAu2,20.76
6926,NaYSe2,28.7
6927,BHC4NClF4,8.5
6928,Ba2BrN,22.046999999999997
6929,Be2GaOs,91.787
6930,ScB2,194.593
6931,Sr2BeBi,8.64
6932,VAsPt2,11.58
6933,BiSBr,12.307
6934,Ho3In,28.226999999999997
6935,TiCrO4,55.84
6936,InN,58.16
6937,K2SrTa2O7,68.167
6938,Rb2MgH4,4.967
6939,Li2NiSnO4,69.547
6940,Ba4BiP,6.12
6941,Mn3ZnN,119.1
6942,TiGa3,72.013
6943,BeZnFe2,73.21300000000002
6944,RbBaSiHO4,29.553
6945,USnRu,37.167
6946,Sb2Ir,74.62
6947,Be2VFe,85.32
6948,BaLi2Fe,9.507
6949,LiSnRh2,68.2
6950,AcGaTe2,17.02
6951,SmP3,26.093000000000004
6952,MoAsPt2,26.2
6953,NaLiS,26.267
6954,Hf2FeTc,84.68
6955,Nd2In,18.733
6956,NdBi2ClO4,38.94
6957,BeCuPd2,27.34
6958,Ce2Dy2O7,69.513
6959,BAsO4,60.806999999999995
6960,Rb3YF6,11.972999999999999
6961,Ca(NiAs)2,28.726999999999997
6962,ScBeCr2,52.086999999999996
6963,VFeRu2,53.92
6964,YAs,57.22
6965,Mg2BeFe,36.76
6966,Li3NdAs2,47.773
6967,LiVPO4,58.793
6968,SrZrO3,92.427
6969,DySn2,39.153
6970,YVO3,69.96
6971,PbSeO3,22.9
6972,MgSO4,56.387
6973,VS2N3Cl2,11.5
6974,VCoTe,22.56
6975,Na2CuP,24.3
6976,Al2Mo,54.04
6977,SmCd3,24.96
6978,Cr3Fe,86.1
6979,VMo2As,18.02
6980,ScPt,43.64
6981,Be2CrP,122.113
6982,UGa5Ni,60.393
6983,ZrNi,43.4
6984,K2TeOF4,11.613
6985,FeO,0.38
6986,Li2RuF6,29.673000000000002
6987,YbCd3,21.36
6988,Ca2Sb2O5,21.2
6989,Ba3SbP,14.88
6990,Mg(FeO2)2,71.553
6991,Ni4W,102.007
6992,SF4,0.64
6993,BeGaMo2,9.627
6994,LiAsPd2,34.88
6995,CaSnF6,34.36
6996,As2Ru,109.04700000000001
6997,CdSe,13.88
6998,RbLuSe2,28.267
6999,HfScRh2,38.86
7000,PdCl2,12.92
7001,PrSb,38.52
7002,BaLiAs,25.32
7003,Ta3N5,103.26700000000001
7004,Th(FeSi)2,89.53299999999999
7005,RbBr,11.74
7006,CdSiO3,127.76
7007,Ba(AgS)2,17.633
7008,LiNi(PS3)2,18.447
7009,Mg3B(HO2)3,64.78
7010,NbPSe,74.707
7011,Sr2BeGa,6.787000000000001
7012,Ti3AlC,93.48
7013,BaZrCu2,19.74
7014,SmTaO4,72.253
7015,YbAu,29.02
7016,Ho2CuRh,35.98
7017,TaZnCo2,64.36
7018,Ta2MnOs,80.06
7019,LiAuO2,30.38
7020,Sc2CCl2,38.48
7021,Cd2SiO4,53.08
7022,Ca(PRh)2,67.52
7023,NdCuSe2,32.86
7024,YBeHg2,7.56
7025,CoCO3,47.4
7026,KPS3,9.407
7027,Lu(SiPd)2,44.027
7028,BePOs,80.567
7029,BeInOs2,98.59299999999999
7030,MgCuAs,35.87300000000001
7031,PrSb,21.753
7032,Sc2ZnGa,52.22
7033,NaSc2Be,16.92
7034,ZrGa3,75.64
7035,Sm3Ir,19.967
7036,DyPO4,81.367
7037,AgBr,2.5
7038,PdS2,36.36
7039,HoCuS2,31.713
7040,KSb,8.38
7041,CaTi2O5,33.687
7042,PrBr3,18.887
7043,Pr2I5,12.673
7044,Dy5Si3,53.96
7045,PbCO3,23.79300000000001
7046,RbCS(OF)3,8.613
7047,Er2O3,72.34
7048,FeAg3,33.48
7049,PbBr2,9.133
7050,BaVHg2,13.732999999999999
7051,Rb2NaFeF6,30.16
7052,Mg2H2O3,50.01300000000001
7053,Be2TlRh,30.346999999999998
7054,HgS,13.993
7055,Nb2VSe4,53.84
7056,NbCl4,12.353
7057,Cr2HO4,33.933
7058,ZnSiN2,121.14
7059,FeCoO4,57.446999999999996
7060,Sr(SnAs)2,32.04
7061,Si3CCl8,7.4270000000000005
7062,Mn2BePt,71.66
7063,NaBe2Tc,37.747
7064,NaPN2,95.68700000000001
7065,MgScGa,38.8
7066,ThSbTe,33.707
7067,Sn(HgSe2)2,15.82
7068,ZrBeBi,6.32
7069,MgUO4,75.3
7070,P3N5,139.613
7071,Li8IrO6,63.28
7072,CaTiS2,55.613
7073,PrAu,21.72
7074,Tm(FeB)2,84.24700000000001
7075,SnO,32.253
7076,Sm2AgRu,27.36
7077,Tm2SiO5,66.267
7078,HoInAu2,26.32
7079,ScMnSi,50.753
7080,UAu2,50.7
7081,Ba2LiZn,10.7
7082,Rb3NbO8,17.32
7083,Y2AlNi2,33.18
7084,ZrZn,47.88
7085,CaBr2,12.787
7086,Al2NiRu,85.12
7087,K2Cd2O3,19.047
7088,Sc2AlC,56.113
7089,TiInNi2,47.5
7090,Sc2MnC,47.1
7091,HgF2,19.52
7092,HfMnBe2,52.707
7093,ErGa,47.306999999999995
7094,TaTeBr9,6.773
7095,HfBrN,33.333
7096,TbSnPd2,13.6
7097,Ta2Se,50.907
7098,LiAsO3,64.207
7099,NaRu3,42.82
7100,HgBr,12.073
7101,TmZr,37.047
7102,Y3InC,64.96
7103,RuN2,188.69299999999998
7104,Ca3TeO6,66.57300000000001
7105,Ba(CdSb)2,17.173
7106,Sr4RhO6,55.7
7107,TbPS4,25.233
7108,Mg2VO4,80.08
7109,CoSb3,57.78
7110,YSiAu,49.347
7111,K3H5Pd,10.54
7112,LiCdAs,14.62
7113,AlFeO3,33.38
7114,Li7SbO6,60.48
7115,Li2Si,26.68
7116,KMn2Be,30.307
7117,ScNi2Sn,51.86
7118,BaPbO3,54.82
7119,Mg(BeP)2,61.787
7120,Pr(SiOs)2,85.147
7121,Lu2CoRh,40.42
7122,YSe,47.72
7123,Ca2YSbO5,38.12
7124,KMgAs,20.647
7125,SrLiH3,12.46
7126,BaCd2Te,7.947
7127,MnBeGe2,19.18
7128,TiHgO3,80.473
7129,VSiOs2,118.14
7130,NpGe3,47.2
7131,Cu3(PO4)2,48.093
7132,Er3Al3NiGe2,62.813
7133,UBi,23.8
7134,Ba4Na(BN2)3,32.54
7135,YCo5,66.753
7136,Np2InNi2,23.307
7137,IrF4,24.16
7138,YbZn,16.58
7139,Ba(PrS2)2,36.74
7140,MoO2,7.64
7141,Na2CN2,27.113000000000003
7142,PuZn2,36.72
7143,Na2ZnS2,15.127
7144,PrTeCl,31.993000000000002
7145,HoZn2,38.773
7146,BaLiCa2,8.527000000000001
7147,TbNbO4,66.447
7148,BeCr2Ge,32.7
7149,CeVO4,54.347
7150,Ho2Al,30.613000000000003
7151,Ba4RhPb,1.98
7152,LiInSe2,28.193
7153,SrSb2,19.593
7154,BaSiC,16.473
7155,VGaPt,15.86
7156,H2AuC4N,7.227
7157,LiTl2GaF6,21.2
7158,MgSbRu2,90.26
7159,U3Cl,42.887
7160,KAuSe2,14.2
7161,TmScRu2,55.22
7162,CaAsAu,30.113000000000003
7163,CaFeF4,34.313
7164,Na5CoSO2,22.186999999999998
7165,NaTaGeO5,55.266999999999996
7166,Li4SiO4,57.01300000000001
7167,VFeTe,45.0
7168,Tm3TlC,24.12
7169,K3Y,4.08
7170,TbAlNi,37.853
7171,NbSiPd,82.527
7172,Sr(AsPd)2,33.1
7173,Ba2BiBr,15.42
7174,Sr(BeN)2,82.62
7175,KMnO2,54.853
7176,Na4PbO4,21.686999999999998
7177,RuRh3,169.0
7178,SrTeO3,30.773000000000003
7179,Ti2VSe4,48.306999999999995
7180,ScNi,46.86
7181,Li4MgCo3O8,92.42
7182,HfMgO3,90.86
7183,BeCu2Mo,51.76
7184,CoBiO3,67.413
7185,ZrBe2Pd,0.44
7186,Na4Br2O,16.98
7187,LiGaO2,48.047
7188,PrMg2Ag,17.58
7189,KCrP2S7,14.707
7190,BeCdFe,34.54
7191,K2S,11.867
7192,PrTlAg2,20.8
7193,Ba2HoRuO6,82.0
7194,Sb(IF3)2,9.307
7195,FeNi,104.98700000000001
7196,TaAlO4,140.26
7197,BaCuCl2,3.967
7198,LiAgF4,21.846999999999998
7199,Sr(MnP)2,48.187
7200,MgP4,40.08
7201,FeCl2,18.72
7202,K2S3,12.052999999999999
7203,MnSb,39.3
7204,CaPdF6,21.647
7205,SmTlO2,42.573
7206,Ca(ClO2)2,26.607
7207,TiFe2Sb,43.48
7208,Lu(SiOs)2,76.16
7209,NaSrNb2,10.72
7210,NaSbF6,15.32
7211,BeCr2Hg,27.267
7212,HgF2,13.073
7213,LiDy2Os,38.72
7214,Sr2BiAu,23.16
7215,BaSrTa4,2.14
7216,ScRh,53.0
7217,TiPO4,77.867
7218,TiGaCo2,67.72
7219,MoCl3,22.267
7220,ScNbO4,69.68
7221,InSn2Br5,10.513
7222,VCo3,153.1
7223,CdInS2,26.593000000000004
7224,KB6,114.66
7225,NdBO3,60.74
7226,MoS2,9.3
7227,Na2O,31.513
7228,BeNbCd,63.453
7229,CoAs,76.4
7230,PrVO4,52.01300000000001
7231,LiHoO2,51.946999999999996
7232,CrP2S7,14.227
7233,DyTiSi,45.933
7234,Ca(CoGe)2,58.507
7235,La(HO)3,16.687
7236,FeN3ClO3,5.9270000000000005
7237,LiEr2Ir,40.62
7238,Zn2GeSe4,23.9
7239,Ba(MgSi)2,40.453
7240,PrAs2,43.093
7241,Lu2Cr2C3,82.96700000000001
7242,BaHfW2,5.067
7243,ZnF2,33.167
7244,Zn3(PO4)2,38.167
7245,K2HgO2,18.167
7246,UTeN,50.993
7247,ScInIr2,70.38
7248,FeSnRh2,59.313
7249,PrCoSi,39.88
7250,NbPd2,84.8
7251,Ti2NiSe4,44.44
7252,BeNi4Os,66.76
7253,Ba2SrW,0.04
7254,Dy2OsPd,44.52
7255,SbCl(OF3)2,11.312999999999999
7256,Cr3S4,45.986999999999995
7257,TaAlNi2,60.88
7258,Li2CaGe,29.22
7259,VSnPd,29.74
7260,NaMn4Be,35.58
7261,RbCrO2,63.167
7262,TiPd,18.2
7263,CoMoP,115.89299999999999
7264,Mn3RhN,162.34
7265,NaCrSe2,26.08
7266,KBiO2,21.82
7267,AlFe,108.06
7268,Na2MgSiO4,38.446999999999996
7269,NaVSe2,29.393
7270,NaClO2,17.84
7271,TmNi5,71.627
7272,ScBr2,21.107
7273,SbCl4F,6.9670000000000005
7274,Si(GeN2)2,200.06
7275,W2NCl8,10.833
7276,HfSiO4,120.32
7277,BaEr2CoO5,58.3
7278,BaPd2,28.96
7279,Nd(NiGe)2,46.72
7280,CdAgPd2,39.88
7281,Cd3(ClO)2,21.113000000000003
7282,TiBr3,14.693
7283,YbAs,14.1
7284,HgF,17.2
7285,Ca2BeW,5.48
7286,TaMn2Al,99.44
7287,CeSe,48.98
7288,HfSnPd,57.24
7289,AlFe3C,142.02
7290,KHoO2,59.727
7291,Ce2AlNO3,100.633
7292,Sc3TlB,54.28
7293,TbS,57.88
7294,HgSeO4,18.733
7295,NdAs,51.86
7296,Mn3Sn,62.8
7297,Be2C,234.6
7298,Ca(GeRu)2,48.053000000000004
7299,NaSnN,38.687
7300,LuInPd2,39.98
7301,KMgSb,16.18
7302,LiPt,59.187
7303,Tl2GeSe3,9.2
7304,YPbAu,32.98
7305,Mg(BiO2)2,13.307
7306,B2W,159.34
7307,NaNbO3,111.04
7308,MnSbPd,27.6
7309,LiBePt,54.02
7310,NaNd2RuO6,52.6
7311,ErMgZn2,39.52
7312,HfO2,109.98700000000001
7313,BeCu2Tc,45.22
7314,Na4Al3Ge3ClO2,23.72
7315,Li3TaO4,109.54700000000001
7316,CeFeSi,45.766999999999996
7317,SrBeRh,35.62699999999999
7318,BeCr2Se,27.933000000000003
7319,Y(SiIr)2,103.87299999999999
7320,ErTaO4,79.85300000000002
7321,NiS,22.526999999999997
7322,KHoS2,33.253
7323,KCaCl3,12.387
7324,CoSe,44.06
7325,Rb3BrO,12.96
7326,YP5,45.453
7327,ZnCdS2,24.44
7328,Li4Mn(PO4)2,38.787
7329,PrCuS2,38.946999999999996
7330,BaRh2Br,16.833
7331,VNi3,102.58
7332,Ge2Mo,125.7
7333,Mg3H4O5,46.787
7334,K2Te2Pt,14.613
7335,Na2CS3,8.427
7336,Sm(PRu)2,93.46700000000001
7337,NaBeH3,55.88
7338,Sc(VGa2)2,79.793
7339,BaMnIn2,18.113
7340,BaNiO2,37.086999999999996
7341,Rb3Ti,3.307
7342,Hg(CO2)2,31.76
7343,NbPS,79.393
7344,TiGaFeCo,106.58
7345,DyFe2,22.94
7346,CrN,69.7
7347,Na2HgO2,28.4
7348,Rb3Lu,3.5469999999999997
7349,YMn2,18.66
7350,NiO2,22.96
7351,UGa3,60.98
7352,Na2TiGeO5,45.567
7353,Rh3Br,22.987
7354,MgSc2In,42.8
7355,Ce(GeRh)2,66.18
7356,SrSO4,1.08
7357,K3AsS3,10.18
7358,HfSiTe,45.98
7359,KBH4,8.907
7360,AlGaRu2,10.16
7361,Pr3IrO7,62.813
7362,BiPbClO2,24.96
7363,CaBe2V,44.887
7364,BeV2Pb,41.82
7365,LiTm2Al,36.88
7366,HoTaO4,93.54
7367,CeO,93.32
7368,CuSnRh2,69.82
7369,BeFeOs2,177.687
7370,DySe,5.527
7371,Li2InPd,24.74
7372,CaBeBr,8.573
7373,CoTe(PbO3)2,63.94
7374,ScIn3,20.2
7375,RbCa2Ta3,55.766999999999996
7376,Li3MnSi2O7,43.69300000000001
7377,BeCu2Os,57.96
7378,AgCSN,6.347
7379,TiBeBi2,9.04
7380,HfCo3B2,148.46
7381,LuAlO3,126.87299999999999
7382,BeCo4Cu,49.14
7383,Ho2S3,28.087
7384,Eu(PRh)2,68.133
7385,Sc2Si2O7,76.967
7386,CeCo2,34.96
7387,ScAuO2,52.76
7388,AuCN,51.22
7389,ZrAlNi2,16.98
7390,TbIr2,86.0
7391,ZrSeO,82.01299999999998
7392,InPS4,15.5
7393,ErTiGe,52.327
7394,Sr3BiAs,16.7
7395,LiAl,37.44
7396,Ca3PCl3,31.44
7397,BeFe4Si,49.96
7398,PdF2,13.333
7399,TaCo3,137.2
7400,RbAuS,10.107000000000001
7401,AlVNi2,70.12
7402,CeHg,12.46
7403,DyAs,59.7
7404,Al2Te5,13.552999999999999
7405,Ca3P2,32.2
7406,B2AsP,144.08700000000005
7407,YErZn2,34.08
7408,BaSrTa2O7,78.007
7409,DyNiC2,99.26
7410,Li6UO6,43.867
7411,Pr3Ga,20.9
7412,TiBeGe2,63.84
7413,Ni2Mo,102.74700000000001
7414,RhC,66.12
7415,MgI2,11.98
7416,K2ZnO2,15.533
7417,Ba3Ti2O7,57.586999999999996
7418,RbHO,9.552999999999999
7419,UAl3Ni2,85.74
7420,TaBe2Hg,25.7
7421,Sr3GaN3,41.66
7422,Ga2Cu,37.86
7423,YNiP,40.82
7424,LiPd2Pb,17.62
7425,BeNbRu2,70.833
7426,LiCoO2,83.34700000000002
7427,BPS4,16.007
7428,KNbO3,77.54
7429,VF4,29.767
7430,AlFeF5,70.393
7431,ZrNi2Sb,57.527
7432,NaCl,16.24
7433,Na2LiBe,9.86
7434,HfSiS,93.86
7435,MnCu2Sn,22.86
7436,Si2O5,27.406999999999996
7437,LiBF4,7.5070000000000014
7438,Mg(VN)2,36.227
7439,HfAs,73.973
7440,Nd4S3NCl3,23.026999999999997
7441,Li2MnSi3O8,33.48
7442,BeCo2W,50.56
7443,Na2BeNb,10.56
7444,SrCd,17.52
7445,K2Sn,0.48
7446,Ho(MnGe)2,46.173
7447,VO2,60.993
7448,CoH2SeO4,26.546999999999997
7449,SiH8,1.713
7450,Te2Ru,77.08
7451,PIr2,111.58
7452,NdPPd,49.22
7453,HgCl2,6.0329999999999995
7454,Cu2S,18.52
7455,ZrNi4Sn,57.1
7456,PrCrO4,49.613
7457,Ba2YSbO6,85.08
7458,LuPb2,11.9
7459,UGe3,60.26
7460,CdF2,34.08
7461,AgBiO2,23.233
7462,Th(GePt)2,29.98
7463,YMnSi,38.92
7464,Ba2Ti3Tl2,33.167
7465,LiBeV2,48.5
7466,NpFe3,64.5
7467,NbNiP,91.74700000000001
7468,Mn(CoO3)2,54.467
7469,BaNdCo2O5,72.553
7470,BeVPt2,22.326999999999998
7471,WBr6,8.24
7472,Ba4HfBr,2.16
7473,Th(TeI)2,10.433
7474,YbSnPd2,34.22
7475,BeRu2Rh,80.687
7476,Yb3W,17.553
7477,MoSe2,38.593
7478,HoPbAu,33.18
7479,Mg3(HO2)2,62.3
7480,KO3,11.747
7481,TlFeSe2,14.493
7482,NdBeO3,38.18
7483,U(SiPd)2,54.327
7484,GaCuO2,71.68
7485,Yb3SnO,58.08
7486,Hf2S,77.2
7487,DySbPd,41.273
7488,HoBO3,49.3
7489,RbSb2,8.927
7490,AlMo3,119.32
7491,NaBiF6,12.847000000000001
7492,AgBiSCl2,17.987000000000005
7493,ScRh3C,88.04
7494,NaSbS2,19.42
7495,ZnTe,22.92
7496,Nb3B4,194.92
7497,CdBiClO2,23.386999999999997
7498,NbBiO4,32.613
7499,LiAl2Au,1.047
7500,SrPb,19.0
7501,CaP3,38.387
7502,Al2B2Ru3,101.46700000000001
7503,LuN,151.36
7504,Pr(BO2)3,71.773
7505,CaGeO3,123.22
7506,Si4P4Ru,90.32700000000001
7507,HfMnBe,54.3
7508,Y2BeGa,20.833000000000002
7509,Ti2CoSe4,52.58
7510,Be2CrSb,74.033
7511,Li4UO5,58.02
7512,NbGaRu2,102.54
7513,Co2P,45.44
7514,Ca(CdP)2,35.086999999999996
7515,UPt,29.313000000000002
7516,Sr2TiBe,16.36
7517,Tm2Cr2C3,78.86
7518,MnBePd2,34.64
7519,NdCrO4,51.393
7520,HoSnRh2,25.74
7521,SmSiAg,48.82
7522,Si2TcOs,102.12
7523,K2BaBe,4.747
7524,HoMn2,17.36
7525,Ni3Bi,42.18
7526,TbTiGe,44.78
7527,BeNbCr,41.18
7528,Mg2TaBiO6,64.9
7529,Na4S2O5,21.26
7530,BaCdO2,39.62
7531,BeNbSe2,30.546999999999997
7532,Pr(SiRh)2,84.193
7533,Lu2MgSe4,22.86
7534,CeSiRu,45.01300000000001
7535,CuAs,27.353
7536,DyAlAg2,19.68
7537,PmSbPd2,11.26
7538,RbUO3,76.1
7539,Sb2Os,89.367
7540,HfSe2,29.033
7541,DyBO3,47.827
7542,PmH,20.393
7543,LiFeRh2,69.0
7544,Li3Al2CrO6,105.26700000000001
7545,KCl,15.04
7546,TlCuS2,21.64
7547,MgZrIr2,75.62
7548,CuSe2Cl,11.7
7549,La2SO2,52.467
7550,ZrBe2,93.473
7551,DyAg2,34.92
7552,TiAlRh2,46.88
7553,SiRh3,65.58
7554,CeNdI4,13.967
7555,MgBeBr2,4.313
7556,NpGa5Co,70.72
7557,Rb2NbF6,15.607000000000001
7558,Mn2GaCo,39.16
7559,BeCdRu2,84.46
7560,Tm2IrOs,68.32
7561,Ca2MgIn,24.52
7562,Li4CuF5,33.707
7563,ScNbOs2,110.54
7564,CoH3(CN)6,40.08
7565,LuCuSi,63.573
7566,TmBi2IO4,45.367
7567,NF,3.1069999999999998
7568,YNiSb,55.9
7569,NaAuO2,38.78
7570,Li3PrBi2,30.627
7571,Th3Au,19.86
7572,Lu3O2F5,61.507
7573,PuSi2,46.153
7574,CaTiF6,35.847
7575,Co2Ge,54.047
7576,UPbO4,37.1
7577,Rb2PtCl6,10.64
7578,BaGa4,30.72
7579,LiBeCr2,75.64699999999998
7580,MgO,131.08
7581,ZrCuSi2,86.227
7582,BeCr2Co,78.04
7583,Ag3AuS2,1.7269999999999999
7584,PaC2,76.467
7585,Y2Al3Si2,63.827
7586,AuSe,14.667
7587,MnCdO2,47.593
7588,TlSiPt5,57.113
7589,SrZnCl4,15.113
7590,TaBeNb,44.953
7591,Pr(HO)3,20.886999999999997
7592,Tm2CdHg,31.1
7593,SrCrF4,25.113000000000003
7594,TaBeO3,113.08
7595,ZrSiO4,122.34
7596,V(CrTe2)2,17.213
7597,NdY3,23.32
7598,NbTe,66.42699999999999
7599,LuGaPd2,16.7
7600,Ca2CoO3,62.953
7601,BeTlRe4,49.4
7602,BaZnCr2,17.82
7603,NiP2,83.48700000000002
7604,MgWO3,61.713
7605,Ba2PdBr,4.9
7606,BeFeHg2,16.173
7607,BeRuRh2,86.95299999999996
7608,HoPb3,12.98
7609,NaPmTe2,21.64
7610,Sr2InI5,9.552999999999999
7611,BeV2Ge,66.667
7612,BaTiSi2,12.76
7613,PdSeO4,22.513
7614,Ba3N2,25.34
7615,BeZn2Tc,45.486999999999995
7616,Ca2Si,25.74
7617,U(HO2)2,22.613000000000003
7618,Mn(BW)2,160.94
7619,Pm2ZnPt,26.72
7620,Nd(SiNi)2,68.78
7621,KTb2CuS4,34.133
7622,Te4Mo2WSe2,18.127
7623,KH,12.0
7624,SrHClO,17.393
7625,Tm(SiRh)2,84.087
7626,ScBeTe2,17.42
7627,V2CrFe,107.38
7628,Al2CO,87.307
7629,K3W,4.42
7630,DyCuSeO,41.37300000000001
7631,K2NaAlF6,33.54
7632,SnO2,50.687
7633,SnRh,51.14
7634,BaZnF4,26.97300000000001
7635,Li2ThN2,69.68
7636,HfCo2,90.32
7637,SrTaBe2,33.36
7638,ZrBeCr,16.807000000000002
7639,BeRh2Cl,9.253
7640,SrNiSn3,22.846999999999998
7641,AsRu,60.273
7642,Na2GeS3,12.687000000000001
7643,Ni3Ge,83.24
7644,KFe2S3,23.866999999999997
7645,LiLu2Al,38.8
7646,NaTbS2,33.92
7647,HfBe2V,63.507
7648,PrMg,25.98
7649,LiF,42.04
7650,Si2Ni,49.78
7651,Ba3BiSb,14.46
7652,CaZnF4,26.713
7653,MnCuPd2,61.16
7654,CaThBr6,12.933
7655,ScOF,35.22
7656,LiVO2,80.393
7657,FeP,118.073
7658,SrSi,33.027
7659,BeGaRu2,45.033
7660,SrAcTl2,18.74
7661,Tm2CoRu,54.46
7662,Li2AcTl,16.22
7663,Er2SO2,72.847
7664,HPbClO,13.507
7665,NaLi2Pb,17.48
7666,TaAsBr,5.12
7667,NaHoSe2,29.493000000000002
7668,SmTe,35.16
7669,KMnSb,13.307
7670,MoIr,174.953
7671,K2Be2Co,11.773
7672,Sm2IrRh,29.4
7673,Zr3In,52.38
7674,Mn2BeGa,51.66
7675,ZnSnP2,39.96
7676,GaAsO4,21.686999999999998
7677,K3MnO4,7.733
7678,VZnF4,19.852999999999998
7679,NdAl2,51.08
7680,KBaBi,1.6
7681,YbSnAu2,23.32
7682,SrCdO2,57.613
7683,Rb(CoS)2,36.92
7684,CrAs,71.053
7685,Ba2VBr,3.9
7686,Ni4Mo,97.693
7687,Mn3PdN,144.62
7688,HfBe2Zn,65.74
7689,Bi(TeBr2)2,5.6129999999999995
7690,LiCo2Ge,94.72
7691,ZrBe2Nb,40.847
7692,SrHgO2,19.827
7693,RbCd(NO2)3,15.892999999999999
7694,ErNbRu2,70.42
7695,Yb3GaC,12.6
7696,BeCu2Cl,16.387
7697,BaOsPd2,26.653000000000002
7698,Tm(CoGe)2,64.833
7699,BaBeSiO4,47.24
7700,CeAs,53.32
7701,TaBO4,174.187
7702,CoAg3(CN)6,17.5
7703,ErSnAu,40.96
7704,K2SnCl6,10.04
7705,TmInPt,40.687
7706,Li2AgSb,28.78
7707,KCdF3,26.54
7708,MoAsIr2,38.32
7709,TiAlAu2,35.24
7710,GeSe,49.16
7711,PrRh2,53.1
7712,CaGe2O5,58.027
7713,SmDyHg2,20.88
7714,AgPS3,10.207
7715,BaAlSiH,41.793
7716,BaMnCr2,20.86
7717,NaLiICl,14.66
7718,YbSbPd2,26.44
7719,KZrS2,40.407
7720,Pr3TlC,16.86
7721,PrN,26.48
7722,HoAgSn,41.54
7723,Ca3SiBr2,17.68
7724,KBa4Mo,1.42
7725,Ba(PRh)2,43.51300000000001
7726,YMnAs,12.96
7727,Ca2CuO3,71.847
7728,Er(GeRu)2,54.36
7729,TeAuI,9.613
7730,KBe2Co,21.147
7731,TiTe2,21.706999999999997
7732,CdCO3,37.54
7733,HoAlO3,122.887
7734,CuH6(NO)4,12.487
7735,YTiSi,50.586999999999996
7736,ErS,59.98
7737,Ti(NbSe2)2,52.22
7738,BeV2Fe,63.8
7739,BeZn2Mo,39.887
7740,Sr3BiN,39.2
7741,TlBiF4,20.207
7742,PbF2,23.94
7743,YbOs3,52.01300000000001
7744,Ag2O,28.98
7745,LiBiF4,28.413
7746,BaCa2Mg,11.107000000000001
7747,Tl2O,12.213
7748,ScBe2Sb,59.2
7749,Co(ClO4)2,20.347
7750,NdI3,4.133
7751,ZrTe3,20.513
7752,BeInP,36.1
7753,UCo2,54.24
7754,Fe3N,84.993
7755,Rb2H6Pt,7.74
7756,Cr3Os,106.12
7757,Ca(BH4)2,12.28
7758,SrCuAs,43.093
7759,Cr2O5,31.093000000000004
7760,IO2F,21.273000000000003
7761,Ca3GeO,52.64
7762,BeFe2Si,122.06
7763,SiP2O7,117.0
7764,YBe2Cu,29.947
7765,InAgSe2,13.333
7766,MnF2,56.367
7767,TiSnPd,46.8
7768,CrPbO3,77.86
7769,Sr2CuTeO6,47.766999999999996
7770,TbAgTe2,23.18
7771,PaIr3,129.76
7772,Ba4NaSn,1.12
7773,V(SiO3)2,69.433
7774,LiBeNi2,57.233000000000004
7775,Y(GeRu)2,57.453
7776,TbGe,56.66
7777,CdBiClO2,23.467
7778,LaMnSbO,37.1
7779,Ba(ZnAs)2,25.686999999999998
7780,Ba(PRu)2,54.766999999999996
7781,HgS,14.56
7782,TmCdPd2,33.12
7783,PdSe2,27.94
7784,Sm2AlNO3,118.7
7785,MnBe2Tc,87.42
7786,NdH2,43.78
7787,Rb3Na(RuO4)2,18.027
7788,HfMn2Be,70.413
7789,NiSO4,30.48
7790,Rb3Tl,2.053
7791,CaCoSi,45.547
7792,Tm2In,29.693
7793,BaSiO3,153.98
7794,Ba2LiOsO6,51.06
7795,Na6Sn2S7,10.807
7796,Rb3Ru,4.04
7797,HfSiRu2,102.9
7798,Ba2YNbO6,84.5
7799,ZrTe,51.053000000000004
7800,Pr(Al2Fe)4,74.8
7801,V2CrTe4,31.686999999999998
7802,SrAl2,35.84
7803,SmAlGe,50.266999999999996
7804,Na5Al3F4,35.333
7805,PrY3,22.807
7806,HoSnAu,40.36
7807,BaBi2O5,21.88
7808,PRu,82.89299999999999
7809,NaAuC2,44.22
7810,Tl2SiS3,10.333
7811,ErHO2,66.16
7812,HPbBrO,12.52
7813,Tl3SbS3,9.26
7814,MgCN2,157.007
7815,MgBeCr,66.607
7816,RbAcTe2,23.3
7817,NpSi3,75.36
7818,MgBiF6,28.29300000000001
7819,HoIn5Co,33.16
7820,Hf2SN2,88.60700000000001
7821,AlPd,54.54
7822,ZnCl2,10.407
7823,Ta3B4,204.167
7824,BeAlH5,24.92
7825,CaTiF5,38.153
7826,Y6FeSb2,35.66
7827,PrAgSn,39.22
7828,Be2SiPt,49.56
7829,CdO,16.067
7830,BeZn2W,43.06
7831,PaO2,65.76
7832,SmIO,22.573
7833,HoTe,36.5
7834,YBe2Ir,42.353
7835,HoF3,61.26
7836,SnC,89.54
7837,UNiSn,49.36
7838,Bi2Pb2Se5,25.9
7839,VP4,85.193
7840,Mg2Sb2O5,31.47300000000001
7841,PrGa,25.22
7842,TlNi,26.206999999999997
7843,Li2Ni(P2O)2,32.126999999999995
7844,NbSe2,27.693
7845,PuGa,20.0
