,pretty_comp,encut
20023,BaLi2(MgGe)2,750
20024,Li4V3Cr3O2,1250
20025,Be2InHg,1050
20026,Tl3Pb,550
20027,Ti2Ag,500
20028,Ti2MoAs,500
20029,BeReOs2,650
20030,Rb2CoF6,750
20031,Ge3(Bi2O)2,1300
20032,Rb2TaCuSe4,600
20033,BaCa(BiO2)4,1200
20034,Tl4SnS3,1100
20035,TiFeCoSi,700
20036,BaHgBr,500
20037,CuCl,600
20038,BeNiSe2,650
20039,Li4B2O5,1350
20040,LiCuPO4F,1250
20041,RbClO4,1200
20042,RbSmS2,600
20043,Nd3TlC,600
20044,BaScGe2,700
20045,PrGeRu,600
20046,SrHg,500
20047,LiLu2Os,500
20048,Ba2AlCr3O8,1200
20049,FeCl2,600
20050,BeCdMo2,1000
20051,TiBe2Ru,1050
20052,ZnPbF6,750
20053,H4C3NF5,1300
20054,Sc2ZnGa,500
20055,MgHg2,650
20056,Mn3SnO8,1200
20057,BeNiSb2,650
20058,K3GaS3,700
20059,Ti2AlCu,600
20060,Ga2HgS4,650
20061,PrCo3,500
20062,CaBe2Cr,1050
20063,Cr3Te4,500
20064,RbAu(SeO4)2,1250
20065,LiNdSn,500
20066,FeI2,500
20067,Sr2YTlV2O7,800
20068,TcPt3,1000
20069,Dy2CuOs,600
20070,CaZn5,700
20071,LiErAu2,750
20072,MoN,800
20073,TbAgHg2,550
20074,LiAlRh2,600
20075,PrBiAu2,550
20076,CaSi2WO6,1250
20077,BaCrF6,750
20078,Na8SnSb4,1000
20079,Tb3AlC,800
20080,PmPbAu2,550
20081,DyInPt,500
20082,DyWO4,1200
20083,Tl2GeS3,650
20084,CaTaAlO5,1250
20085,MgS,700
20086,CaNiTe,550
20087,BaZnCO3F2,1250
20088,PuRh2,800
20089,Sc2BC2,850
20090,ErMgZn2,550
20091,CdSO4,1250
20092,Sr(GaH)2,650
20093,BaTiCd,500
20094,BeInRu2,1000
20095,TaTlPt,550
20096,ZnCrF6,750
20097,PdN,850
20098,PaSnAu2,500
20099,CeIn5Co,1250
20100,BaZnCl4,850
20101,BaRh2Br,500
20102,Sb2S3,750
20103,HoCuSi,850
20104,Li8Al3Si5,1300
20105,HfBePt,950
20106,Li3BePCO7,1300
20107,NdTmTl2,500
20108,MnSiTc2,1050
20109,Na4W(NO)2,1250
20110,TcH4NO4,1250
20111,Li3Mn3Fe2,1250
20112,Zr5Ge3,1200
20113,NdMnAsO,750
20114,ZrBe2Cu,1050
20115,Na3PS3O,1200
20116,HoClO,800
20117,Tl3SbS3,600
20118,RbYbBr3,700
20119,Fe4O7F,1200
20120,VCoB3,850
20121,Na2BeIr,600
20122,Nb7(B2C)3,950
20123,NaIO4,1200
20124,CeBPd3,1250
20125,BaMgTe2O7,1300
20126,Hf2CuGe4,850
20127,Be2CrCu,1050
20128,V4GeSe8,700
20129,KPrSiSe4,500
20130,Nb3CrSe6,650
20131,Ba4CrRh,550
20132,CrFe3,750
20133,Mg(NiS2)4,750
20134,Nb3GeS6,650
20135,LiTiO2,1250
20136,Al2Si2H4O9,1300
20137,Be2TlRe,1050
20138,Pr2In,500
20139,Pm2NiRh,600
20140,Mg(MnS2)4,650
20141,Be2PdPb,1050
20142,Na3AsS3,850
20143,Li2MgGe,1100
20144,PrCoC2,950
20145,BaMg2Fe,650
20146,GePt3,900
20147,Na2FeAsCO7,1250
20148,K2TaCl6,800
20149,TiTc2Sb,1000
20150,TiV2Cr,1200
20151,ErTlSe2,500
20152,NaSnN,900
20153,Y2CuO4,1100
20154,Yb(DyS2)2,650
20155,Mn5B2P,1250
20156,Ba2TlSn2O7,1200
20157,NiSnH2(OF)6,1250
20158,As3Rh,500
20159,Mo6PbS8,650
20160,Y5Mg24,1100
20161,Co2Si,950
20162,Rb3(FeSe2)2,800
20163,Cd(BH4)2,800
20164,HfSb,500
20165,RbLaSi(CN2)4,1100
20166,YbHg2,550
20167,Th2In,500
20168,Te6Mo2W,500
20169,Sc2RuAu,600
20170,K2PO4,1300
20171,Cu3Ge,950
20172,PmYAl2,500
20173,Ta2NbRu,500
20174,Zn3CdS4,650
20175,K2Ag4S3,1100
20176,K2MoCl6,800
20177,Hf2CuMo,600
20178,K2Co(H2Se)2,1100
20179,Li4Co3(OF3)2,1250
20180,CeRh2,1350
20181,BaSiB,500
20182,ThCdPt2,800
20183,LuNi4Sn,650
20184,Nb2Co2P7,1000
20185,Tl2MoO4,1200
20186,ZrCr2,1300
20187,BeTcRh4,1100
20188,Ti3Al2NiC,850
20189,YbSbPd,500
20190,ScNbO4,1200
20191,LaAlO3,1100
20192,TiBePt2,1000
20193,Pr(BC)2,1000
20194,Ba2CuSn2F4,1250
20195,ZnC2S2(OF)6,1300
20196,KBe2V,1050
20197,Cr3O7,1250
20198,B2S3,700
20199,MnSnPd2,500
20200,ZrInPt2,850
20201,MnAsPd,650
20202,Al2HgSe4,500
20203,Ba4CoW,600
20204,HfSb3,500
20205,ScBeSn2,650
20206,Mg3Bi,700
20207,Yb(SiRh)2,500
20208,Hg2SeO3,1250
20209,Ba4TaGa,600
20210,MgCo2S5,650
20211,MnGePd2,500
20212,H4WNCl6,1150
20213,VOF,700
20214,Sr(CoAs)2,650
20215,GaAg,500
20216,Dy(CoSi)2,600
20217,Ce(SiOs)2,1250
20218,K2VCuS4,600
20219,AlB3H2,1000
20220,TbO2,800
20221,Sr3CrN3,900
20222,Cr2SbTe,500
20223,Be2IrPb,1000
20224,SmLuZn2,650
20225,HoGaO3,1250
20226,Yb4Cl6O,850
20227,BaNaScSi2O7,1300
20228,LiBeCo4,750
20229,YbS2,600
20230,Tb(SiPt)2,550
20231,DyInNi,700
20232,Ba4MoPb,600
20233,NdCrO3,850
20234,CrP,650
20235,K2NaAlH6,750
20236,KCuO,950
20237,CaInAu,500
20238,CeAl3Pt2,1250
20239,CrP2S7,650
20240,CaMgTl2,650
20241,SmFeAsO,800
20242,CdSnAs2,500
20243,Li3MnF7,1200
20244,LaCd2,1850
20245,Pr(CoB3)2,1000
20246,HfBe2Ge,1000
20247,KAuSe5,550
20248,YRhW2,700
20249,TmBi,500
20250,Li2CaTa2O7,1250
20251,HfSiO4,1250
20252,Cu(HO)2,1100
20253,Er(Fe2Ge)2,800
20254,LiZnO6,1250
20255,Ba4NbSe,550
20256,SrFeO3,850
20257,La5(BN3)2,1100
20258,Yb3Ti3O4,1250
20259,Bi2Ir2O7,1250
20260,NbTe4,500
20261,LiGeRh2,650
20262,Eu(GeRh)2,600
20263,Sr2CoSO3,1200
20264,NbNiB2,800
20265,Be3Cd4Si3SO2,1450
20266,AgSO4,1250
20267,LiHg2Rh,750
20268,HfAu,550
20269,Tb2ZnNi2,600
20270,Pb(ClO2)2,1200
20271,FePO4,1300
20272,Ba4CdCu,550
20273,SrZrO3,1200
20274,Rb2NaTlCl6,800
20275,ZnBr2,500
20276,KIn9Ni2,1050
20277,ZrInCu2,650
20278,Zr2ZnAg2F4,1250
20279,Cd(InS2)2,600
20280,Mn(CoO3)2,1150
20281,Th3Mg,750
20282,HfBeNb2,950
20283,Ti2TcNi,700
20284,Ba4ZrNi,600
20285,YbErRh2,500
20286,Sr(Cu2As)2,900
20287,LiAsF6,1150
20288,NdTe,500
20289,GeSe,500
20290,Al2Pt,550
20291,BaTe,550
20292,Na3Ca2BiO6,1250
20293,ZrRe2,1150
20294,CeCl3,1300
20295,Hf2Ag3F4,1250
20296,KCu2P2H3(O4F)2,1250
20297,Mn3(OF)2,750
20298,BaBe2Br,1000
20299,Sr5Sb3,700
20300,Sc3BPb,600
20301,ErVB4,900
20302,K2PtSe2,500
20303,ScMo3O8,1250
20304,LiTiV2O6,1200
20305,BaZr2Te,550
20306,CuAsPt2,600
20307,In2Se3,550
20308,TlAgCl3,850
20309,UOF4,750
20310,Ni2Mo3N,1650
20311,Ca4PtO6,1200
20312,ScCu2,650
20313,Ba4TaIr,600
20314,Re2RuBr,550
20315,LiCr2CoO6,1200
20316,Be2CoRu,1000
20317,Li2LaSn,1650
20318,LiBeSe2,750
20319,In7GeIrO8,800
20320,Mg(CoS2)4,650
20321,Rh3Se8,1000
20322,YCd3,650
20323,Rb3NbO8,1200
20324,TbBi2BrO4,1100
20325,ErCo3,600
20326,LiSmHg2,800
20327,BeFeCl,650
20328,BaCuReO5,1100
20329,NbCrW,500
20330,Cr2F5,750
20331,VFeTe,650
20332,Ag3BO3,1250
20333,CrSbSe3,550
20334,Ta2N3O,900
20335,ZnSeO4,1200
20336,MgBeTc2,1050
20337,TiBe2Bi,1000
20338,Tb3Al5O2,1900
20339,VCoO4,1200
20340,NpNiSn,800
20341,Sc2Be2Pd,1050
20342,KHfCuS3,550
20343,LiBeAs,850
20344,Nd3CuSiS7,650
20345,Be2GaCu,1050
20346,HfVGe,650
20347,LiFe3O4,1100
20348,BW,750
20349,BaZn2Ru,650
20350,Nb3S4,800
20351,Ca4TiBe,650
20352,Pm2AgPt,550
20353,NaBiF6,850
20354,CuH2SO5,1250
20355,NaF,600
20356,Tm(CrSi)2,550
20357,Fe2B,800
20358,V3Ir,650
20359,Zn3Pd,650
20360,Ba2TaBi,550
20361,TeWO6,1200
20362,ZnO2,800
20363,Tb(TiGa2)2,700
20364,Cu3OF5,1500
20365,Ba4ZrO6,1300
20366,ThHg2,950
20367,Er3Ru2,650
20368,BeFeBi2,650
20369,Sm(SiRu)2,500
20370,Be2HgRu,1050
20371,Ga7Ni3,800
20372,DyMgIn,700
20373,Sr(CdP)2,500
20374,DySe2,500
20375,MnReO4,1150
20376,Ca(MnS2)2,650
20377,BePtCl2,950
20378,Rb3HoO3,1150
20379,BaAl2O4,1250
20380,LaBeRh2,1150
20381,PrLuMg2,700
20382,Li4Cr5SbO2,1250
20383,PmNi2Sn,600
20384,HoSnPd,550
20385,Cu3Sn4PbO2,1400
20386,Be2CoCu,1000
20387,CoO2,800
20388,KP(HO)2,1200
20389,RbLiO,1250
20390,PdF4,1150
20391,Ni2AsCl,650
20392,Ca3UO6,1200
20393,Ti2CuAs,600
20394,La(FeP)2,1100
20395,SmIn3,600
20396,CuAgS,600
20397,Mg3WO6,1250
20398,Ba2Sb2O7,1300
20399,Li8BiO6,1300
20400,Cu2O,950
20401,Sm(FeO2)2,1050
20402,Li3CrPCO7,1350
20403,BaTl2Cl,600
20404,TlCuHSeO5,1100
20405,NaPrHg2,500
20406,PrSnPd,500
20407,Na3ScBr6,800
20408,SO3,1300
20409,Yb4Sb6Rh7,650
20410,PrYMg2,650
20411,PaBr4,650
20412,B2SbAs,500
20413,VNi3,650
20414,Ba2TlAg,500
20415,Ba5Hf4S3,650
20416,Ba4VPb,600
20417,H3OF,1250
20418,AlBr4,700
20419,BeSnBi,700
20420,Ba4YP,550
20421,In2Sn2O7,1250
20422,CuAg3,650
20423,TmZrRu2,650
20424,Ca3PCl3,600
20425,NdZn2Ag,500
20426,HoGeAu,500
20427,KCaO3,700
20428,Mn3GeIr,1400
20429,Yb2SbAu,500
20430,TbMg2,1050
20431,ReSnGe,650
20432,CuS,550
20433,RbFeSe2,700
20434,Sc2ZnS4,650
20435,Y(Mg3Al)2,1100
20436,LiLu3,750
20437,BeVFe2,600
20438,LuCuSi,650
20439,AuF3,1250
20440,NaNi2O3,800
20441,PrNiC2,850
20442,MnCo2Si,650
20443,PrTiO3,850
20444,KCSN,1100
20445,Mg3Fe2O7,1250
20446,HoCoSi,600
20447,CdPOs2,500
20448,CrHgAs,500
20449,CoBMo,700
20450,CePmTl2,1250
20451,YbSbPt,500
20452,HfGa5Co,700
20453,Zn3Cd,700
20454,CrAu4,650
20455,BaZnSb,650
20456,CaBeIn,700
20457,BaCd2,500
20458,Dy3Al2,500
20459,Ca3Ge3(MoO)2,1300
20460,CaSiSnO5,1100
20461,CaMnF5,1200
20462,Na3AgS2,750
20463,K2ZnO2,850
20464,NaIn,750
20465,YNiO3,850
20466,CuH4(ClO)2,1150
20467,Cr3O,700
20468,SmErTl2,500
20469,K5Dy3I2,550
20470,MnClO3,950
20471,Cr3Ga,650
20472,Nd5AgSe8,600
20473,AlCrF5,850
20474,TaRh3,650
20475,SbS2NCl6,800
20476,AsIrW2,500
20477,Ba2NdNbO6,1200
20478,Nd2Ni6Sn,650
20479,CdIn2O4,1150
20480,RbWO3,800
20481,Sb2Pt,800
20482,Dy2Pb2O7,1250
20483,TlCrTe2,500
20484,Na6NiO4,1400
20485,BeCr4In,650
20486,Sm(SiOs)2,600
20487,NbSeI3,600
20488,TiAsW2,500
20489,CaMn2,1200
20490,Ba4CrSb,550
20491,ReSe2,750
20492,BaIrO3,850
20493,Er2Pt2O7,1250
20494,LaPb3,1600
20495,Ca2PbO4,800
20496,Na6MnCl8,650
20497,YbFe2,800
20498,Sc3TlB,600
20499,NaDySe2,500
20500,K2PAu,550
20501,NaBPt3,650
20502,Ba2HgBi,550
20503,LuScRh2,600
20504,LaSe2,1100
20505,Mg2Bi3O8,1200
20506,Be2PW,1000
20507,CuSiH8(O2F3)2,1250
20508,Ti2FeSe4,700
20509,K2ZnH4,750
20510,KCoCl3,800
20511,Ca3WO6,1250
20512,TiNi2Sb,600
20513,DyFeB4,1000
20514,Ca2PdWO6,1150
20515,BeCdOs2,650
20516,CaHoMn2O6,1250
20517,U(CrC)4,900
20518,MgWF5,1550
20519,TmSb(PbO3)2,1250
20520,Ba2CaWO6,1500
20521,BaErAgS3,600
20522,K2LiVO4,1200
20523,Na2BeP,650
20524,FeH4Br3N,900
20525,Zr(PS3)2,600
20526,TeAsOs,500
20527,Mg2CoSbO6,1250
20528,Na2ZnSe2,800
20529,Ho(SiPt)2,800
20530,HC,1250
20531,Sr3Fe2Cu2Se2O5,1100
20532,KCN,900
20533,Rb3SbO3,1150
20534,Ca(AgGe)2,500
20535,Ti2TcRu,1000
20536,Rb2Pd3S4,850
20537,BeSi2Pd,900
20538,PrMo3,500
20539,FeBiAsO,800
20540,PHF4,1250
20541,BeReNi4,650
20542,AlPd,500
20543,Ho(Al2Fe)4,800
20544,AlAg2,900
20545,Y2Be2GeO7,800
20546,Rb3AsSe6,550
20547,Tb(CuSi)2,650
20548,GaAg(PSe3)2,700
20549,Ti2NiSe4,600
20550,SrAc3,500
20551,AcCuO3,1000
20552,NbCoO4,1200
20553,LiCu2F6,1450
20554,Mg(CoN)2,950
20555,NaCN,1000
20556,Li4CO4,1250
20557,K2AgAu,550
20558,BeCdBi,700
20559,CaPdAu2,850
20560,Mn3N2,900
20561,LiAl(SiO3)2,1900
20562,Nb3Rh,950
20563,RbLiCl2,1100
20564,Li(CoO2)2,1300
20565,CS3N4,1900
20566,ZrSiTe,500
20567,YCuO2,850
20568,TiBe2Ni,1050
20569,Cr3Se,600
20570,Ni3Hg,600
20571,HoInAg2,500
20572,SrCuH6O5,1250
20573,Be2PdRu,1050
20574,LiFe3O3F4,1200
20575,Mg2H4Ru,650
20576,PmRh3,650
20577,Sc2BeRu,1000
20578,LiAg2Pd,850
20579,LiVCr(PO)4,1300
20580,NdGa2,500
20581,Li2ZrO3,1250
20582,Na4MnO4,1200
20583,Ca(ZnSi)2,700
20584,SnBiO4,850
20585,Nb2InC,850
20586,BeTl2Fe,650
20587,CaCr2,850
20588,TbAu2,500
20589,Ho2C,800
20590,Er2NiOs,600
20591,Sc3PbC,800
20592,Tb2Fe2Si2C,850
20593,Sc2BeSb,700
20594,ThPS,600
20595,TlSnPb2,500
20596,BBr3,600
20597,Ba2CaCu2HgO6,1150
20598,PrZn5,700
20599,Mn2BeBi,600
20600,ScBeCu2,650
20601,Ba4LiRu,700
20602,AlCuPd2,650
20603,Mg(As2Rh3)2,1000
20604,Y3GaO6,1250
20605,Pt(SCl4)2,850
20606,AgN3,1100
20607,Pm2ZnIr,500
20608,LiVPO5,1250
20609,HoPd3,500
20610,Er3PbC,500
20611,RbVP2S7,650
20612,BeTlCl4,950
20613,Be2NiCl,1050
20614,PaB3,850
20615,Na2ZrSiO5,1300
20616,TiOs,550
20617,ScBeCr,1000
20618,Eu(CoAs)2,600
20619,Yb2ZnPb,500
20620,Ba2YZr,500
20621,Be2SeCl,1000
20622,LuAg4,550
20623,Yb5Ag3,950
20624,K2PdF6,850
20625,HfBe2V,1050
20626,Ti2CoSi,550
20627,KC,600
20628,RbFe(SeO4)2,1250
20629,PrAlCu,700
20630,ZrTe5,550
20631,Mn2Al2O7,1250
20632,Li3Ga(BO3)2,1350
20633,Sr2Er2Al3Si5NO3,1250
20634,Ti2VTe4,550
20635,BiBAs,500
20636,PuSe,700
20637,AgPb3,550
20638,Tb2SeO2,1200
20639,LiHf2Ir,600
20640,ScCuSn,600
20641,CdCuSb,600
20642,MgSnAu,600
20643,ZnPtF6,850
20644,MgCr2O4,1150
20645,MgMnBe,750
20646,LiVF6,1250
20647,AsH6NO4,1250
20648,ZrCr2As,500
20649,RbGe,500
20650,K2NaMoF6,850
20651,YBe2Sb,1000
20652,DyAgSn,550
20653,MgTl3,650
20654,Yb(HO)3,1200
20655,ZrInRh2,600
20656,Pu2SO2,1100
20657,LiNbRu2,850
20658,KYbS2,600
20659,HfCl4,850
20660,AcBr3,600
20661,Y(FeB)2,750
20662,CoTeMoO6,1250
20663,YMnAs,500
20664,Ag3AsO4,1100
20665,Tb2Mo2O7,1250
20666,Np(CuSi)2,600
20667,PrZn(FeO3)2,1200
20668,LuCl3,800
20669,Ba2SmReO6,1200
20670,IrRu3,1050
20671,Ag3SbS3,900
20672,Rb3Cd,500
20673,Ba2LiCr,700
20674,TeAsRu,500
20675,YbTiO3,850
20676,MnSbS2Cl,850
20677,NaH2AuC4(S2O)2,1850
20678,Ag5P(S2Cl)2,900
20679,K4CO4,1150
20680,SmCuP2,650
20681,GaI3,700
20682,Ba4TaCd,550
20683,YH3(CO2)3,1250
20684,MnGaCo2,700
20685,RhF3,550
20686,La2InCu2,1100
20687,U2N3,900
20688,Hf3Zn3C,850
20689,BaCdBi,500
20690,ZrSeO,800
20691,BeMo2W,950
20692,CaTe2O5,1300
20693,Ca2CoSi2O7,1300
20694,Li2FePO5,1300
20695,YBeZn2,650
20696,Nd2Ni5B4,600
20697,Ba4GePd,600
20698,TiCo,500
20699,LiZn2Rh,550
20700,NaInTe2,750
20701,NpC,850
20702,BaMgTl,600
20703,K2NaGaP2,700
20704,H4BrN,900
20705,KScO3,800
20706,LiVCO4,1300
20707,EuMgH4,600
20708,YAlGe,500
20709,Mn4O7F,1250
20710,LiCuSbO4,1250
20711,Te2W3Se4,550
20712,LiAl2Os,700
20713,Nb3In,600
20714,Nd2SeO2,750
20715,Li2Fe(CO3)2,1250
20716,Na3OsO5,1250
20717,Zr6Sb2Pt,950
20718,TiSb2,500
20719,LaBeW2,1950
20720,Tb(CoSi)2,600
20721,Nd(PdO2)2,800
20722,LiHg2Au,750
20723,BaSrYb2,500
20724,Dy2Be2GeO7,800
20725,MnAlCu2,600
20726,SrCrF4,1150
20727,Li2Ti4VO8,1250
20728,Na3AsSe3,1050
20729,HfNbTc2,1050
20730,AuBrO2,1050
20731,Er2ZnIr,550
20732,Na2(CdSi)3,1250
20733,Ba4ScTe,550
20734,Ca2CeO4,900
20735,BeCrCo2,650
20736,LuNi5,700
20737,YbH3,600
20738,LiZn3,750
20739,MgBeCr,800
20740,Ba2MgZr,600
20741,DyGeRu,500
20742,Mg(AlH4)2,650
20743,In5AgSe8,600
20744,Fe(IO3)3,1250
20745,NdH3,700
20746,HoS2,600
20747,DyNi2,700
20748,SrTa2Be,950
20749,HfN,800
20750,PmAlCu2,650
20751,Zr2Ga,600
20752,RbSbF6,650
20753,ThSe,500
20754,NaSr3BiO6,1250
20755,K3Na(FeO4)2,1200
20756,TiC,800
20757,BaF2,1200
20758,Rb2Sb4S7,750
20759,Tm(MnGe)2,750
20760,KH2I3O,1100
20761,RbNpO3,1100
20762,KH3C2O3,1100
20763,PrPtF7,1250
20764,Na3YCl6,800
20765,PmB3,750
20766,BaMgCl,550
20767,CrAuS2,600
20768,K2VAgSe4,500
20769,TaTi2N3,900
20770,Sr2BeSn,650
20771,Tm2NiRu,600
20772,Nd3Al,500
20773,TmB2,600
20774,BeIr2Br,950
20775,TbYbRh2,500
20776,Sm2AgHg,550
20777,K4TiO4,1200
20778,CaPrHg2,550
20779,VOF2,700
20780,IrPbBr,500
20781,SmRhC2,850
20782,Be2BiIr,1000
20783,BaCrO3,1250
20784,Lu2ZnPt,500
20785,BiSI,600
20786,Cr3Se4,500
20787,NpBi,700
20788,Sr2BeTc2,1100
20789,Ti2ZnO5,1200
20790,CuH6(NCl)2,1000
20791,YbPmAg2,500
20792,AlGaPd2,500
20793,TaBe2Tc,1050
20794,CaBe2Tc,1050
20795,CaTl,500
20796,BaLaMn2O6,1400
20797,BeCoPt2,950
20798,ThBiTe,500
20799,MgMnSiO5,1250
20800,BaCa(NiO2)4,1450
20801,Li3SmSb2,1200
20802,TiAlPd2,500
20803,Ba2TiBi,600
20804,BaPIr2,500
20805,PW4Cl,850
20806,Ce3Ni2B2N3,1800
20807,AcYbMg2,650
20808,SmDyO3,1250
20809,BePOs,650
20810,H2SO4,1300
20811,SrCa3O4,800
20812,Li4MnBe,1250
20813,BeTc2Ge,1050
20814,KAu(SO4)2,1800
20815,P4N6O,1300
20816,LiFeO2,1200
20817,Na6Mg2C4SO6,1350
20818,H7S(NO2)2,1300
20819,ErInAu2,500
20820,Li4Co3O3F4,1250
20821,BeGa4Mo,600
20822,KBeIr,950
20823,Ba(SbPd)2,500
20824,LiDy2Tc,750
20825,TaPd3,850
20826,PaAlTc2,1000
20827,SrHg2,550
20828,TaAlFe2,700
20829,P4S5,650
20830,Li8FeO6,1300
20831,TiSnPt,500
20832,Be2FeCo,1000
20833,Sm2ZnHg,500
20834,Na3CoSiCO7,1300
20835,InAg3,500
20836,Ba4TePb,600
20837,Be2GaFe2,650
20838,PdSe2O5,1250
20839,Be2TlMo,1000
20840,BaSi,600
20841,SmInO3,1250
20842,NaFeO2,800
20843,LuPaOs2,550
20844,MnFe2Si,700
20845,B2IrCl,600
20846,Li(Co3P2)2,600
20847,Nd2Ti2S2O5,1200
20848,Tm2MgAl,650
20849,BeNbCu,650
20850,Be2TlHg,1050
20851,BaCuBi,550
20852,TiOF,800
20853,BeTlRu,1000
20854,Ge2O3,850
20855,Sc2TeO6,1300
20856,NpGa5Co,750
20857,HfBePd2,950
20858,SnWO4,1250
20859,ZrBr,650
20860,Sm2ZnS4,650
20861,Ca2AgSn,500
20862,GeF4,750
20863,TbN,850
20864,USnAu2,500
20865,BaCuSeF,950
20866,V2O3F,1200
20867,ZnSiP2,700
20868,Na4Mn2O5,1250
20869,Hg2AsP,550
20870,BeGaCo2,650
20871,Ba4BiRu,550
20872,SrAl2B2O7,1250
20873,MnVAgO4,800
20874,ErInCu2,850
20875,YOsO3,850
20876,PrBi2ClO4,1100
20877,Lu2Si2O7,1200
20878,FeGeRu2,500
20879,Tm2TlHg,500
20880,Ta2InCuTe4,550
20881,Sc2AlSi2,500
20882,YGa2,500
20883,K2SrV4O2,1250
20884,UTeO,1050
20885,Ca3(PO4)2,1250
20886,BeRhPb,700
20887,Nd2IrPd,500
20888,TiZnO2,1200
20889,Nd3Ag,850
20890,Ba2TlCl,600
20891,Sm2Sn2O7,1250
20892,Li3Fe5(CoO)2,1250
20893,DySn3,600
20894,Yb2SmS4,650
20895,ZrBeMo,950
20896,TiS2,650
20897,BeNiSb,650
20898,Hf3Bi,500
20899,Ni3TeO6,850
20900,SrMgH4,600
20901,Li4Ni3BiO8,1400
20902,Sc2IrPt,500
20903,UIn3,600
20904,V(WO4)2,1200
20905,LiPdW2,500
20906,CaAl4O7,1250
20907,YSnO3,850
20908,Be2FePd,1000
20909,ZrOs,500
20910,CaZn3,700
20911,Cr4InCuSe8,550
20912,SmHoRh2,600
20913,ZnP2(HO)4,1250
20914,Be2CrSe,1050
20915,Tm2CoRu,500
20916,NaAuO2,850
20917,LiCaAs,750
20918,BiTe3,500
20919,RbZn4As3,700
20920,Ba4Br6O,1750
20921,Li3CoO3,1750
20922,CaAlSiH,550
20923,Ba3As2,650
20924,Mo6PbSe8,650
20925,BeAlH5,600
20926,ZnBiF6,750
20927,PrIr2,500
20928,Ba2YB2ClO6,1300
20929,NaPd3O4,800
20930,YMnB4,800
20931,GeSb4Te7,500
20932,BeNbCd,1000
20933,NbV3O8,1250
20934,TiH2C2(NF)6,1250
20935,NdH2ClO2,1100
20936,TiZnO3,1150
20937,Ni3O4,850
20938,ScCuO2,1050
20939,Rb2PbO3,850
20940,Mn2HO4,1200
20941,BaPaO3,850
20942,BaHf4Be,950
20943,CuAsPbO4,1200
20944,CaTl3,500
20945,SnPt,500
20946,TiNi,600
20947,Mg(BH4)2,1000
20948,Ba4TlZn,650
20949,YLuTl2,550
20950,Mg3BN3,1100
20951,BaGe2B,700
20952,Ba2GaP4HO4,1800
20953,Li5Cr2Fe3,1250
20954,Be2BiBr,1000
20955,NaTc3,1050
20956,RbCdAg3(CN)6,1100
20957,VCrO3,1200
20958,CaCeAg2,1250
20959,TaAsOs2,600
20960,Sr2Cu(OF)2,800
20961,YHfPd2,550
20962,ZrSc2Tl,550
20963,MgCuAs,950
20964,PrCdAu2,550
20965,K3Zn2F7,750
20966,Al2CdO4,1200
20967,Zn3Pt,650
20968,YbPmZn2,600
20969,SrAl2,500
20970,CeGa4Co9,850
20971,ScPaTc2,1050
20972,BeCd2Ga,650
20973,Fe3Si,750
20974,Sm2MnNiO6,1200
20975,Be(VSn)2,650
20976,Li4MnF8,1250
20977,SrCaSn,500
20978,Na3NO2,1250
20979,ZnTe,500
20980,Sr6GaN5,950
20981,MnGaRh2,500
20982,Be2NiRu,1050
20983,PuCo2,850
20984,Sr2In2O5,1200
20985,Ba4ScPd,550
20986,SrP3,650
20987,Ba4MgSe,500
20988,HfBeCo,650
20989,Na2BeW,650
20990,LiCr2O4,1250
20991,MgTi4O9,1250
20992,ScTc3,1100
20993,Sr3(AlN2)2,1300
20994,EuO2,850
20995,RbI,500
20996,DyYZn2,600
20997,HfBrN,850
20998,NaCaVO4,1100
20999,Ba4TaBi,600
21000,ErNi2,700
21001,U3TiSb5,650
21002,Y2GaAu,550
21003,K2BeFe,650
21004,MnBe2Cu,1050
21005,Be2GaCl,1000
21006,MgPb3,600
21007,BaV2Os,550
21008,As2SO6,1300
21009,BeRuPb2,1000
21010,ClF,850
21011,Na2TlPb,500
21012,Sr3Ge2(BO)6,1300
21013,Hf4BeP,1000
21014,Tm2Te5O3,1300
21015,PuMn2,800
21016,TaMn2Ge,700
21017,LiMg,750
21018,Er2CuOs,600
21019,KLiZnO2,1200
21020,Be2PbSe,1000
21021,NdSe2,500
21022,ErP,500
21023,Te2Mo(WSe2)2,550
21024,Li5CuSO2,1250
21025,YbPmHg2,550
21026,Zr5Te4,850
21027,SrSe,500
21028,HfAlRu2,550
21029,NdMgO3,1100
21030,NaH3SO5,1300
21031,Cu2Ag2O3,1050
21032,Zn(CuN)2,950
21033,Zn(SnO2)4,1200
21034,VZnSiO5,1250
21035,Zn2AgSbO6,1250
21036,NaTl2GaF6,750
21037,Be2VPt,1050
21038,Ba4HfSe,550
21039,TiI3,500
21040,NaV2As,500
21041,Zr4In5Co2,550
21042,TmCu,600
21043,K2CuO2,800
21044,BeBi4Br,700
21045,UCl5,800
21046,LiZn2Au,750
21047,BeCoNi2,650
21048,BaSO4,1200
21049,LuAl,500
21050,ClO3,1300
21051,Be2CuBi,700
21052,NpN2,1100
21053,Ca2In,600
21054,Sr(BS2)2,1300
21055,LuAgS2,600
21056,MnP2,700
21057,AcMg,650
21058,Cr2GaN,900
21059,SrAl2B2O7,1250
21060,ZrIr,500
21061,TiPd,500
21062,RbHg(NO2)3,1250
21063,Be2ReGe,1000
21064,Rb2PtCl6,800
